Gene	Product	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
citX2	citx protein	X	X	X	2.45251392406766	2.20188366557741	2.50053696385592	2.26674542091738	1.41859657206857	1.37618831450398	X	X	X	X	X	X	X	SL1344_0063	SL3261_0063	STMMW_00631	STM_MW00631	SEN0063	t0064	X	X	X	X
chuR_1	conserved hypothetical protein	2.31630116115115	2.4025146091953	X	2.39326647610508	2.57369520490817	2.18854760770241	2.87454472814983	2.01100382457959	2.04323172389422	2.34220019126999	2.18993493450552	2.81658191836179	4.5	BN373_47261	ERS227112_00493	X	SL1344_3771	SL3261_3771	STMMW_37941	STM_MW37941	SEN3620	t3714	EC958_4150	NCTC13441_04838	BW25113_3674	b3674
nodD2_2	transcriptional regulator, LysR family	2.05109063384642	2.9533573394235	2.10642549888354	X	X	X	X	X	X	X	X	X	X	BN373_49071	ERS227112_01749	ROD_13991	X	X	X	X	X	X	X	X	X	X
yahO	periplasmic protein, function unknown, YhcN family	X	X	X	2.64797906677402	2.13617910439561	2.52071026414422	2.72757849691664	2.46593484386126	3.03495275273835	2.64036740731377	2.99033841139301	3.15317679520239	4.5	X	X	X	SL1344_0361	SL3261_0361	STMMW_04361	STM_MW04361	SEN0349	t2498	EC958_0478	NCTC13441_03634	BW25113_0329	b0329
cvaA	microcin H47 secretion protein	2.00055123823065	3.93146357660376	2.44352527125953	X	X	X	X	X	X	X	X	X	X	BN373_01491	ERS227112_02013	ROD_03711	X	X	X	X	X	X	X	X	X	X
	ISEc14 transposase A	2.95699005550305	2.60564562706119	3.09074888809745	X	X	X	X	X	X	X	X	X	X	BN373_03201	ERS227112_02468	ROD_05771	X	X	X	X	X	X	X	X	X	X
	ISEc14 transposase A	X	X	2.83044360246437	X	X	X	X	X	X	X	X	X	X	X	X	ROD_33821	X	X	X	X	X	X	X	X	X	X
	ISEc14 transposase A	X	X	2.84271961149137	X	X	X	X	X	X	X	X	X	X	X	X	ROD_26361	X	X	X	X	X	X	X	X	X	X
	ISEc14 transposase A	X	X	2.86487026379349	X	X	X	X	X	X	X	X	X	X	X	X	ROD_29661	X	X	X	X	X	X	X	X	X	X
	ISEc14 transposase A	X	X	2.95788546589188	X	X	X	X	X	X	X	X	X	X	X	X	ROD_48781	X	X	X	X	X	X	X	X	X	X
ygdR_3	putative lipoprotein	2.5005490178337	2.3921784252664	2.60737017241144	3.05440068947074	2.87752242165259	2.69458628598271	3.04319542502067	2.79457012906565	3.42006480632014	X	X	X	X	BN373_05291	ERS227112_02378	ROD_00501	SL1344_0081	SL3261_0081	STMMW_00821	STM_MW00821	SEN0081	t0081	X	X	X	X
	conserved hypothetical protein	2.92896188332124	2.55098411524391	2.50364556487752	3.13141610932205	2.84281346387584	2.82307730307807	3.6196081216539	3.17604328480521	3.45549592663796	X	X	X	X	BN373_10611	ERS227112_02920	ROD_12311	SL1344_0083	SL3261_0083	STMMW_00851	STM_MW00851	SEN0084	t0083	X	X	X	X
tetD	transcriptional regulator, AraC family	2.37375296776917	2.25072323913015	X	2.20696511029721	2.27468827479322	1.87761530091424	2.12044708464295	1.76192180350511	2.32544741254376	2.74434829646817	3.07689785700623	3.02751987653436	4.5	BN373_46731	ERS227112_00548	X	SL1344_0551	SL3261_0551	STMMW_06281	STM_MW06281	SEN0539	t2299	EC958_0454	NCTC13441_03661	BW25113_0305	b0305
dinI_3	putative virulence protein MsgA	2.69112179338849	1.23541465377654	X	2.22224741777278	2.37751609436471	3.06671221949903	3.00491854782864	2.10284111669121	2.0978273810462	X	X	X	X	BN373_18041	ERS227112_03648	X	SL1344_1180	SL3261_1180	STMMW_12511	STM_MW12511	SEN1807	t1113	X	X	X	X
cbeC	2-chlorobenzoate 1,2-dioxygenase, electron transfer subunit	2.53542662819983	1.94846177038455	X	2.80959916602992	3.08003558542066	3.15022823430305	3.56813945418343	3.14126831361829	3.60952259663176	X	X	X	X	BN373_24511	ERS227112_04806	X	SL1344_2070	SL3261_2070	STMMW_21241	STM_MW21241	SEN2089	t0779	X	X	X	X
cusF	cation efflux system protein CusF	2.48749497676801	2.52129076115066	X	X	X	X	X	X	X	3.50698992245783	3.73997344048913	3.91159291588161	4.5	BN373_03631	ERS227112_02209	X	X	X	X	X	X	X	EC958_0680	NCTC13441_03434	BW25113_0573	b0573
bdm	biofilm-dependent modulation protein	X	X	3.55877816654714	3.12362955502013	3.6061757462214	3.64526538038565	3.60140767165413	3.09816675396867	3.60426403108932	3.51335195732671	3.962987582009	3.73939301545268	4.5	X	X	ROD_15541	SL1344_1494	SL3261_1494	STMMW_15591	STM_MW15591	SEN1491	t1479	EC958_1748	NCTC13441_02348	BW25113_1481	b1481
pulL	pullulanase secretion protein PulL	2.12413712860137	1.79864259749244	2.57662337072243	X	X	X	X	X	X	2.8658093888126	3.09317567038511	2.97500159629903	4.5	BN373_06421	ERS227112_02493	ROD_44891	X	X	X	X	X	X	EC958_3726	NCTC13441_00362	BW25113_3333	b3333
	conserved hypothetical protein	2.42328911392979	2.41615609348486	1.75032220095275	X	X	X	X	X	X	X	X	X	X	BN373_02521	ERS227112_02117	ROD_12471	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	X	X	2.76479914828826	X	X	X	X	X	X	X	X	X	X	X	X	ROD_12301	X	X	X	X	X	X	X	X	X	X
	beta-lactamase domain protein	2.08588782847912	1.69916035342755	2.9661504436941	2.36496359455782	2.48104835112134	2.32567524916106	2.40156644780113	2.0058054755799	2.39983178722555	X	X	X	X	BN373_25921	ERS227112_04661	ROD_27621	SL1344_3703	SL3261_3703	STMMW_37261	STM_MW37261	SEN3559	t3781	X	X	X	X
yiiS_2	conserved hypothetical protein	1.73347319116332	1.30479168130732	X	X	X	X	X	X	X	3.52451699478349	3.77782625046432	3.95869732522278	4.5	BN373_24871	ERS227112_04766	X	X	X	X	X	X	X	EC958_4407	NCTC13441_04578	BW25113_3922	b3922
	conserved hypothetical protein	2.73120949106997	2.38094922287582	1.76726539592093	X	X	X	X	X	X	X	X	X	X	BN373_48241	ERS227112_00391	ROD_38621	X	X	X	X	X	X	X	X	X	X
mcbA	colanic acid mucoidy stimulation protein	X	X	X	X	X	X	X	X	X	2.50255970281972	1.8413420513613	2.31757641881483	4.5	X	X	X	X	X	X	X	X	X	EC958_0919	NCTC13441_03188	BW25113_0806	b0806
	FAD binding protein	1.90701095255742	1.55095242442649	2.37245098780549	X	X	X	X	X	X	X	X	X	X	BN373_22431	ERS227112_05005	ROD_13981	X	X	X	X	X	X	X	X	X	X
essD	DLP12 prophage; putative phage lysis protein	X	X	X	X	X	X	X	X	X	2.40771509762711	2.3877904294623	4.19249366405797	4.5	X	X	X	X	X	X	X	X	X	EC958_4958	NCTC13441_01819	BW25113_0554	b0554
essQ	Qin prophage; putative S lysis protein	X	X	X	X	X	X	X	X	X	2.87601298583057	2.49206693480078	3.08358092366858	4.5	X	X	X	X	X	X	X	X	X	EC958_4919	NCTC13441_02550	BW25113_1556	b1556
rpfG	putative metal-dependent phosphohydrolase	2.10054158446738	2.25513499446632	2.93133665760339	X	X	X	X	X	X	X	X	X	X	BN373_17871	ERS227112_03632	ROD_35151	X	X	X	X	X	X	X	X	X	X
	putative polygalacturonase (pseudogene)	X	X	2.02139230648346	X	X	X	X	X	X	X	X	X	X	X	X	ROD_22471	X	X	X	X	X	X	X	X	X	X
ygdR_4	putative lipoprotein	1.74086650274717	1.82760698747979	X	2.4162682645614	1.36029392289127	1.27508235661905	1.06657369908424	1.85954005282222	2.22630502206596	X	X	X	X	BN373_24831	ERS227112_04770	X	SL1344_1516	SL3261_1516	STMMW_15801	STM_MW15801	SEN1470	t1495	X	X	X	X
	conserved hypothetical protein	3.43985663362276	2.76112717131135	X	X	X	X	X	X	X	X	X	X	X	BN373_31961	ERS227112_05529	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.80384851898344	2.95271179923924	X	X	X	X	X	X	X	X	X	X	X	BN373_01321	ERS227112_01997	X	X	X	X	X	X	X	X	X	X	X
	Transposase	2.72796142150317	2.84218190180444	X	X	X	X	X	X	X	X	X	X	X	BN373_13added	ERS227112_04114	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	3.45718910759188	2.97530115159284	X	X	X	X	X	X	X	X	X	X	X	BN373_23821	ERS227112_03001	X	X	X	X	X	X	X	X	X	X	X
hdeD	acid-resistance membrane protein	2.78717493696287	3.77298650193615	X	X	X	X	X	X	X	3.16046121385152	3.34948048483293	3.79270736254147	4.5	BN373_41361	ERS227112_01123	X	X	X	X	X	X	X	EC958_3914	NCTC13441_00181	BW25113_3511	b3511
fimY	fimbriae Y protein	X	X	X	2.78804712274376	2.67217700207379	2.81613172728616	3.81382489791841	3.13458158250492	3.56102328838474	X	X	X	X	X	X	X	SL1344_0543	SL3261_0543	STMMW_06181	STM_MW06181	SEN0531	t2313	X	X	X	X
mbtH	mbtH-like protein	2.36888923228317	1.95841212967312	X	2.72291950794476	2.38953926950979	2.18239037130921	2.7199244879123	1.85114370448688	1.2874648212937	1.91271847454007	2.21736794942349	1.9076397663927	4.5	BN373_11821	ERS227112_03042	X	SL1344_0575	SL3261_0575	STMMW_06521	STM_MW06521	SEN0556	t2281	EC958_0705	NCTC13441_03410	BW25113_4511	b4511
ycgZ	conserved hypothetical protein	2.1271622959095	2.66397082739209	1.61534191196988	X	X	X	X	X	X	2.40025952257258	2.54172194629618	2.36132502289258	4.5	BN373_13401	ERS227112_03217	ROD_15381	X	X	X	X	X	X	EC958_1399	NCTC13441_02715	BW25113_1164	b1164
pulC	pullulanase secretion envelope protein PulC	3.22974899903309	3.85787907150684	X	X	X	X	X	X	X	2.50744817064514	2.40816391195502	2.57528338999981	4.5	BN373_06511	ERS227112_02502	X	X	X	X	X	X	X	EC958_3354	NCTC13441_00742	BW25113_2970	b2970
	conserved hypothetical protein	4.03813160674207	3.94767532482251	3.71542996390834	X	X	X	X	X	X	X	X	X	X	BN373_27671	ERS227112_04491	ROD_13351	X	X	X	X	X	X	X	X	X	X
hifA	fimbrial protein	2.96791814124038	3.15761621125564	3.03839315403287	X	X	X	X	X	X	X	X	X	X	BN373_10551	ERS227112_02914	ROD_03671	X	X	X	X	X	X	X	X	X	X
	putative DNA helicase	X	X	2.76981161875237	X	X	X	X	X	X	X	X	X	X	X	X	ROD_50011	X	X	X	X	X	X	X	X	X	X
sciA	conserved hypothetical pathogenicity island protein	X	X	1.64266292186309	2.30630720024189	2.2416373155969	2.01090834378696	1.83053814548077	1.26196605809744	1.3701141865029	X	X	X	X	X	X	ROD_27841	SL1344_0260	SL3261_0260	STMMW_02641	STM_MW02641	SEN0267	t2599	X	X	X	X
rfaG	putative lipopolysaccharide core biosynthesis protein RfaG	-1.85164169524787	-1.89901153791058	2.29593628142063	2.30527994230469	2.80655713602688	2.5589585951738	2.48277689222115	2.68832725848074	3.05116822396086	2.57419348736517	2.47058152194055	3.51766574874572	4.5	BN373_46121	ERS227112_00608	ROD_41861	SL1344_3688	SL3261_3688	STMMW_37111	STM_MW37111	SEN3544	t3796	EC958_4038	NCTC13441_00053	BW25113_3631	b3631
ybjC	putative membrane protein	2.4852233331891	1.99576192924957	X	2.32790260947408	2.47327091423658	2.33327053885775	2.30779421818707	1.9377032618036	2.50459593420749	2.76058456871568	2.19518057985384	2.18718498533643	4.5	BN373_14961	ERS227112_03366	X	SL1344_0849	SL3261_0849	STMMW_09241	STM_MW09241	SEN0819	t2023	EC958_0962	NCTC13441_03144	BW25113_0850	b0850
glcD	FAD-binding protein	2.30910075627908	1.63949123772887	X	X	X	X	X	X	X	1.87897474416052	1.86727376967404	1.61451230136993	4.5	BN373_26311	ERS227112_04630	X	X	X	X	X	X	X	EC958_3365	NCTC13441_00732	BW25113_2979	b2979
stiH	putative fimbriae	X	X	1.96481798605777	2.74516287970563	2.88331175365141	2.7571453997024	2.89673720522913	2.41422113561218	3.70713558668683	X	X	X	X	X	X	ROD_35011	SL1344_0175	SL3261_0175	STMMW_01801	STM_MW01801	SEN0179	t3662	X	X	X	X
sgcQ	BtpA family protein	2.56904248086078	2.70611548270444	X	2.06690818952228	1.84684681210752	1.4212407571502	1.54965413580852	1.76649488394983	1.50711945732794	2.11136801742691	2.13676395038594	1.9090487416888	4.5	BN373_23031	ERS227112_04940	X	SL1344_1545	SL3261_1545	STMMW_16101	STM_MW16101	SEN1441	t1524	EC958_0027	NCTC13441_04098	BW25113_4303	b4303
ecnB	entericidin B	2.2618930737422	2.64843154200686	X	3.18682985129166	3.20256161236092	3.02473561784599	2.8560726257055	2.84341127951448	3.05706985725847	2.57960157967786	2.72546841879715	2.67658823054685	4.5	BN373_01601	ERS227112_02025	X	SL1344_4273	SL3261_4273	STMMW_42841	STM_MW42841	SEN4106	t4388	EC958_4638	NCTC13441_04306	BW25113_4411	b4411
lpfE	putative fimbrial subunit	X	X	3.28529412971792	X	X	X	X	X	X	X	X	X	X	X	X	ROD_18141	X	X	X	X	X	X	X	X	X	X
yodC	uncharacterized protein	X	X	2.50984483211931	2.35933984390662	2.11048904041032	1.74050341684022	1.69764554995522	2.04607658750662	2.34813766747048	2.5415855604036	1.91999296451469	1.60431937826688	4.5	X	X	ROD_20361	SL1344_1916	SL3261_1916	STMMW_19671	STM_MW19671	SEN1022	t0890	EC958_2222	NCTC13441_01867	BW25113_1957	b1957
	conserved hypothetical protein	2.63880232802555	2.09872720131401	2.15976578287777	X	X	X	X	X	X	X	X	X	X	BN373_13391	ERS227112_03216	ROD_15391	X	X	X	X	X	X	X	X	X	X
ulaB_2	ascorbate-specific PTS family enzyme IIB component	1.74768010256549	3.30800017363263	3.27729276960265	2.88976994773944	2.30052774840057	2.59877848978954	3.787665500569	3.31716206566751	3.814867728053	X	X	X	X	BN373_23221	ERS227112_04919	ROD_27041	SL1344_2312	SL3261_2312	STMMW_23651	STM_MW23651	SEN2325	t0521	X	X	X	X
papH	fimbrial protein	3.10545803205629	4.05564979875403	X	3.07187240834291	2.77462396984118	3.30497601469135	3.71575277294595	3.03175604799285	3.20667868844766	X	X	X	X	BN373_00801	ERS227112_01946	X	SL1344_4522	SL3261_4522	STMMW_45381	STM_MW45381	SEN4351	t4634	X	X	X	X
	phage-like lysozyme	X	X	X	3.08679400925564	2.89026059668217	2.81962875266855	3.2998086037365	2.93852568990299	3.20991368409929	X	X	X	X	X	X	X	SL1344_3570	SL3261_3570	STMMW_35941	STM_MW35941	SEN3428	t3912	X	X	X	X
	putative anti-adapter protein IraM	X	X	3.03845283168407	X	X	X	X	X	X	X	X	X	X	X	X	ROD_31672	X	X	X	X	X	X	X	X	X	X
	putative LuxR-family transcriptional regulator	1.92447822161129	4.06320740480114	3.36214892127909	X	X	X	X	X	X	X	X	X	X	BN373_21571	ERS227112_05083	ROD_18131	X	X	X	X	X	X	X	X	X	X
nreC	putative 2-component transcriptional regulator	1.40342653429895	3.61537983256109	X	X	X	X	X	X	X	X	X	X	X	BN373_21521	ERS227112_05088	X	X	X	X	X	X	X	X	X	X	X
	putative positive transcription regulator	3.09627451687178	3.74678803293519	X	X	X	X	X	X	X	X	X	X	X	BN373_31271	ERS227112_04057	X	X	X	X	X	X	X	X	X	X	X
	acetyltransferase, GNAT family	2.23557890619225	2.39562720394418	2.24787775010485	X	X	X	X	X	X	X	X	X	X	BN373_04261	ERS227112_02273	ROD_11961	X	X	X	X	X	X	X	X	X	X
yicS	putative periplasmic protein	X	X	X	1.7909877793476	1.88906141728324	1.63479930369616	2.08237112970634	1.05362898381404	1.14512144958242	3.10160555155009	3.27353601118338	3.26014113549044	4.5	X	X	X	SL1344_3739	SL3261_3739	STMMW_37631	STM_MW37631	SEN3596	t3744	EC958_4135	NCTC13441_04853	BW25113_4555	b4555
	conserved hypothetical protein	3.44919766263605	3.67003710069577	2.62790026810807	X	X	X	X	X	X	X	X	X	X	BN373_25941	ERS227112_04659	ROD_42351	X	X	X	X	X	X	X	X	X	X
mntS	conserved hypothetical protein	2.04751591344967	2.10327893154242	X	X	X	X	X	X	X	2.27621699372012	2.5405285032953	1.62354250218997	4.5	BN373_14091	ERS227112_03281	X	X	X	X	X	X	X	EC958_0929	NCTC13441_03178	BW25113_4705	b4705
crnA	creatininase	2.02697702562424	1.61327097390016	3.02833880351425	X	X	X	X	X	X	X	X	X	X	BN373_26271	ERS227112_04634	ROD_15291	X	X	X	X	X	X	X	X	X	X
hrsA	fructose-mannitol-specific PTS family enzyme IIA component	1.58585251296551	3.66346400289943	X	X	X	X	X	X	X	2.0681643086721	2.99102368618985	2.69771346611911	4.5	BN373_23191	ERS227112_04922	X	X	X	X	X	X	X	EC958_4069	NCTC13441_00022	BW25113_3900	b3900
ytcA	conserved hypothetical protein	1.65746063406283	1.51723809220101	X	X	X	X	X	X	X	2.4248213213747	2.61717104345833	2.13329910894957	4.5	BN373_39291	ERS227112_01367	X	X	X	X	X	X	X	EC958_4563	NCTC13441_04381	BW25113_4622	b4622
	putative urate catabolism protein	2.07685418547909	1.67254878630597	X	2.72889656476984	2.77496224346799	2.75776476552344	3.595441856782	3.00714336098424	3.30591372606272	X	X	X	X	BN373_23611	ERS227112_04873	X	SL1344_3106	SL3261_3106	STMMW_30921	STM_MW30921	SEN2975	t3053	X	X	X	X
ymdA	uncharacterized protein	X	X	2.52546804451283	2.16954271176176	2.40471957226893	2.51720080484777	2.53650012693428	2.56673241785694	3.03598258807192	3.27667680175382	3.34586444338641	3.53468288080547	4.5	X	X	ROD_11031	SL1344_1083	SL3261_1083	STMMW_11541	STM_MW11541	SEN1902	t1774	EC958_1236	NCTC13441_02867	BW25113_1044	b1044
pulH	pullulanase secretion protein PulH	2.0213720252605	2.04607652982576	2.45876993603177	X	X	X	X	X	X	2.96423022146023	3.18788339710356	2.67502318918614	4.5	BN373_06461	ERS227112_02497	ROD_44931	X	X	X	X	X	X	EC958_3722	NCTC13441_00366	BW25113_3329	b3329
glcG	conserved hypothetical protein	2.76883217985997	3.48032102942406	X	X	X	X	X	X	X	1.82551740431562	1.94577154257162	1.85924571402706	4.5	BN373_41431	ERS227112_01116	X	X	X	X	X	X	X	EC958_3362	NCTC13441_00735	BW25113_2977	b2977
ssnA	amidohydrolase family protein	2.39614945746762	1.50242247521058	1.99521356090955	X	X	X	X	X	X	2.35053504324214	2.07582937611167	2.131127562457	4.5	BN373_26201	ERS227112_04640	ROD_33951	X	X	X	X	X	X	EC958_3160	NCTC13441_00876	BW25113_2879	b2879
	Ccm domain protein	2.31738014405767	2.15282441833425	3.3728246991687	X	X	X	X	X	X	X	X	X	X	BN373_44431	ERS227112_00780	ROD_05631	X	X	X	X	X	X	X	X	X	X
sra	30S ribosomal protein, S22 family	-4.5	X	2.80168513967952	3.05554151764631	3.49709591328854	3.25985434997441	3.8211557090425	2.87875269391809	3.19927899092845	2.08617027230767	2.43344996141547	1.87630051888212	4.5	BN373_24271	X	ROD_15551	SL1344_1495	SL3261_1495	STMMW_15601	STM_MW15601	SEN1490	t1480	EC958_1747	NCTC13441_02349	BW25113_1480	b1480
yciX	uncharacterized protein	X	X	2.7444079030447	X	X	X	X	X	X	3.05092604342921	2.7745341639041	3.84832014590557	4.5	X	X	ROD_17261	X	X	X	X	X	X	EC958_1607	NCTC13441_02489	BW25113_4523	b4523
pmrD	signal transduction protein PmrD	2.37873762474692	3.0011384311366	X	2.47975425221333	2.72492962677413	2.42556621037889	2.64108932967376	1.76225428901906	2.23622732531992	2.2810982309153	2.65065928748375	1.51432738082157	4.5	BN373_30261	ERS227112_04168	X	SL1344_2273	SL3261_2273	STMMW_23281	STM_MW23281	SEN2286	t0559	EC958_2598	NCTC13441_01448	BW25113_2259	b2259
pulM	pullulanase secretion protein PulM	2.38364319672105	1.92611080830966	X	X	X	X	X	X	X	2.51041389098841	2.44121150489007	2.30217945754815	4.5	BN373_06411	ERS227112_02492	X	X	X	X	X	X	X	EC958_3344	NCTC13441_00752	BW25113_2968	b2968
	putative exported protein	X	X	3.01927284353896	X	X	X	X	X	X	X	X	X	X	X	X	ROD_41561	X	X	X	X	X	X	X	X	X	X
	putative transcriptional regulator	X	X	2.98427203660125	X	X	X	X	X	X	X	X	X	X	X	X	ROD_35181	X	X	X	X	X	X	X	X	X	X
higA_1	putative transcriptional regulator	X	0.26734313505062	3.09856256970872	X	X	X	X	X	X	X	X	X	X	X	ERS227112_00152	ROD_33711	X	X	X	X	X	X	X	X	X	X
rutB_1	isochorismatase family protein	1.96491367080525	2.13130443788003	3.43926929321183	X	X	X	X	X	X	X	X	X	X	BN373_08061	ERS227112_02668	ROD_16831	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.16488412323176	3.86657638355785	1.65528524564855	X	X	X	X	X	X	X	X	X	X	BN373_11301	ERS227112_02997	ROD_34361	X	X	X	X	X	X	X	X	X	X
	hypothetical prophage protein	X	X	2.42053001051298	X	X	X	X	X	X	X	X	X	X	X	X	ROD_36901	X	X	X	X	X	X	X	X	X	X
	putative multidrug efflux protein	X	X	X	2.23721062218304	2.0431760746924	1.87256890830146	2.26036445212144	2.17924501352035	2.39207511374371	X	X	X	X	X	X	X	SL1344_1474	SL3261_1474	STMMW_15441	STM_MW15441	SEN1507	t1464	X	X	X	X
	putative hydrolase C-terminus	X	X	X	2.72188591497513	2.89090993741057	2.58331853491525	3.00741001289832	2.69611418359537	2.8806330863071	X	X	X	X	X	X	X	SL1344_0638	SL3261_0638	STMMW_07151	STM_MW07151	SEN0619	t2217	X	X	X	X
	putative transmembrane transport protein	X	X	X	2.07288558507015	2.41645305840459	2.50782256534643	2.51035662160534	2.5131235287732	3.14060405250795	X	X	X	X	X	X	X	SL1344_2249	SL3261_2249	STMMW_23041	STM_MW23041	SEN2262	t0584	X	X	X	X
sspC	pathogenicity island 1 effector protein	X	X	X	2.85591979738689	2.59783277599644	2.68138566784886	3.32058082606314	3.04636373638263	3.24464131132155	X	X	X	X	X	X	X	SL1344_2863	SL3261_2863	STMMW_28461	STM_MW28461	SEN2725	t2786	X	X	X	X
hyaA2	uptake hydrogenase small subunit	X	X	X	2.02813619137795	2.24615729466494	2.03588758087829	1.96426715099701	1.81384772727989	2.07300214467521	X	X	X	X	X	X	X	SL1344_1468	SL3261_1468	STMMW_15381	STM_MW15381	SEN1513	t1458	X	X	X	X
ompF	outer membrane protein F precursor	X	X	X	1.89925193960682	2.28043004106478	1.72484389415933	1.58872861700688	1.7463111623898	1.77541878772356	X	X	X	X	X	X	X	SL1344_0936	SL3261_0936	STMMW_10101	STM_MW10101	SEN0903	t1935	X	X	X	X
	conserved hypothetical protein	X	X	X	2.94408289924499	2.96640909934956	3.12447788111457	3.74551640325714	3.02419828792661	3.49093135883735	X	X	X	X	X	X	X	SL1344_2327	SL3261_2327	STMMW_23801	STM_MW23801	SEN2340	t0506	X	X	X	X
	putative secreted hydrolase	X	X	X	2.60756684614272	2.60408271201202	2.41844116553368	3.22946342279247	2.78969041097205	2.89073104425733	X	X	X	X	X	X	X	SL1344_1469	SL3261_1469	STMMW_15391	STM_MW15391	SEN1512	t1459	X	X	X	X
hyaF2	hydrogenase-1 operon protein HyaF2	X	X	X	2.29391047187027	2.62696129416916	2.14367860542136	2.5097561948815	1.9691107774892	2.17715786797649	X	X	X	X	X	X	X	SL1344_1462	SL3261_1462	STMMW_15321	STM_MW15321	SEN1519	t1452	X	X	X	X
	hypothetical protein	X	X	X	2.01724388672129	2.10803434114588	1.80882839968182	1.84656513337522	1.7756336159927	1.86408546720929	X	X	X	X	X	X	X	SL1344_3767	SL3261_3767	STMMW_37901	STM_MW37901	SEN3616	t3718	X	X	X	X
	putative bacteriophage protein	X	X	X	1.42293427308612	1.83829787924261	2.76028152739542	3.49159824976219	2.51638481922616	3.14931419373964	X	X	X	X	X	X	X	SL1344_1177	SL3261_1177	STMMW_12491	STM_MW12491	SEN1810	t1106	X	X	X	X
	hypothetical protein	X	X	X	2.49399104053134	2.64231374315985	3.21453265250246	3.48422296442878	2.98506009122177	3.36394841892094	X	X	X	X	X	X	X	SL1344_1602	SL3261_1602	STMMW_16671	STM_MW16671	SEN1360A	t1576	X	X	X	X
sspH2	secreted effector protein	X	X	X	2.60206622370604	2.52907366784608	2.55714637630463	2.77745295398507	2.11764899278479	2.08059053716228	X	X	X	X	X	X	X	SL1344_2217	SL3261_2217	STMMW_22721	STM_MW22721	SEN2224	t0623	X	X	X	X
asrA	anaerobic sulfite reductase subunit A	X	X	X	2.43977795626712	2.34758067160478	2.08423226998973	3.00668561298437	2.65653913663342	2.80909803021871	X	X	X	X	X	X	X	SL1344_2510	SL3261_2510	STMMW_25651	STM_MW25651	SEN2528	t0308	X	X	X	X
	molybdopterin-containing oxidoreductase catalytic subunit	X	X	X	2.24933669045343	2.31014763797236	2.05033643013816	2.26658128722255	1.86632948050108	1.98399194920778	X	X	X	X	X	X	X	SL1344_0599	SL3261_0599	STMMW_06761	STM_MW06761	SEN0580	t2256	X	X	X	X
invE	cell invasion protein	X	X	X	3.17054208080805	2.52595417620347	2.79095827922638	3.73296578325984	3.13492792616084	3.34051040149695	X	X	X	X	X	X	X	SL1344_2876	SL3261_2876	STMMW_28591	STM_MW28591	SEN2738	t2799	X	X	X	X
