Gene	Product	EnClNCTC9394.II	KlPnEcl8.II	KlPnRH201207.II	CiRoICC168.II	SaTySL1344.II	SaTySL3261.II	SaTyD23580.II	SaTyA130.II	SaEnP125109.II	SaTyTy2.II	EsCoEC958.II	EsCoST131.II	EsCoBW25113.II	EsCoMG1655.II	EnClNCTC9394.locus.tag	KlPnEcl8.locus.tag	KlPnRH201207.locus.tag	CiRoICC168.locus.tag	SaTySL1344.locus.tag	SaTySL3261.locus.tag	SaTyD23580.locus.tag	SaTyA130.locus.tag	SaEnP125109.locus.tag	SaTyTy2.locus.tag	EsCoEC958.locus.tag	EsCoST131.locus.tag	EsCoBW25113.locus.tag	EsCoMG1655.locus.tag	ENC_no	BN373_no	ERS227112_no	ROD_no	SL1344_no	SL3261_no	STMMW_no	STM_no	SEN_no	t_no	EC958_no	NCTC13441_no	BW25113_no	b_no	ENC_in	BN373_in	ERS227112_in	ROD_in	SL1344_in	SL3261_in	STMMW_in	STM_in	SEN_no.1	t_in	EC958_in	NCTC13441_in	BW25113_in	b_in	path_id	path_name
rplB	ribosomal protein L2, bacterial/organellar	-2.21143390872066	-4.5	-4.5	-4.5	-2.30666471482869	-4.5	-4.5	-1.30794681719862	-1.48095392670202	-4.5	-4.5	-1.94209108968825	-1.44211766015599	-4.5	ENC_25310	BN373_43531	ERS227112_00870	ROD_45051	SL1344_3404	SL3261_3404	STMMW_34291	STM_MW34291	SEN3265	t4068	EC958_3710	NCTC13441_00378	BW25113_3317	b3317	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplW	Ribosomal protein L23	-1.21682491541259	-4.5	-4.5	-0.73044636201279	-4.5	-4.5	-1.20768378604233	-4.5	-1.58395673017478	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25320	BN373_43541	ERS227112_00869	ROD_45041	SL1344_3405	SL3261_3405	STMMW_34301	STM_MW34301	SEN3266	t4067	EC958_3711	NCTC13441_00377	BW25113_3318	b3318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplD	LSU ribosomal protein L4P	-4.5	-4.5	-4.5	-4.5	-1.31021477869899	-2.06372949044007	-0.800480587965363	-1.00466872225396	-0.328966149143398	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25330	BN373_43551	ERS227112_00868	ROD_45031	SL1344_3406	SL3261_3406	STMMW_34311	STM_MW34311	SEN3267	t4066	EC958_3712	NCTC13441_00376	BW25113_3319	b3319	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplC	LSU ribosomal protein L3P	-4.5	-0.449075194912239	-4.5	-4.5	-1.34970215402051	-2.10308005028427	-4.5	-1.04417168993577	0.325451786981989	-1.20860041385142	-2.03082966420094	-4.5	-4.5	-4.5	ENC_25340	BN373_43561	ERS227112_00867	ROD_45021	SL1344_3407	SL3261_3407	STMMW_34321	STM_MW34321	SEN3268	t4065	EC958_3713	NCTC13441_00375	BW25113_3320	b3320	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsJ	ribosomal protein S10, bacterial/organelle	-4.5	-4.5	-4.5	-4.5	-4.5	-1.4041646936165	-0.547189361925277	-4.5	-0.227724157609836	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_25350	BN373_43571	ERS227112_00866	ROD_45011	SL1344_3408	SL3261_3408	STMMW_34331	STM_MW34331	SEN3269	t4064	EC958_3714	NCTC13441_00374	BW25113_3321	b3321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsG	SSU ribosomal protein S7P	-4.5	-0.854743803153777	-4.5	-1.16878741947649	-4.5	-4.5	-4.5	-4.5	-0.924379110198618	-4.5	-1.75021340339382	-4.5	-4.5	-4.5	ENC_25400	BN373_43631	ERS227112_00860	ROD_44781	SL1344_3414	SL3261_3414	STMMW_34391	STM_MW34391	SEN3275	t4058	EC958_3737	NCTC13441_00354	BW25113_3341	b3341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsL	ribosomal protein S12, bacterial/organelle	-4.5	-4.5	-4.5	-0.94137772383343	-1.53334663244263	-4.5	-0.333399176096858	-4.5	-4.5	-4.5	-1.67117161784452	-4.5	-4.5	-4.5	ENC_25410	BN373_43641	ERS227112_00859	ROD_44771	SL1344_3415	SL3261_3415	STMMW_34401	STM_MW34401	SEN3276	t4057	EC958_3738	NCTC13441_00353	BW25113_3342	b3342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
trpS	tryptophanyl-tRNA synthetase	2.83344172258906	2.71866197742309	2.24885274681736	-0.826431080535173	2.42814005380073	2.48607086110644	2.38867952896693	2.32843292274223	2.5025795364718	2.78889048882197	-2.52826596223665	-4.5	-4.5	-4.5	ENC_25810	BN373_43921	ERS227112_00830	ROD_44391	SL1344_3448	SL3261_3448	STMMW_34711	STM_MW34711	SEN3307	t4024	EC958_3775	NCTC13441_00316	BW25113_3384	b3384	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
asd	aspartate semialdehyde dehydrogenase	-2.60062323590244	-1.06421642692394	-4.5	-2.02730896101045	-2.7761227571841	-2.80552798221823	-2.66507984837628	-4.5	-0.898035588305478	-4.5	-2.05914534669338	-4.5	-4.5	-4.5	ENC_26270	BN373_44371	ERS227112_00786	ROD_43921	SL1344_3506	SL3261_3506	STMMW_35281	STM_MW35281	SEN3363	t3981	EC958_3827	NCTC13441_00266	BW25113_3433	b3433	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
asd	aspartate semialdehyde dehydrogenase	-2.60062323590244	-1.06421642692394	-4.5	-2.02730896101045	-2.7761227571841	-2.80552798221823	-2.66507984837628	-4.5	-0.898035588305478	-4.5	-2.05914534669338	-4.5	-4.5	-4.5	ENC_26270	BN373_44371	ERS227112_00786	ROD_43921	SL1344_3506	SL3261_3506	STMMW_35281	STM_MW35281	SEN3363	t3981	EC958_3827	NCTC13441_00266	BW25113_3433	b3433	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00018	Threonine biosynthesis, aspartate => homoserine => threonine
asd	aspartate semialdehyde dehydrogenase	-2.60062323590244	-1.06421642692394	-4.5	-2.02730896101045	-2.7761227571841	-2.80552798221823	-2.66507984837628	-4.5	-0.898035588305478	-4.5	-2.05914534669338	-4.5	-4.5	-4.5	ENC_26270	BN373_44371	ERS227112_00786	ROD_43921	SL1344_3506	SL3261_3506	STMMW_35281	STM_MW35281	SEN3363	t3981	EC958_3827	NCTC13441_00266	BW25113_3433	b3433	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00017	Methionine biosynthesis, apartate => homoserine => methionine
ftsX	cell division protein FtsX	1.37725805149354	1.31181984237879	1.88971833250181	2.30685840411514	-0.80272861254502	-0.584449497063113	-1.25459991045364	-4.5	1.08936333443697	-0.708907412830125	2.3212008357573	2.14061995182972	2.43107779059659	-4.5	ENC_26540	BN373_44631	ERS227112_00757	ROD_43591	SL1344_3534	SL3261_3534	STMMW_35581	STM_MW35581	SEN3392	t3953	EC958_3856	NCTC13441_00238	BW25113_3462	b3462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00256	Cell division transport system
ftsE	cell division ATP-binding protein FtsE	1.33248718689661	1.36071785536658	1.92426536024178	2.24575842120169	-2.29343332846065	-2.32699541824386	-4.5	-4.5	1.37443067363792	-4.5	2.49532542188816	2.23426723909266	2.12703123329058	-4.5	ENC_26550	BN373_44641	ERS227112_00756	ROD_43581	SL1344_3535	SL3261_3535	STMMW_35591	STM_MW35591	SEN3393	t3952	EC958_3857	NCTC13441_00237	BW25113_3463	b3463	54	91	87	58	45	45	45	44	45	45	55	56	50	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00256	Cell division transport system
ftsY	signal recognition particle-docking protein FtsY	-4.5	-1.40744546442174	-4.5	-2.33406637138047	-1.13724226405034	-2.42391792756891	-1.36685561327842	-2.15366958547232	-0.474899246832221	-4.5	-4.5	-4.5	-0.874241739226052	-4.5	ENC_26560	BN373_44651	ERS227112_00755	ROD_43571	SL1344_3536	SL3261_3536	STMMW_35601	STM_MW35601	SEN3394	t3951	EC958_3858	NCTC13441_00236	BW25113_3464	b3464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00335	Sec (secretion) system
glyS	glycyl-tRNA synthetase beta chain	-2.25389566492994	-1.77074570358667	-4.5	-4.5	-2.6948533195539	-2.78649455896014	-1.9643564881484	-4.5	-1.56363845001763	-4.5	-2.06193758164632	-4.5	-4.5	-4.5	ENC_47290	BN373_45651	ERS227112_00657	ROD_42471	SL1344_3620	SL3261_3620	STMMW_36441	STM_MW36441	SEN3477	t3864	EC958_3964	NCTC13441_00125	BW25113_3559	b3559	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
glyQ	glycyl-tRNA synthetase alpha chain	-4.5	-1.64570229717241	-4.5	-1.25347598069771	-2.56919850892097	-4.5	-2.53291022622236	-1.09257104765234	-1.15128612919267	-1.01409879570596	-2.63112637444356	-4.5	-1.20904557763114	-4.5	ENC_47300	BN373_45661	ERS227112_00656	ROD_42461	SL1344_3621	SL3261_3621	STMMW_36451	STM_MW36451	SEN3478	t3863	EC958_3965	NCTC13441_00124	BW25113_3560	b3560	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
cysE	serine O-acetyltransferase	1.08370958357753	0.657388050159088	-4.5	1.3143465419695	-0.0609862356631975	1.2085738289631	0.694948833645199	-4.5	0.0564886806232999	1.36646114889765	-0.259906167017341	-0.0931270600394223	0.185945926662066	4.5	ENC_02250	BN373_45931	ERS227112_00627	ROD_42091	SL1344_3665	SL3261_3665	STMMW_36871	STM_MW36871	SEN3521	t3820	EC958_4015	NCTC13441_00076	BW25113_3607	b3607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00021	Cysteine biosynthesis, serine => cysteine
secB	protein translocase subunit secB	0.469797280191644	-4.5	0.341581946798736	-1.34474862225434	1.71341721982846	2.55256806522856	0.759623522316165	1.16600774175316	1.64043966910942	0.924769354036767	1.86650943829828	0.470112062276189	1.57610589536561	4.5	ENC_02270	BN373_45951	ERS227112_00625	ROD_42071	SL1344_3667	SL3261_3667	STMMW_36891	STM_MW36891	SEN3523	t3818	EC958_4017	NCTC13441_00074	BW25113_3609	b3609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00335	Sec (secretion) system
rfaD	ADP-L-glycero-D-manno-heptose-6-epimerase	0.513589408759225	-0.566310179698791	-2.41523628883355	0.212523834287075	1.19865042508666	0.368497289072759	1.16898853719494	-0.0319306892396096	1.29369359173491	-2.15876097479594	-0.749126480134238	0.557060394883232	1.91220558452477	4.5	ENC_02380	BN373_46041	ERS227112_00616	ROD_41981	SL1344_3676	SL3261_3676	STMMW_36991	STM_MW36991	SEN3532	t3809	EC958_4026	NCTC13441_00065	BW25113_3619	b3619	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00064	ADP-L-glycero-D-manno-heptose biosynthesis
waaA	3-deoxy-D-manno-octulosonic acid transferase	-4.5	-1.27950865728837	-1.61013792801385	-4.5	-2.84485614241416	-4.5	-4.5	-4.5	-3.20475227784559	-4.5	-3.01512507992942	-4.5	-2.1634744735439	-4.5	ENC_25added	BN373_46151	ERS227112_00605	ROD_41831	SL1344_3690	SL3261_3690	STMMW_37131	STM_MW37131	SEN3546	t3794	EC958_4041	NCTC13441_00050	BW25113_3633	b3633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
coaD	Phosphopantetheine adenylyltransferase	-4.5	-4.5	-4.5	-4.5	-4.5	-2.00234454350559	-4.5	-4.5	-2.27632621836778	-4.5	-1.34161166023545	-4.5	-4.5	-4.5	ENC_02530	BN373_46171	ERS227112_00603	ROD_41821	SL1344_3691	SL3261_3691	STMMW_37141	STM_MW37141	SEN3547	t3793	EC958_4042	NCTC13441_00049	BW25113_3634	b3634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00120	Coenzyme A biosynthesis, pantothenate => CoA
rpmG	LSU ribosomal protein L33P	1.45788614525464	1.99414492135651	-0.684902384713315	1.8500487494454	1.68968388986713	1.60528096567446	1.70489874611107	-4.5	0.84631844473054	2.19802630970833	1.30923643008224	1.37611233052124	1.81001870094973	4.5	ENC_02550	BN373_46191	ERS227112_00601	ROD_41791	SL1344_3693	SL3261_3693	STMMW_37161	STM_MW37161	SEN3549	t3791	EC958_4044	NCTC13441_00047	BW25113_3636	b3636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpmB	ribosomal protein L28	X	-0.294896165682961	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-1.57614854550494	-4.5	-4.5	-4.5	-4.5	-4.5	X	BN373_46201	ERS227112_00600	ROD_41781	SL1344_3694	SL3261_3694	STMMW_37171	STM_MW37171	SEN3550	t3790	EC958_4045	NCTC13441_00046	BW25113_3637	b3637	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
coaBC	Phosphopantothenate-cysteine ligase /Phosphopantothenoylcysteine decarboxylase	-1.32598107357558	-1.92596397806619	-4.5	-1.63182231167802	-4.5	-2.24480972530175	-1.74045106583564	-4.5	-2.51769624772856	-4.5	-1.92936997103121	-4.5	-4.5	-4.5	ENC_02580	BN373_46221	ERS227112_00598	ROD_41761	SL1344_3696	SL3261_3696	STMMW_37191	STM_MW37191	SEN3552	t3788	EC958_4047	NCTC13441_00044	BW25113_3639	b3639	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00120	Coenzyme A biosynthesis, pantothenate => CoA
dut	deoxyuridine 5'-triphosphate nucleotidohydrolase	-4.5	-4.5	-4.5	-4.5	-1.17531618019713	-4.5	-0.243992657267599	-4.5	-0.1446997781178	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_02590	BN373_46231	ERS227112_00597	ROD_41751	SL1344_3697	SL3261_3697	STMMW_37201	STM_MW37201	SEN3553	t3787	EC958_4048	NCTC13441_00043	BW25113_3640	b3640	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
gmk	guanylate kinase	-2.06344957912243	-1.25013368734136	-4.5	-4.5	-1.08162460797212	-4.5	-1.06698407370273	-4.5	-1.42979168643451	-1.04493767161296	-1.69543868828884	-4.5	-4.5	-4.5	ENC_02720	BN373_46381	ERS227112_00583	ROD_41681	SL1344_3706	SL3261_3706	STMMW_37291	STM_MW37291	SEN3562	t3778	EC958_4055	NCTC13441_00036	BW25113_3648	b3648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
dnaN	DNA polymerase III, beta subunit	-4.5	-4.5	-1.92690878297808	-1.57036524448874	-4.5	-4.5	-2.6959101473766	-1.13023691524842	-1.48670596041613	-4.5	-4.5	-2.47374286425502	-4.5	-4.5	ENC_03930	BN373_47481	ERS227112_00471	ROD_40261	SL1344_3804	SL3261_3804	STMMW_38221	STM_MW38221	SEN3654	t3682	EC958_4174	NCTC13441_04815	BW25113_3701	b3701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00260	DNA polymerase III complex, bacteria
rpmH	ribosomal protein L34	X	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.813537764327377	-4.5	-4.5	-4.5	-4.5	-4.5	X	BN373_47501	ERS227112_00468C	ROD_40243	SL1344_3806	SL3261_3806	STMMW_38241	STM_MW38241	SEN3656	t3680	EC958_4177	NCTC13441_04813	BW25113_3703	b3703	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
oxaA	protein translocase subunit yidC	-3.12760063016291	-4.5	-2.34521159936173	-1.05573142143091	-2.45152194743019	-3.10915033639765	-3.09832954271893	-4.5	-1.32636711227438	-4.5	-2.1959395361403	-4.5	-4.5	-4.5	ENC_03960	BN373_47531	ERS227112_00468	ROD_40241	SL1344_3809	SL3261_3809	STMMW_38271	STM_MW38271	SEN3659	t3678	EC958_4179	NCTC13441_04811	BW25113_3705	b3705	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00335	Sec (secretion) system
pstB	phosphate ABC transporter ATP-binding protein, PhoT family (TC 3.A.1.7.1)	2.21267418279668	2.29858830900549	-4.5	2.45480526666939	2.69635428080707	2.36723302729394	2.65114971289022	2.44899548299292	2.50432048641734	1.90748243814767	0.925933023926534	0.630810534459657	2.06189994499071	4.5	ENC_04060	BN373_47661	ERS227112_00453	ROD_40161	SL1344_3821	SL3261_3821	STMMW_38391	STM_MW38391	SEN3668	t3669	EC958_4198	NCTC13441_04792	BW25113_3725	b3725	54	91	87	58	45	45	45	44	45	45	55	56	50	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00222	Phosphate transport system
pstC	phosphate ABC transporter membrane protein 1, PhoT family (TC 3.A.1.7.1)	1.78690212063807	2.26985738447215	-0.848588105419936	2.12085449310408	2.74311645062431	2.17768946925589	2.63204932837114	2.57182730545737	2.29874184138765	1.42585775011712	1.55165263790988	1.00954442926688	2.01691179243435	4.5	ENC_04080	BN373_47681	ERS227112_00451	ROD_40141	SL1344_3823	SL3261_3823	STMMW_38411	STM_MW38411	SEN3670	t3667	EC958_4200	NCTC13441_04790	BW25113_3727	b3727	2	4	4	6	1	1	1	2	1	1	6	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00222	Phosphate transport system
pstS	phosphate ABC transporter substrate-binding protein, PhoT family (TC 3.A.1.7.1)	2.07836603393103	2.18693617637185	-0.0914103147913512	2.38603089711501	2.68998282837069	2.50027197211398	2.67470062911367	2.48827642251748	2.32692544054471	1.89070482839687	1.53581656126033	1.64186897988231	1.97697860844026	4.5	ENC_04090	BN373_47691	ERS227112_00450	ROD_40131	SL1344_3824	SL3261_3824	STMMW_38421	STM_MW38421	SEN3671	t3666	EC958_4201	NCTC13441_04789	BW25113_3728	b3728	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00222	Phosphate transport system
glmU	UDP-N-acetylglucosamine pyrophosphorylase /glucosamine-1-phosphate N-acetyltransferase	-4.5	-4.5	-4.5	-1.38671590364051	-2.96094399264428	-4.5	-2.23445656342996	-4.5	-1.76647611487153	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_04160	BN373_47711	ERS227112_00448	ROD_40101	SL1344_3829	SL3261_3829	STMMW_38471	STM_MW38471	SEN3676	t3657	EC958_4203	NCTC13441_04787	BW25113_3730	b3730	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00362	Nucleotide sugar biosynthesis, prokaryotes
rfbB	dTDP-glucose 4,6-dehydratase	-0.567526289980898	2.47234829773289	2.35828676677867	2.21396815821661	2.52046431492587	2.48796757636735	2.39552047496304	2.23044156166672	2.21212172137167	2.04773555244774	2.48703572971301	2.47062347833482	2.40968219097705	4.5	ENC_503added	BN373_49161	ERS227112_01758	ROD_39591	SL1344_3881	SL3261_3881	STMMW_38971	STM_MW38971	SEN3727	t3375	EC958_4250	NCTC13441_04735	BW25113_3788	b3788	2	2	2	2	2	2	2	2	3	4	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00793	dTDP-L-rhamnose biosynthesis
rfbA	Glucose-1-phosphate thymidylyltransferase	-1.74405054010577	2.44803878048647	2.62563239985577	2.39431468619474	X	X	X	X	X	2.13951835948386	2.48906544190987	2.25818247092445	2.2242657843876	4.5	ENC_41270	BN373_49171	ERS227112_01759	ROD_39581	X	X	X	X	X	t3374	EC958_4251	NCTC13441_04734	BW25113_3789	b3789	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	1	1	0	0	0	0	0	1	1	1	1	1	md:eco_M00793	dTDP-L-rhamnose biosynthesis
hemD	uroporphyrinogen-III synthase	X	-1.4362897372123	-4.5	-1.16367675101839	-1.65565607999606	-4.5	-2.33414525187227	-4.5	-0.894420342084785	-4.5	-4.5	-1.21158060206335	-4.5	-4.5	X	BN373_49281	ERS227112_01775	ROD_39471	SL1344_3892	SL3261_3892	STMMW_39081	STM_MW39081	SEN3738	t3360	EC958_4265	NCTC13441_04716	BW25113_3804	b3804	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00121	Heme biosynthesis, glutamate => protoheme/siroheme
hemC	hydroxymethylbilane synthase	-4.5	-4.5	-4.5	-4.5	-2.6059878814477	-4.5	-1.20505602085463	-4.5	-1.55791449351483	-4.5	-2.74268391625828	-4.5	-4.5	-4.5	ENC_02030	BN373_49291	ERS227112_01776	ROD_39461	SL1344_3893	SL3261_3893	STMMW_39091	STM_MW39091	SEN3739	t3359	EC958_4266	NCTC13441_04715	BW25113_3805	b3805	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00121	Heme biosynthesis, glutamate => protoheme/siroheme
dapF	diaminopimelate epimerase	1.35104888133386	1.58818027392805	2.60888413904204	-0.862793236267248	-1.0756946321022	0.551934254885435	-2.44740983404047	0.101524930343534	-0.503564496782529	-4.5	1.6285710932619	-4.5	-1.77548085827889	4.5	ENC_01980	BN373_49331	ERS227112_01780	ROD_39421	SL1344_3901	SL3261_3901	STMMW_39181	STM_MW39181	SEN3744	t3350	EC958_4271	NCTC13441_04710	BW25113_3809	b3809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
ubiE	ubiquinone/menaquinone biosynthesis methyltransferases	-1.43463439985632	-0.755837021300377	-4.5	-0.0691261911069436	-0.988070252492857	-1.76927843915499	-0.566549921624128	-1.61125631822796	-0.660010759352267	-4.5	0	0.064874636301463	-0.0976178376849986	4.5	ENC_01780	BN373_49541	ERS227112_01801	ROD_39211	SL1344_3924	SL3261_3924	STMMW_39411	STM_MW39411	SEN3765	t3327	EC958_4315	NCTC13441_04666	BW25113_3833	b3833	4	4	4	5	4	4	4	4	4	6	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00116	Menaquinone biosynthesis, chorismate => menaquinone
ubiE	ubiquinone/menaquinone biosynthesis methyltransferases	-1.43463439985632	-0.755837021300377	-4.5	-0.0691261911069436	-0.988070252492857	-1.76927843915499	-0.566549921624128	-1.61125631822796	-0.660010759352267	-4.5	0	0.064874636301463	-0.0976178376849986	4.5	ENC_01780	BN373_49541	ERS227112_01801	ROD_39211	SL1344_3924	SL3261_3924	STMMW_39411	STM_MW39411	SEN3765	t3327	EC958_4315	NCTC13441_04666	BW25113_3833	b3833	4	4	4	5	4	4	4	4	4	6	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
ubiD	3-octaprenyl-4hydroxybenzoate decarboxylase	-2.11022698121053	-0.505361670546826	-2.3195288804852	-0.45734806656932	-0.648058883018815	-0.651244785211369	-0.726622213533393	-0.674518063175704	-0.642373910410204	-4.5	-0.965811766618168	-0.947986363756013	-4.5	-4.5	ENC_01700	BN373_49621	ERS227112_01809	ROD_39131	SL1344_3932	SL3261_3932	STMMW_39491	STM_MW39491	SEN3773	t3319	EC958_4323	NCTC13441_04658	BW25113_3843	b3843	3	3	3	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
hemG	Protoporphyrinogen IX dehydrogenase [menaquinone]	-0.503350114732375	-4.5	-1.31120124884721	-1.52389094501358	-1.35698168523576	-1.45057577047671	-0.645593586984681	-1.28927424518386	-0.633430163908815	-4.5	-2.15182348359147	-4.5	-0.694635869579388	-4.5	ENC_586added	BN373_49691	ERS227112_01816	ROD_39051	SL1344_3940	SL3261_3940	STMMW_39571	STM_MW39571	SEN3781	t3311	EC958_4330	NCTC13441_04651	BW25113_3850	b3850	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00121	Heme biosynthesis, glutamate => protoheme/siroheme
rpmE	LSU ribosomal protein L31P	2.51602340256713	0.914949761671153	0.70633906402819	2.03646573738459	2.04502204734953	2.05547349268575	2.62589474980959	1.79235753537495	1.87812231857253	1.50537169121164	1.03454461903174	1.68243085960756	-4.5	4.5	ENC_00990	BN373_48641	ERS227112_00351	ROD_38101	SL1344_4045	SL3261_4045	STMMW_40611	STM_MW40611	SEN3886	t3522	EC958_4421	NCTC13441_04564	BW25113_3936	b3936	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
