Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
aspA	aspartate ammonia-lyase	2.5492390283497	2.58081393386826	2.70274668084709	2.19910252102901	2.35872836789796	2.43003016164724	2.27932086249635	2.0747150624143	2.145432647082	2.13482402748145	2.22395769362955	1.81450852003903	2.39692776114955	4.5	ENC_42360	BN373_01401	ERS227112_02005	ROD_32021	SL1344_4263	SL3261_4263	STMMW_42751	STM_MW42751	SEN4096	t4377	EC958_4628	NCTC13441_04316	BW25113_4139	b4139
cueO	cell division protein SufI	2.76776611965327	2.31577250896312	2.34010388281061	2.15827956252063	3.09605753490232	2.77165908894787	2.82045652314728	2.55507626320442	2.26061467579212	1.69882825907444	2.26238934356337	2.19843120047014	2.02524882584897	4.5	ENC_46390	BN373_06211	ERS227112_02472	ROD_01341	SL1344_0169	SL3261_0169	STMMW_01741	STM_MW01741	SEN0173	t0173	EC958_0265	NCTC13441_03858	BW25113_0123	b0123
cycA	Gamma-aminobutyrate permease and related permeases	2.79238720662455	2.714909794308	2.81418967482534	2.4608259725423	2.44458671535064	2.4760939023492	2.36094690746524	2.21086688942043	2.11477196355679	1.72128104600838	2.3111870103138	1.83185670411624	2.30350754989419	4.5	ENC_43080	BN373_02111	ERS227112_02078	ROD_32621	SL1344_4331	SL3261_4331	STMMW_43421	STM_MW43421	SEN4164	t4449	EC958_4703	NCTC13441_04237	BW25113_4208	b4208
sufI	cell division protein SufI	2.56706716827714	2.26200092668778	2.1939391642914	2.24210906154731	2.23818539325072	2.13712343924732	1.6003077987842	1.7222220018498	1.54087941428049	1.38455565128437	2.06664041103731	2.10401022891895	2.37090880397001	4.5	ENC_32520	BN373_40871	ERS227112_01173	ROD_35631	SL1344_3146	SL3261_3146	STMMW_31321	STM_MW31321	SEN3015	t3093	EC958_3415	NCTC13441_00684	BW25113_3017	b3017
nuoN	NADH dehydrogenase subunit N	2.45334470703143	2.49053264159917	1.98749821779951	2.24916769811544	1.77437551186826	1.78479968496939	1.70534538673893	1.45872011738739	1.23530666927401	1.20008395408209	1.3810095337642	0.955200692242168	2.023293391189	4.5	ENC_39350	BN373_32771	ERS227112_03912	ROD_26781	SL1344_2285	SL3261_2285	STMMW_23391	STM_MW23391	SEN2298	t0548	EC958_2611	NCTC13441_01435	BW25113_2276	b2276
tldD	microcin-processing peptidase 2. Unknown type peptidase. MEROPS family U62	2.93677854570104	2.65423982583391	2.32292528921791	2.17087778704748	2.6729283376951	2.72520396111146	2.51749128443594	2.37835189197628	2.13892287376573	2.11881176577841	2.5369185100834	2.14038820901095	2.28950655174557	4.5	ENC_34890	BN373_42941	ERS227112_00953	ROD_45711	SL1344_3340	SL3261_3340	STMMW_33661	STM_MW33661	SEN3201	t3283	EC958_3636	NCTC13441_00455	BW25113_3244	b3244
nuoF	NADH dehydrogenase subunit F	2.18254374243874	2.57159694220421	1.99592544843333	1.82106825817881	2.01833276437729	1.98529829011969	1.85104665498027	1.32513986845308	1.03519302470211	0.900866705002483	1.57416700859654	1.03694333290012	2.08019535471097	4.5	ENC_39270	BN373_32851	ERS227112_03904	ROD_26861	SL1344_2293	SL3261_2293	STMMW_23461	STM_MW23461	SEN2306	t0540	EC958_2619	NCTC13441_01427	BW25113_2284	b2284
hldE	D-alpha,beta-D-heptose 7-phosphate 1-kinase /D-beta-D-heptose 1-phosphate adenylyltransferase	0.414571297273986	-4.5	-4.5	0.202963429389269	1.22895834955432	1.28218677951999	1.33211181857147	-0.100406793184627	0.859470547770398	-4.5	-2.30601002186602	-0.290183689008764	1.661108186274	4.5	ENC_32900	BN373_41091	ERS227112_01150	ROD_35951	SL1344_3173	SL3261_3173	STMMW_31611	STM_MW31611	SEN3042	t3120	EC958_3456	NCTC13441_00640	BW25113_3052	b3052
galP	MFS transporter, sugar porter (SP) family	2.68452840621225	2.25605946612645	2.33742705597439	2.04207726800572	2.30639496382234	2.32999224002633	2.31319824966101	2.02968475218458	1.73956485742699	1.8761654477539	2.43535870515249	2.44823027924641	2.59682822725392	4.5	ENC_31930	BN373_40291	ERS227112_01287	ROD_50461	SL1344_3066	SL3261_3066	STMMW_30521	STM_MW30521	SEN2934	t3003	EC958_3229	NCTC13441_00808	BW25113_2943	b2943
yhbU_2	Collagenase and related proteases	2.59246955484165	2.06846456828917	1.92535232327073	2.45917302167569	1.89119187637189	2.03117081332676	1.87544656979723	1.69543656714962	1.77280275574039	2.18851766125408	1.81812347416187	1.99175487747848	2.03133594423656	4.5	ENC_40850	BN373_31351	ERS227112_04049	ROD_22131	SL1344_2112	SL3261_2112	STMMW_21671	STM_MW21671	SEN2131	t0720	EC958_2420	NCTC13441_01629	BW25113_2081	b2081
lon_2	Predicted ATP-dependent protease	2.15914866288066	2.50404329167524	2.37584026370961	2.14584583611512	2.11561802243454	2.03709282346324	1.8921051308128	1.55443692647536	1.79508039203208	1.46276818218618	1.90679958393809	1.71358214144385	2.03871231766034	4.5	ENC_16740	BN373_15961	ERS227112_03468	ROD_10161	SL1344_1008	SL3261_1008	STMMW_10811	STM_MW10811	SEN0933	t1852	EC958_1159	NCTC13441_02941	BW25113_0955	b0955
araE	MFS transporter, sugar porter (SP) family	2.43730659025099	2.41401448073984	2.47805802895605	1.98167032168852	2.16708232779906	2.35748513743798	2.14659938647482	2.35855911218747	2.12520026543426	2.20585503612563	2.5912212964854	2.39485707616211	2.54528683894723	4.5	ENC_30880	BN373_38951	ERS227112_01402	ROD_28901	SL1344_2994	SL3261_2994	STMMW_29781	STM_MW29781	SEN2859	t2926	EC958_3141	NCTC13441_00896	BW25113_2841	b2841
ntrC	Nitrogen assimilation regulatory protein	2.33862089196496	2.10112467662974	2.01860241446947	1.77641019850975	1.45502900558796	1.68282382431791	1.86634168494089	1.63381355265605	1.15215284231806	1.53674998926591	1.25149544106327	1.06859842145059	1.35194372578954	4.5	ENC_3added	BN373_48081	ERS227112_00407	ROD_38931	SL1344_3952	SL3261_3952	STMMW_39691	STM_MW39691	SEN3793	t3616	EC958_4346	NCTC13441_04630	BW25113_3868	b3868
cpxA	Signal transduction histidine kinase	2.92203659499915	2.47596964451103	2.24872767036733	2.40930161918875	2.50353073412427	2.57771061170237	2.42186037885099	2.15112798897318	1.93381361124737	2.02298451973052	2.52932399072607	2.50257342707762	2.39197559619392	4.5	ENC_00730	BN373_48521	ERS227112_00363	ROD_38391	SL1344_4007	SL3261_4007	STMMW_40231	STM_MW40231	SEN3848	t3561	EC958_4396	NCTC13441_04588	BW25113_3911	b3911
entE	2,3-dihydroxybenzoate-AMP ligase	1.93760411466054	2.53243142914569	2.12270778664882	2.18925943697242	2.5841672872018	2.26369694614749	2.03012778710554	1.65334944309261	1.66620793898306	1.5470833450494	2.44258537473347	2.13805973525843	1.72195682869166	4.5	ENC_21390	BN373_11901	ERS227112_03050	ROD_06031	SL1344_0584	SL3261_0584	STMMW_06611	STM_MW06611	SEN0565	t2272	EC958_0714	NCTC13441_03401	BW25113_0594	b0594
dacB	D-Ala-D-Ala peptidase C. Serine peptidase. MEROPS family S13	2.93743676456778	2.42423455068708	2.05666104492559	2.32025310054008	2.19376834196315	2.43122811879155	2.11539389659155	1.91593538054016	1.94121027866018	2.28919661921379	2.43513870768423	2.19691654739788	2.45898411476212	4.5	ENC_34170	BN373_42421	ERS227112_01006	ROD_46391	SL1344_3272	SL3261_3272	STMMW_32991	STM_MW32991	SEN3133	t3217	EC958_3582	NCTC13441_00510	BW25113_3182	b3182
dtpA	Dipeptide and tripeptide permease A	1.87719378425863	2.5677882061176	1.99524193071484	2.36166144749547	1.97892009491227	2.13542079399342	1.71381132348608	1.07708246876121	1.48426961847465	1.72747401351703	2.46193158931683	1.90380264512872	1.9579153200666	4.5	ENC_157added	BN373_25531	ERS227112_04702	ROD_14331	SL1344_1384	SL3261_1384	STMMW_14551	STM_MW14551	SEN1595	t1320	EC958_1857	NCTC13441_02247	BW25113_1634	b1634
proY	Proline-specific permease ProY	2.23851183364334	2.52851866181386	2.30538329913691	2.23793189850631	2.28503836981266	2.39679336412914	1.96453799302616	2.13653032287905	1.78269714057055	1.83079992743127	2.37913326699956	2.2211034658616	2.6284214324335	4.5	ENC_290added	BN373_08311	ERS227112_02693	ROD_04461	SL1344_0395	SL3261_0395	STMMW_04701	STM_MW04701	SEN0383	t2463	EC958_0540	NCTC13441_03577	BW25113_0402	b0402
radA	hypothetical protein	2.70737405034629	2.43718069414113	2.32611053731709	2.28132674408782	2.65398073416257	2.49219955603937	2.40981998412014	2.28195148713068	1.59454455376751	1.61228468592755	2.31136572284427	2.33622249279302	2.147701534954	4.5	ENC_552added	BN373_04691	ERS227112_02322	ROD_49121	SL1344_4506	SL3261_4506	STMMW_45221	STM_MW45221	SEN4335	t4618	EC958_0119	NCTC13441_04005	BW25113_4389	b4389
purB	Adenylosuccinate lyase	-0.399729505625201	0.673480341172974	-0.391425317564595	0.547392783106993	0.465511838627707	0.329738341687899	0.821875512034753	0.545898132332105	0.725649759614764	-0.678671577401166	-0.159285420216781	1.04663546660021	-4.5	-4.5	ENC_15040	BN373_17561	ERS227112_03609	ROD_12211	SL1344_1170	SL3261_1170	STMMW_12421	STM_MW12421	SEN1817	t1688	EC958_1328	NCTC13441_02781	BW25113_1131	b1131
dgt	deoxyguanosinetriphosphate triphosphohydrolase, putative	3.19785519460718	3.02989606338107	3.16673966264789	3.1477039518957	3.2906630912663	3.3012361486709	3.21736561523183	3.48990085079851	2.83795473723822	3.25540531222057	3.24791467673943	3.09710930533477	3.34556821155571	4.5	ENC_46820	BN373_06661	ERS227112_02516	ROD_01641	SL1344_0209	SL3261_0209	STMMW_02141	STM_MW02141	SEN0213	t0209	EC958_0308	NCTC13441_03816	BW25113_0160	b0160
dnaA	chromosomal replication initiator protein DnaA	-2.91238983047914	-4.5	-4.5	-1.81579556331993	-2.28938375924804	-4.5	-2.24304354044803	-4.5	-1.723841231325	-4.5	-3.13537502334936	-4.5	-2.05734422763232	-4.5	ENC_03940	BN373_47491	ERS227112_00470	ROD_40251	SL1344_3805	SL3261_3805	STMMW_38231	STM_MW38231	SEN3655	t3681	EC958_4175	NCTC13441_04814	BW25113_3702	b3702
uhpB	Signal transduction histidine kinase, glucose-6-phosphate specific	2.47728282448559	2.23407365711929	2.19362916265009	1.9221428072157	2.52307454700709	2.43143355409608	2.15059220543482	2.19712413760753	1.68836723197135	1.81327031315219	2.22394486938107	2.30244602460058	2.21938215728397	4.5	ENC_03580	BN373_47151	ERS227112_00506	ROD_40631	SL1344_3755	SL3261_3755	STMMW_37781	STM_MW37781	SEN3604	t3729	EC958_4144	NCTC13441_04844	BW25113_3668	b3668
pykF	pyruvate kinase	1.66416901094473	2.40705044336104	0.839418847361945	1.6203863864972	1.77111208004552	2.06114094624818	1.8474575667168	1.1993763008303	1.3532656618094	1.01196492046404	1.95677568289463	1.6360345653755	1.9077765590253	4.5	ENC_13620	BN373_27181	ERS227112_04544	ROD_13741	SL1344_1312	SL3261_1312	STMMW_13831	STM_MW13831	SEN1667	t1246	EC958_1896	NCTC13441_02205	BW25113_1676	b1676
aroP	Gamma-aminobutyrate permease and related permeases	2.92872283853876	2.63769123857004	2.40019102636349	2.55362484854023	2.44260773102243	2.80848521862692	2.27079786833868	2.13707471431482	2.01043684281876	1.79061264914656	2.23240002030257	2.29943248262928	2.86935033572807	4.5	ENC_46250	BN373_06061	ERS227112_02453	ROD_01181	SL1344_0150	SL3261_0150	STMMW_01561	STM_MW01561	SEN0154	t0156	EC958_0251	NCTC13441_03875	BW25113_0112	b0112
panF	sodium/pantothenate symporter	2.95880319156685	2.28069574971273	2.01254571935247	2.25624147907754	2.23202085040915	2.32556188297659	2.41007241133363	2.22123998778199	2.05849540728577	2.21440759964562	2.12014379577829	2.08328375416601	2.30825983467033	4.5	ENC_35070	BN373_43081	ERS227112_00939	ROD_45561	SL1344_3355	SL3261_3355	STMMW_33801	STM_MW33801	SEN3216	t3297	EC958_3659	NCTC13441_00435	BW25113_3258	b3258
trkA	K+ transport systems, NAD-binding component	3.20335243078918	2.91672493416202	2.41797100830727	2.32139154862827	2.38493999179861	1.932823697369	2.49579471901483	2.26821787971682	2.20748837775526	2.42315757356893	2.83145719677312	2.26248923881574	2.00912186773427	4.5	ENC_25040	BN373_43261	ERS227112_00896	ROD_45321	SL1344_3376	SL3261_3376	STMMW_34021	STM_MW34021	SEN3237	t4095	EC958_3683	NCTC13441_00406	BW25113_3290	b3290
yifK	Gamma-aminobutyrate permease and related permeases	2.68190988049187	2.40259612293053	3.17111988737017	2.14972037505782	2.04285920914539	2.28381399741196	2.19950132062015	1.91584838969304	1.93051836294349	1.8068424007659	2.29864185354246	2.07470182766802	2.11474514687035	4.5	ENC_02080	BN373_49241	ERS227112_01766	ROD_39511	SL1344_3889	SL3261_3889	STMMW_39051	STM_MW39051	SEN3735	t3367	EC958_4258	NCTC13441_04727	BW25113_3795	b3795
gudP_2	d-galactonate transporter	2.26505735955237	2.4687507780813	2.6786846923028	1.85123958721889	2.12653346521068	2.30940916195071	1.96806838149867	1.88385141790208	1.95144489281088	2.15421804495924	2.28728193538633	2.19685861382767	2.41386432384295	4.5	ENC_30320	BN373_37761	ERS227112_01528	ROD_30251	SL1344_2943	SL3261_2943	STMMW_29251	STM_MW29251	SEN2807	t2871	EC958_3056	NCTC13441_00987	BW25113_2789	b2789
rimO	Ribosomal protein S12 methylthiotransferase RimO	2.35694262878905	2.19213011742038	2.14618992936188	2.11399284240724	2.25168550619777	2.41999330588123	2.03446557481044	2.11960796534654	1.87558754934951	2.28978064138664	2.40567400304275	2.26692591292857	2.6107908138512	4.5	ENC_218added	BN373_14321	ERS227112_03304	ROD_08381	SL1344_0828	SL3261_0828	STMMW_09031	STM_MW09031	SEN0798	t2037	EC958_0947	NCTC13441_03160	BW25113_0835	b0835
gudX	D-glucarate dehydratase	2.27518245572929	2.53136149429656	2.4070126669779	2.28305818302804	2.33002549019902	2.43675637614795	2.24188002276863	1.77099922869195	1.88811394872796	1.94232856692915	2.56942623201631	2.17201711181058	2.51490990045413	4.5	ENC_30310	BN373_37751	ERS227112_01529	ROD_30261	SL1344_2942	SL3261_2942	STMMW_29241	STM_MW29241	SEN2806	t2870	EC958_3055	NCTC13441_00988	BW25113_2788	b2788
sbcB	Exodeoxyribonuclease I subunit C	2.4671565668288	2.0837863780001	1.67390938361438	2.44689056899458	1.81402893761196	2.01845068249009	1.76585542106483	1.76436546934743	1.73165296985812	1.90738394122986	2.10337024580797	2.03301919935951	2.56580324510794	4.5	ENC_41550	BN373_30711	ERS227112_04115	ROD_21501	SL1344_2044	SL3261_2044	STMMW_20981	STM_MW20981	SEN2066	t0807	EC958_2353	NCTC13441_01703	BW25113_2011	b2011
argG	argininosuccinate synthase	2.99907021112297	2.33642185794224	2.09148776724344	1.93013920499943	2.42425634348971	2.63333513709747	2.36699631553491	2.01645268419363	2.30207905155309	2.17253238577206	2.3452852985602	2.10619868707427	1.87876688955035	4.5	ENC_34090	BN373_42311	ERS227112_01019	ROD_46601	SL1344_3262	SL3261_3262	STMMW_32891	STM_MW32891	SEN3124	t3208	EC958_3573	NCTC13441_00521	BW25113_3172	b3172
secY	protein translocase subunit secY/sec61 alpha	-2.68502228964178	-1.88804381563936	-2.55557564634013	-2.20923036694063	-2.78107976421113	-2.15011186440265	-0.593567775316216	-1.78231369689272	-1.4534033494401	-4.5	-2.77618149703812	-4.5	-4.5	-4.5	ENC_25140	BN373_43361	ERS227112_00887	ROD_45221	SL1344_3387	SL3261_3387	STMMW_34131	STM_MW34131	SEN3248	t4085	EC958_3693	NCTC13441_00395	BW25113_3300	b3300
ffh	signal recognition particle subunit FFH/SRP54 (srp54)	-4.5	-1.44583462984251	-4.5	-4.5	-2.50420303682536	-2.40002677638586	-2.32390873562405	-4.5	-1.28735806120171	-4.5	-4.5	-1.94134953780648	-4.5	-4.5	ENC_28090	BN373_35871	ERS227112_01710	ROD_25601	SL1344_2650	SL3261_2650	STMMW_26911	STM_MW26911	SEN2598	t2632	EC958_2912	NCTC13441_01131	BW25113_2610	b2610
rarA	Replication-associated recombination protein A	2.04478115049775	2.12971834857325	2.04567536741501	2.03096122820694	1.89104751088719	2.08880482786627	1.74419631306142	1.36109969179504	1.51821155605319	1.70215599082913	2.05214832754405	2.08654449780641	2.5554250340131	4.5	ENC_205added	BN373_15401	ERS227112_03411	ROD_09561	SL1344_0900	SL3261_0900	STMMW_09741	STM_MW09741	SEN0867	t1972	EC958_1004	NCTC13441_03101	BW25113_0892	b0892
pntB	NAD/NADP transhydrogenase beta subunit	1.56018112994532	2.36044443910976	2.12453153633516	2.09207338954615	1.93140105172691	2.17736078040954	1.39580609060059	1.00406224050279	1.18995669249675	1.50803907037183	2.13162443891982	2.11258838172887	1.76486131171502	4.5	ENC_12690	BN373_20831	ERS227112_05158	ROD_14631	SL1344_1410	SL3261_1410	STMMW_14801	STM_MW14801	SEN1569	t1400	EC958_1821	NCTC13441_02281	BW25113_1602	b1602
xylA_1	D-xylose isomerase	3.09368069478921	2.20185454433134	2.15486867368432	2.11556548880081	1.99459965342071	1.82654261867874	1.92240364800804	1.91729764619583	1.68819237543924	1.87957780305262	2.53804398815825	2.69095347433296	2.49817162581426	4.5	ENC_47340	BN373_45721	ERS227112_00650	ROD_42411	SL1344_3626	SL3261_3626	STMMW_36491	STM_MW36491	SEN3483	t3858	EC958_3971	NCTC13441_00118	BW25113_3565	b3565
asmA	Uncharacterized protein involved in outer membrane biogenesis	2.25026138587578	1.69077878684155	1.75460284371253	2.13398812466021	1.68031515936774	1.88252052942277	1.7310999753736	1.11626180163869	1.47976096066322	1.54252997551158	1.68608586814728	1.57058639754819	2.34449823870363	4.5	ENC_41030	BN373_31201	ERS227112_04065	ROD_22001	SL1344_2097	SL3261_2097	STMMW_21521	STM_MW21521	SEN2116	t0752	EC958_2404	NCTC13441_01647	BW25113_2064	b2064
yggG_2	Putative Zn-dependent protease, contains TPR repeats	2.33207918013596	2.43157353863174	2.03929443325253	2.41174349846792	1.92156534098783	2.25495669242646	2.01111745320974	1.92544336143799	1.72058773368621	1.58107173024678	2.51075236391107	2.55645098018238	1.72435608698627	4.5	ENC_37910	BN373_34751	ERS227112_03763	ROD_24351	SL1344_2457	SL3261_2457	STMMW_25111	STM_MW25111	SEN2475	t0363	EC958_2799	NCTC13441_01246	BW25113_2494	b2494
gor	NADPH-glutathione reductase	2.55389911032519	2.04987686371025	1.76935411532131	2.02985125714969	2.03234780561418	1.92144453722943	1.73389720820347	1.50099407693331	1.59630294269553	1.53849888554382	2.23889536107609	1.774751053926	0.686565821131098	4.5	ENC_27080	BN373_45021	ERS227112_00718	ROD_42991	SL1344_3562	SL3261_3562	STMMW_35861	STM_MW35861	SEN3420	t3918	EC958_3896	NCTC13441_00198	BW25113_3500	b3500
sdaB	L-serine ammonia-lyase	2.24104161603575	2.165681371576	2.4640491394212	2.2911573145712	2.36261719953535	2.37923072170749	2.02273262473393	1.95430096845232	1.88617696850804	1.95208462362068	2.08863171520176	2.18566109771122	2.65347382871262	4.5	ENC_30420	BN373_37851	ERS227112_01519	ROD_28371	SL1344_2951	SL3261_2951	STMMW_29341	STM_MW29341	SEN2815	t2879	EC958_3067	NCTC13441_00978	BW25113_2797	b2797
plaP	Amino acid transporters	2.61808684474992	2.33495397100307	1.92104833039924	2.34146239704386	2.02575029934664	2.10733623882131	1.83416837414446	1.66720531456171	1.65479207104665	1.91188995778034	1.75953477313828	1.78160392048042	1.87143954459694	4.5	ENC_41540	BN373_30741	ERS227112_04110	ROD_21541	SL1344_2045	SL3261_2045	STMMW_20991	STM_MW20991	SEN2067	t0806	EC958_2355	NCTC13441_01700	BW25113_2014	b2014
hemN	coproporphyrinogen III oxidase, anaerobic	2.80403753153514	2.58544721643487	2.26788356440712	2.38612410455716	2.1673831519979	2.28072586341774	2.15873598309613	2.37220344717766	1.97273789425538	2.34175957472121	2.40842412681444	2.4204347391472	2.25208741171834	4.5	ENC_00190	BN373_48071	ERS227112_00408	ROD_38941	SL1344_3951	SL3261_3951	STMMW_39681	STM_MW39681	SEN3792	t3617	EC958_4345	NCTC13441_04632	BW25113_3867	b3867
gudD	D-glucarate dehydratase	2.37449622476427	2.67383066452251	2.45724825068263	1.94335282061532	2.25258941415768	2.23449662127476	1.99695525765641	1.73747623257917	1.90501125187959	1.59706512111248	2.05787366073138	1.85256893435741	2.2061934526522	4.5	ENC_30300	BN373_37741	ERS227112_01530	ROD_30271	SL1344_2941	SL3261_2941	STMMW_29231	STM_MW29231	SEN2805	t2869	EC958_3054	NCTC13441_00989	BW25113_2787	b2787
ygdH	Predicted Rossmann fold nucleotide-binding protein	2.33067926187949	2.32175965800195	2.20333302910957	2.03115885265034	2.28001778216367	2.43809033888466	1.96024568300092	1.90407225922504	1.85021879319203	1.9284983014212	2.26773222575078	1.905238944536	2.70280528201136	4.5	ENC_30400	BN373_37831	ERS227112_01521	ROD_28351	SL1344_2949	SL3261_2949	STMMW_29321	STM_MW29321	SEN2813	t2877	EC958_3064	NCTC13441_00980	BW25113_2795	b2795
nhaB	Na(+)/H(+) antiporter NhaB	1.61610344303263	2.17269840209585	1.72609429912372	2.04114916552261	2.12946595014491	2.10796534315784	2.27098204519909	2.1235415087593	1.73856270481301	1.53003015622811	2.19347748689168	1.73009541718479	2.44878111050683	4.5	ENC_59added	BN373_28951	ERS227112_04354	ROD_18321	SL1344_1734	SL3261_1734	STMMW_17981	STM_MW17981	SEN1231	t1071	EC958_1425	NCTC13441_02693	BW25113_1186	b1186
trmE	tRNA modification GTPase trmE	2.34808724974163	2.15032635180596	1.97152627155193	1.7696588090802	1.71593806511952	1.97176287209575	1.733221500034	1.39414615314249	1.72199286902942	1.13964836390448	1.72200623986223	1.66145255513403	2.12915290130551	4.5	ENC_03970	BN373_47541	ERS227112_00467	ROD_40231	SL1344_3810	SL3261_3810	STMMW_38281	STM_MW38281	SEN3660	t3677	EC958_4180	NCTC13441_04810	BW25113_3706	b3706
pmbA	microcin-processing peptidase 1. Unknown type peptidase. MEROPS family U62	2.61350091782679	2.3705752664176	2.51983267692892	2.21865504243104	2.2881316125502	2.27633034526273	2.20062563865292	1.93527493769322	1.73984846616027	1.57429897897771	2.16392195769941	2.10347337631853	2.42638033752854	4.5	ENC_43430	BN373_02421	ERS227112_02107	ROD_32961	SL1344_4368	SL3261_4368	STMMW_43801	STM_MW43801	SEN4187	t4472	EC958_4728	NCTC13441_04212	BW25113_4235	b4235
sgrR_2	ABC-type uncharacterized transport system, periplasmic component	2.42873647642065	2.44988000799085	2.60044854453313	2.42979072962	2.77815907288416	2.5583652088416	2.56373946836831	2.78242598805397	2.21893394002852	1.96436250455808	2.53689571050761	2.4608984108233	2.55441019487858	4.5	ENC_22990	BN373_08961	ERS227112_02759	ROD_05001	SL1344_0450	SL3261_0450	STMMW_05271	STM_MW05271	SEN0438	t2404	EC958_0584	NCTC13441_03533	BW25113_0445	b0445
