Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag	ENC_no	BN373_no	ERS227112_no	ROD_no	SL1344_no	SL3261_no	STMMW_no	STM_no	SEN_no	t_no	EC958_no	NCTC13441_no	BW25113_no	b_no	ENC_in	BN373_in	ERS227112_in	ROD_in	SL1344_in	SL3261_in	STMMW_in	STM_in	SEN_no	t_in	EC958_in	NCTC13441_in	BW25113_in	b_in
ftsE	cell division ATP-binding protein FtsE	1.33248718689661	1.36071785536658	1.92426536024178	2.24575842120169	-2.29343332846065	-2.32699541824386	-4.5	-4.5	1.37443067363792	-4.5	2.49532542188816	2.23426723909266	2.12703123329058	-4.5	ENC_26550	BN373_44641	ERS227112_00756	ROD_43581	SL1344_3535	SL3261_3535	STMMW_35591	STM_MW35591	SEN3393	t3952	EC958_3857	NCTC13441_00237	BW25113_3463	b3463	54	91	87	58	45	45	45	44	45	45	55	56	50	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1
folE	GTP cyclohydrolase I	-4.5	-4.5	-1.33731658723353	-4.5	-4.5	-4.5	-4.5	-4.5	-0.599778059755438	-4.5	-4.5	-1.14080549856375	-0.728496138895107	4.5	ENC_40160	BN373_31931	ERS227112_03989	ROD_22811	SL1344_2170	SL3261_2170	STMMW_22251	STM_MW22251	SEN2186	t0662	EC958_2490	NCTC13441_01556	BW25113_2153	b2153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hemK	[protein release factor]-glutamine N5-methyltransferase	1.22982376516049	2.03231681237551	1.58238619630469	2.13266994779911	1.7438022818523	2.09946255438161	1.95239951925075	1.74023260984135	1.29345372040125	0.648390527637155	1.4190907241021	1.03144956350845	-4.5	-4.5	ENC_07620	BN373_28271	ERS227112_04435	ROD_18011	SL1344_1703	SL3261_1703	STMMW_17671	STM_MW17671	SEN1264	t1101	EC958_1480	NCTC13441_02630	BW25113_1212	b1212	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	-4.5	-4.5	-4.5	-4.5	-1.98647883724243	-4.5	-0.691679751622467	-4.5	-1.17545165092606	-4.5	2.11534541950057	1.49839894330646	-4.5	-4.5	ENC_30020	BN373_37531	ERS227112_01551	ROD_30621	SL1344_2909	SL3261_2909	STMMW_28931	STM_MW28931	SEN2769	t2831	EC958_3018	NCTC13441_01026	BW25113_2747	b2747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cmk	cytidylate kinase	0.575703606410422	-4.5	0.812750802310096	0.108037375287758	1.03897838191921	X	1.40622183896862	0.551054144107071	1.13332015834809	0.593645113171772	1.15927354760351	0.187045070148811	0.528066670604949	4.5	ENC_17730	BN373_15531	ERS227112_03425	ROD_09781	SL1344_0917	X	STMMW_09911	STM_MW09911	SEN0884	t1954	EC958_1120	NCTC13441_02979	BW25113_0910	b0910	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
rpiA	ribose 5-phosphate isomerase	1.95180057842524	1.61653620002141	-1.50576295494562	1.4229880801475	-0.896319879571789	-1.27675504323632	0.868806535381557	-0.367749185887417	0.130210741143981	-1.80221733807786	0.497431109146058	1.97148978828791	1.32559999386667	4.5	ENC_31530	BN373_40131	ERS227112_01316	ROD_49161	SL1344_3039	SL3261_3039	STMMW_30231	STM_MW30231	SEN2906	t2981	EC958_3194	NCTC13441_00841	BW25113_2914	b2914	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rplC	LSU ribosomal protein L3P	-4.5	-0.449075194912239	-4.5	-4.5	-1.34970215402051	-2.10308005028427	-4.5	-1.04417168993577	0.325451786981989	-1.20860041385142	-2.03082966420094	-4.5	-4.5	-4.5	ENC_25340	BN373_43561	ERS227112_00867	ROD_45021	SL1344_3407	SL3261_3407	STMMW_34321	STM_MW34321	SEN3268	t4065	EC958_3713	NCTC13441_00375	BW25113_3320	b3320	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rrmJ	23S rRNA Um-2552 2'-O-methyltransferase	2.07878548216381	2.12224981774792	0.997835210030592	1.54100723194925	1.26314846549548	1.36912935746274	1.30720470794037	0.102627660211559	1.48928374359467	0.373866585517736	1.57895764816555	0.437704388660682	-0.135382965969048	4.5	ENC_34140	BN373_42391	ERS227112_01010	ROD_46421	SL1344_3269	SL3261_3269	STMMW_32961	STM_MW32961	SEN3130	t3214	EC958_3579	NCTC13441_00514	BW25113_3179	b3179	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
yhhQ	conserved hypothetical integral membrane protein	2.6340058943282	2.24783642248772	2.09235828253401	2.01913899128188	2.12045851933613	2.4369832347725	2.06406999834496	1.88795225932904	1.89352735584108	2.45856732678704	2.32171302129665	2.11150814903313	1.99640003373718	-4.5	ENC_26660	BN373_44721	ERS227112_00748	ROD_43461	SL1344_3544	SL3261_3544	STMMW_35681	STM_MW35681	SEN3402	t3943	EC958_3865	NCTC13441_00229	BW25113_3471	b3471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
clpP_1	ATP-dependent Clp protease proteolytic subunit precursor	2.00715812666562	2.57280463548664	1.90603842711699	2.09788960777333	0.855614126027725	0.644403894111964	-1.29550971786728	0.422178645027181	-0.51184784307648	1.46519838533273	2.18987034436853	2.0213945991792	2.78516566403765	4.5	ENC_283added	BN373_08881	ERS227112_02750	ROD_04921	SL1344_0442	SL3261_0442	STMMW_05191	STM_MW05191	SEN0430	t2412	EC958_0576	NCTC13441_03542	BW25113_0437	b0437	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hemD	uroporphyrinogen-III synthase	X	-1.4362897372123	-4.5	-1.16367675101839	-1.65565607999606	-4.5	-2.33414525187227	-4.5	-0.894420342084785	-4.5	-4.5	-1.21158060206335	-4.5	-4.5	X	BN373_49281	ERS227112_01775	ROD_39471	SL1344_3892	SL3261_3892	STMMW_39081	STM_MW39081	SEN3738	t3360	EC958_4265	NCTC13441_04716	BW25113_3804	b3804	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
ydfH	transcriptional regulator, GntR family	2.16387130806513	2.1250940099685	2.18660152545398	1.78579093087959	2.0722646741145	1.70671546498253	1.45843487974296	-0.0684763302650394	1.53971754232748	1.13434309050492	1.64272033953858	1.42734610110786	-0.460017899168627	4.5	ENC_11980	BN373_21461	ERS227112_05095	ROD_14871	SL1344_1440	SL3261_1440	STMMW_15101	STM_MW15101	SEN1541	t1431	EC958_1794	NCTC13441_02308	BW25113_1540	b1540	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rnt	RNAse T	1.46290960750345	2.24835028754836	1.27921337071481	1.87238698731827	1.93597312657177	1.74824942267068	1.75988006056235	1.07457485431397	1.34305295935686	1.15564831536846	1.86452966873799	1.3085036511657	-4.5	4.5	ENC_13260	BN373_25721	ERS227112_04683	ROD_14171	SL1344_1366	SL3261_1366	STMMW_14371	STM_MW14371	SEN1613	t1302	EC958_1875	NCTC13441_02229	BW25113_1652	b1652	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
efp	translation elongation factor P (EF-P)	0.814483021412031	1.80413083614871	0.417020461339971	1.94440733099819	1.86557096321936	0.637749890664968	1.49647706393998	1.05911906605049	1.72143018615148	1.97874238514454	0.932160860755307	-1.61572737893513	0.543083823880047	4.5	ENC_42460	BN373_01581	ERS227112_02023	ROD_32111	SL1344_4271	SL3261_4271	STMMW_42831	STM_MW42831	SEN4104	t4386	EC958_4636	NCTC13441_04308	BW25113_4147	b4147	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lexA	SOS-response transcriptional repressor, LexA	-2.07926328759829	-1.16394909148132	-4.5	-4.5	-4.5	-2.10361998949667	-1.95789206575868	-4.5	0.972773798967906	-0.58853878816594	-4.5	-1.76561726289402	-1.17595432565411	-4.5	ENC_04740	BN373_00381	ERS227112_01903	ROD_37031	SL1344_4174	SL3261_4174	STMMW_41871	STM_MW41871	SEN4006	t4143	EC958_4499	NCTC13441_04443	BW25113_4043	b4043	4	2	3	2	2	2	4	3	2	1	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lipB	lipoate-protein ligase B	1.03060292730844	0.877409690011279	-0.0241281450009809	2.96582307178652	0.791057294985882	0.138432111821354	0.943774859266795	-4.5	2.18072558483825	2.67186883172094	1.70676894713723	1.63234652492231	2.18560706953067	4.5	ENC_20790	BN373_12421	ERS227112_03104	ROD_06481	SL1344_0623	SL3261_0623	STMMW_07001	STM_MW07001	SEN0604	t2232	EC958_0748	NCTC13441_03365	BW25113_0630	b0630	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dcd	dCTP deaminase	2.05827236528272	1.64450569676385	1.62960616030136	2.0387582106656	1.23181945326907	1.97990220748112	-0.135167191432702	-4.5	1.33630886088401	1.58868818471619	1.05293800913581	0.0436991310002913	0.355928623740873	4.5	ENC_41020	BN373_31211	ERS227112_04064	ROD_22011	SL1344_2098	SL3261_2098	STMMW_21531	STM_MW21531	SEN2117	t0751	EC958_2405	NCTC13441_01646	BW25113_2065	b2065	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gmhA	phosphoheptose isomerase	0.391950269136167	-0.705340262748419	-4.5	0.176067755815255	1.40806147550286	1.39175517447646	1.4152544201269	0.243683989257319	1.6698945959426	-4.5	0.46827707042486	-1.41368835902674	1.84408455387041	4.5	ENC_24690	BN373_07201	ERS227112_02576	ROD_02231	SL1344_0306	SL3261_0306	STMMW_03211	STM_MW03211	SEN0293	t2540	EC958_0362	NCTC13441_03756	BW25113_0222	b0222	2	2	2	3	3	3	3	3	2	2	3	4	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
tonB	outer membrane transport energization protein TonB (TC 2.C.1.1.1)	0.78329754547077	1.79579562880285	-1.60213983802236	2.19994937448617	1.81852811353936	1.93570386274278	1.4424467727194	-4.5	0.625857776114741	1.08257587638176	1.25918899100441	-1.03242799062946	1.72818231251108	4.5	ENC_08110	BN373_27721	ERS227112_04486	ROD_17561	SL1344_1668	SL3261_1668	STMMW_17321	STM_MW17321	SEN1297	t1649	EC958_1527	NCTC13441_02582	BW25113_1252	b1252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rpoE	RNA polymerase, sigma-24 subunit, RpoE	0.677827212349576	0.534876072713129	-4.5	1.99563146533657	2.19129767561081	2.36885445523204	2.25786955430222	2.18198635083137	2.00906272808253	-1.16070557135837	0.678216768739275	0.553060738840443	-4.5	-4.5	ENC_36870	BN373_35561	ERS227112_00015	ROD_25201	SL1344_2604	SL3261_2604	STMMW_26601	STM_MW26601	SEN2567	t0270	EC958_2879	NCTC13441_01166	BW25113_2573	b2573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ramA_2	hydrolase, carbon-nitrogen family	X	2.38068769586901	2.13157585702094	2.45092434279106	2.07950595111902	2.19063097463749	1.52233187075074	2.01854426215705	1.86948085698762	X	2.22104098675026	1.8707021147506	-4.5	4.5	X	BN373_12381	ERS227112_03100	ROD_06401	SL1344_0619	SL3261_0619	STMMW_06961	STM_MW06961	SEN0600	X	EC958_0744	NCTC13441_03369	BW25113_4581	b4581	1	2	2	2	3	3	3	3	3	2	2	2	2	2	0	1	1	1	1	1	1	1	1	0	1	1	1	1
	is150 putative transposase	X	-4.5	3.18413785525123	X	X	X	X	X	X	X	1.93798171091038	2.63222508220307	X	X	X	BN373_31971	ERS227112_01985	X	X	X	X	X	X	X	EC958_4953	NCTC13441_01853	X	X	1	5	8	3	1	1	1	1	0	0	5	5	1	1	0	2	6	0	0	0	0	0	0	0	2	3	1	1
mltE	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	2.11180909479376	1.6656425505357	1.57336511332761	1.96884942190312	2.13289881361109	1.61509964389259	2.08931788350486	1.79163522702832	2.00135508297631	1.79546032646888	2.45024196075423	1.97289741254644	-0.329181511815285	4.5	ENC_07080	BN373_28881	ERS227112_04361	ROD_18251	SL1344_1727	SL3261_1727	STMMW_17911	STM_MW17911	SEN1238	t1078	EC958_1432	NCTC13441_02686	BW25113_1193	b1193	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lolB	outer membrane lipoprotein LolB	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.158775289139836	-4.5	-0.751119157237097	-1.62319114210578	0.127538096134671	-4.5	-4.5	-4.5	ENC_07580	BN373_28301	ERS227112_04432	ROD_18041	SL1344_1706	SL3261_1706	STMMW_17701	STM_MW17701	SEN1261	t1098	EC958_1477	NCTC13441_02633	BW25113_1209	b1209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
orn	Oligoribonuclease (3'->5' exoribonuclease)	-1.50018878627687	1.20853157176044	-4.5	-0.582542936470424	0.946292125675282	-0.779089670451664	1.46814607244211	0.250332264182062	0.248184617970502	-4.5	0.717568607528259	-1.5587343512111	-4.5	-4.5	ENC_42640	BN373_01721	ERS227112_02037	ROD_32241	SL1344_4287	SL3261_4287	STMMW_42981	STM_MW42981	SEN4120	t4402	EC958_4652	NCTC13441_04291	BW25113_4162	b4162	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
fabA	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA	X	-4.5	-4.5	-4.5	-4.5	-4.5	-1.16935225822166	-4.5	-1.8094516030176	-4.5	0.0364092767027171	-1.12602685470357	-4.5	-4.5	X	BN373_15951	ERS227112_03467	ROD_10151	SL1344_1007	SL3261_1007	STMMW_10801	STM_MW10801	SEN0932	t1853	EC958_1158	NCTC13441_02942	BW25113_0954	b0954	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
rimM	16S rRNA processing protein RimM	-1.62984478469184	-4.5	-4.5	-0.973349725190557	-1.59850211765393	-1.4937756006813	-0.723406393864339	-0.648967767463617	-0.195821132664633	-4.5	-4.5	-4.5	-4.5	4.5	ENC_28070	BN373_35851	ERS227112_01712	ROD_25581	SL1344_2648	SL3261_2648	STMMW_26891	STM_MW26891	SEN2596	t2630	EC958_2910	NCTC13441_01133	BW25113_2608	b2608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
yafL	Cell wall-associated hydrolases (invasion-associated proteins)	1.84345107050501	2.08450324693151	1.75978807081106	2.26898330765805	2.00102862118689	2.09103827190491	1.80948040896146	-4.5	1.49809415896929	1.67504259558976	2.20070379989924	0.946667986634584	-4.5	4.5	ENC_13280	BN373_25741	ERS227112_04681	ROD_14151	SL1344_1364	SL3261_1364	STMMW_14351	STM_MW14351	SEN1615	t1300	EC958_1877	NCTC13441_02227	BW25113_1655	b1655	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
grpE	Molecular chaperone GrpE (heat shock protein)	0.0347588545961989	-0.61345878357936	-4.5	-0.370579620977349	0.528390939413037	0.0427056594854062	-1.49511394586838	-0.735545833730958	0.5634481980066	-0.197127589156814	-0.308556912500325	0.490612547216969	0.809760586696707	-4.5	ENC_28120	BN373_35901	ERS227112_01707	ROD_25631	SL1344_2654	SL3261_2654	STMMW_26951	STM_MW26951	SEN2602	t2636	EC958_2915	NCTC13441_01128	BW25113_2614	b2614	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubiX	3-octaprenyl-4hydroxybenzoate decarboxylase	-0.336867683256599	1.87849012413994	-1.1750986406184	-4.5	1.31117522177207	1.16368493379683	1.81407504773699	0.844789806373901	1.08991623974156	0.916684522893781	0.502981726194805	-0.903594995134421	-4.5	4.5	ENC_38970	BN373_33111	ERS227112_03878	ROD_27191	SL1344_2325	SL3261_2325	STMMW_23781	STM_MW23781	SEN2338	t0508	EC958_2646	NCTC13441_01400	BW25113_2311	b2311	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ssb	single-strand binding protein	-4.5	-4.5	0.453739017327316	-4.5	-1.89342011355593	-4.5	-0.396446889327722	-0.0044851362699617	-1.44811934734843	-4.5	-4.5	-1.63585723855369	-4.5	-4.5	ENC_04900	BN373_00531	ERS227112_01918	ROD_36301	SL1344_4192	SL3261_4192	STMMW_42061	STM_MW42061	SEN4025	t4161	EC958_4529	NCTC13441_04413	BW25113_4059	b4059	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ycbK	Uncharacterized protein conserved in bacteria	2.35728724688239	2.96559319805321	2.81150518344153	1.92791542345508	2.28528750679175	2.10450768580129	1.77150836199626	-0.360906538028014	1.74130936414294	1.60831240180826	1.71030758483469	1.84423233662413	1.62622739946173	4.5	ENC_17560	BN373_15691	ERS227112_03442	ROD_09951	SL1344_0933	SL3261_0933	STMMW_10071	STM_MW10071	SEN0900	t1938	EC958_1137	NCTC13441_02963	BW25113_0926	b0926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ynjF	Phosphatidylglycerophosphate synthase	1.77520620950943	2.23393680065057	1.26641178362712	1.93425001630859	X	X	X	X	X	X	1.84037586829789	1.11960929364211	-0.313752433378694	4.5	ENC_14540	BN373_18351	ERS227112_05521	ROD_13011	X	X	X	X	X	X	EC958_1979	NCTC13441_02122	BW25113_1758	b1758	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1
	putative phage repressor protein CI	X	-4.5	-4.5	X	X	X	0.061624386431942	-0.37464844124407	X	X	-0.939934766416338	-4.5	X	X	X	BN373_09941	ERS227112_05429	X	X	X	STMMW_03541	STM_MW03541	X	X	EC958_1344	NCTC13441_02766	X	X	4	2	3	2	2	2	4	3	2	1	3	3	2	2	0	1	1	0	0	0	1	1	0	0	1	1	0	0
lptC	Uncharacterized protein conserved in bacteria	0.0336702272262769	-0.348262557340915	0.842305692243752	0.20950525937925	1.06961853229242	1.02125176425673	0.592581106316612	0.887804914737064	0.191420774831131	0.281251050182591	0.541295109414918	1.00138280851393	0.278187110804642	-4.5	ENC_34360	BN373_42591	ERS227112_00989	ROD_46211	SL1344_3289	SL3261_3289	STMMW_33161	STM_MW33161	SEN3150	t3234	EC958_3599	NCTC13441_00493	BW25113_3199	b3199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rnfG	electron transport complex, RnfABCDGE type, G subunit	1.02055382702692	2.28497272582938	1.47571732626536	2.09335024796048	1.87350264306067	1.63367317249504	1.71510522158472	1.8082238096997	1.48749583702117	1.89662953795188	2.06174022743198	1.6338648246289	-4.5	4.5	ENC_13010	BN373_25501	ERS227112_04706	ROD_14361	SL1344_1387	SL3261_1387	STMMW_14581	STM_MW14581	SEN1592	t1323	EC958_1853	NCTC13441_02250	BW25113_1631	b1631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ppiB	Peptidyl-prolyl cis-trans isomerase (rotamase)-cyclophilin family	0.348374041008784	0.64855814704616	0	0.91575453676558	1.47042859866702	1.01287796827153	0.52857144793068	0.544631151158856	0.845280722851681	0.729988180216195	0.0269150439595599	1.17612865236572	0.262326786780075	4.5	ENC_22240	BN373_09701	ERS227112_02832	ROD_05571	SL1344_0529	SL3261_0529	STMMW_06041	STM_MW06041	SEN0517	t2325	EC958_0664	NCTC13441_03450	BW25113_0525	b0525	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
crr	PTS system D-glucose-specific IIA component, Glc family (TC 4.A.1.1.1)	0.748710696563343	1.26648226916821	-1.18687389120672	1.50329961185135	0.757736483456833	0.376698569931074	0.470922689187124	-4.5	0.802680969154842	-0.456885672911405	1.24647480867626	-0.189274901282946	-0.187643624755484	4.5	ENC_38370	BN373_34231	ERS227112_03815	ROD_23761	SL1344_2396	SL3261_2396	STMMW_24521	STM_MW24521	SEN2414	t0424	EC958_2744	NCTC13441_01301	BW25113_2417	b2417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
smrA_2	Uncharacterized protein conserved in bacteria	2.42598636642601	2.63976184434602	1.7611845809964	2.27757602014638	2.61537165756094	2.66060390230135	2.73365755582781	2.05924313544033	2.74251502492272	2.83187057290688	2.10446792569103	2.0426842666117	-0.280214089091193	4.5	ENC_12600	BN373_20931	ERS227112_05147	ROD_16701	SL1344_1589	SL3261_1589	STMMW_16541	STM_MW16541	SEN1373	t1562	EC958_1671	NCTC13441_02425	BW25113_1340	b1340	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
tsaC_2	Threonylcarbamoyl-AMP synthase	-0.440872409082422	-1.04318971870855	-1.02698003128618	0.0180946456398173	-4.5	-1.29801675034488	-1.12077206245795	-4.5	-1.5263447713183	-4.5	-0.830432489627949	-4.5	-1.08602928371299	-4.5	ENC_302added	BN373_43191	ERS227112_00903	ROD_45391	SL1344_3369	SL3261_3369	STMMW_33951	STM_MW33951	SEN3230	t4102	EC958_3676	NCTC13441_00413	BW25113_3282	b3282	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
folA	Dihydrofolate reductase	-4.5	-4.5	2.31654651389057	-4.5	-4.5	-4.5	1.70310312030848	1.6733275326044	-1.94479798522365	1.31861722309922	1.91995703354482	2.01846177037992	-4.5	-4.5	ENC_559added	BN373_05321	ERS227112_02381	ROD_00551	SL1344_0088	SL3261_0088	STMMW_00921	STM_MW00921	SEN0089	t0090	EC958_0182	NCTC13441_03942	BW25113_0048	b0048	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nemR_2	Transcriptional regulator	1.61725206528774	2.25236922621263	1.56856352157368	2.07152042551824	2.51877347104454	2.23251151484202	1.91217113831383	1.4407014915898	1.42106109652895	2.0121115894971	2.10643401239048	1.89755070857052	-4.5	4.5	ENC_13230	BN373_25691	ERS227112_04686	ROD_14201	SL1344_1369	SL3261_1369	STMMW_14401	STM_MW14401	SEN1610	t1305	EC958_1872	NCTC13441_02232	BW25113_1649	b1649	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
def	peptide deformylase	-1.01992482507436	2.29313214274381	-4.5	-4.5	-1.81203237227799	-4.5	-1.00675007897587	-4.5	-0.492709596732419	-4.5	-1.11924117783824	-4.5	-4.5	-4.5	ENC_25010	BN373_43231	ERS227112_00899	ROD_45351	SL1344_3373	SL3261_3373	STMMW_33991	STM_MW33991	SEN3234	t4098	EC958_3680	NCTC13441_00409	BW25113_3287	b3287	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mreD	Rod shape-determining protein MreD	-0.513113925156558	-4.5	-1.63684950209159	0.173350397358723	-0.13973273307501	0.386197077939403	-0.234108739860066	-0.753418387387577	-0.263984636023929	-4.5	-1.75321725444145	-4.5	-4.5	-4.5	ENC_418added	BN373_42981	ERS227112_00949	ROD_45671	SL1344_3344	SL3261_3344	STMMW_33701	STM_MW33701	SEN3205	t3287	EC958_3640	NCTC13441_00451	BW25113_3249	b3249	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
secB	protein translocase subunit secB	0.469797280191644	-4.5	0.341581946798736	-1.34474862225434	1.71341721982846	2.55256806522856	0.759623522316165	1.16600774175316	1.64043966910942	0.924769354036767	1.86650943829828	0.470112062276189	1.57610589536561	4.5	ENC_02270	BN373_45951	ERS227112_00625	ROD_42071	SL1344_3667	SL3261_3667	STMMW_36891	STM_MW36891	SEN3523	t3818	EC958_4017	NCTC13441_00074	BW25113_3609	b3609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubiJ	conserved hypothetical protein	X	1.6634991501324	2.8776748786122	2.14554905886572	2.13783060761973	1.4726115093506	1.62470484311897	1.38291345379936	1.39380557338078	-0.651344847110679	2.13106151830377	1.83771159413492	1.69240717991919	4.5	X	BN373_49551	ERS227112_01802	ROD_39201	SL1344_3925	SL3261_3925	STMMW_39421	STM_MW39421	SEN3766	t3326	EC958_4316	NCTC13441_04665	BW25113_3834	b3834	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
hscB	Fe-S protein assembly co-chaperone HscB	2.1595483430681	2.47361429234389	-1.57365851614583	2.80849264840926	1.8729241494251	2.05941121994258	0	1.03168222373155	1.7421124644964	1.1324024408974	1.44182670869619	0.852541073766666	0.638438348257851	4.5	ENC_37270	BN373_35161	ERS227112_00057	ROD_24711	SL1344_2502	SL3261_2502	STMMW_25571	STM_MW25571	SEN2520	t0316	EC958_2837	NCTC13441_01209	BW25113_2527	b2527	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
fur	Fe2+/Zn2+ uptake regulation proteins	0.202931092934397	1.60235475847423	0.893523116307041	1.28485873993046	1.60799648684341	2.03857561151412	1.79037364294441	-4.5	1.37348453060145	1.09167446707601	-0.129022064188259	-0.749487115763676	0.872794466514998	4.5	ENC_20430	BN373_12771	ERS227112_03147	ROD_06911	SL1344_0675	SL3261_0675	STMMW_07511	STM_MW07511	SEN0657	t2182	EC958_0801	NCTC13441_03308	BW25113_0683	b0683	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
