CS17_00008	transaldolase B,Transaldolase,transaldolase B,Transaldolase,transaldolase,Transaldolase
CS17_04076	kinase that phosphorylates core heptose of lipopolysaccharide,Lipopolysaccharide core heptose(I) kinase rfaP,lipopolysaccharide core heptose(I) kinase RfaP,Lipopolysaccharide kinase (Kdo/WaaP) family
CS17_04077	UDP-glucose:(heptosyl) LPS alpha-1,3-glucosyltransferase,Lipopolysaccharide core biosynthesis protein rfaG,lipopolysaccharide 1,2-N-acetylglucosaminetransferase,Glycogen synthase,D-inositol-3-phosphate glycosyltransferase,Glycosyl transferases group 1
CS17_04080	3-deoxy-D-manno-octulosonic-acid transferase,3-deoxy-D-manno-octulosonic-acid transferase,3-deoxy-D-manno-octulosonic-acid transferase,Uncharacterized protein conserved in bacteria,3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)
CS17_04081	phosphopantetheine adenylyltransferase,Phosphopantetheine adenylyltransferase,phosphopantetheine adenylyltransferase,Predicted ATPase/kinase involved in NAD metabolism,pantetheine-phosphate adenylyltransferase,Cytidylyltransferase
CS17_04084	50S ribosomal protein L28,50S ribosomal protein L28,50S ribosomal protein L28,Ribosomal protein L28,ribosomal protein L28,Ribosomal L28 family
CS17_04086	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase,DNA/pantothenate metabolism flavoprotein,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase,Phosphopantothenoylcysteine synthetase/decarboxylase,phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase,DNA / pantothenate metabolism flavoprotein
CS17_04087	deoxyuridine 5'-triphosphate nucleotidohydrolase,Deoxyuridine 5'-triphosphate nucleotidohydrolase,deoxyuridine 5'-triphosphate nucleotidohydrolase,dUTP diphosphatase,dUTPase
CS17_04094	inner membrane protein,hypothetical protein,hypothetical protein,Predicted membrane protein,UPF0126 domain
CS17_04096	guanylate kinase,Guanylate kinase,guanylate kinase,Guanylate kinase,guanylate kinase,Guanylate kinase
CS17_04097	RNA polymerase omega subunit,DNA-directed RNA polymerase subunit omega,DNA-directed RNA polymerase subunit omega,DNA-directed RNA polymerase, omega subunit,RNA polymerase Rpb6
CS17_04150	DNA gyrase subunit B,DNA gyrase subunit B,DNA gyrase subunit B,Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit,DNA gyrase, B subunit,DNA gyrase B
CS17_04152	DNA polymerase III,DNA polymerase III subunit beta,DNA polymerase III subunit beta,DNA polymerase III, beta subunit,DNA polymerase III beta subunit, N-terminal domain
CS17_04153	chromosomal replication initiation protein,Chromosomal replication initiator protein DnaA,chromosomal replication initiation protein,DNA replication protein,chromosomal replication initiator protein DnaA,Bacterial dnaA  protein
CS17_04154	50S ribosomal protein L34,50S ribosomal protein L34,50S ribosomal protein L34,Ribosomal protein L34,ribosomal protein L34,Ribosomal protein L34
CS17_04155	ribonuclease P protein component,Ribonuclease P protein component,ribonuclease P,ribonuclease P protein component,Ribonuclease P
CS17_04156	inner membrane protein,Oxa1Ec,membrane protein insertase,membrane protein insertase, YidC/Oxa1 family, N-terminal domain,60Kd inner membrane protein
CS17_04173	transcriptional antiterminator BglG,Cryptic beta-glucoside bgl operon antiterminator,transcriptional antiterminator BglG,Transcriptional antiterminator,PRD domain
CS17_04182	fimbrial chaperone protein,Chaperone protein focC precursor,fimbrial chaperone protein,Gram-negative pili assembly chaperone, N-terminal domain
CS17_04184	glucosamine--fructose-6-phosphate aminotransferase,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing
CS17_04185	bifunctional protein GlmU [includes: UDP-N-acetylglucosamine pyrophosphorylase; glucosamine-1-phosphate N-acetyltransferase
CS17_04200	aspartate--ammonia ligase (asparagine synthetase A),Aspartate--ammonia ligase,asparagine synthetase AsnA,aspartate--ammonia ligase,Aspartate-ammonia ligase
CS17_04212	hypothetical protein
CS17_04231	putative ATP-dependent RNA helicase,ATP-dependent RNA helicase rhlB,ATP-dependent RNA helicase RhlB,Predicted transporter component,ATP-dependent DNA helicase RecQ,DEAD/DEAH box helicase
CS17_04233	transcription termination factor Rho,Transcription termination factor Rho,transcription termination factor Rho,transcription termination factor Rho,ATP synthase alpha/beta family, nucleotide-binding domain
CS17_04235	undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphatetransferase,Glycosyl transferase family 4
CS17_04236	enterobacterial common antigen (ECA) polysaccharide chain length modulation protein,Lipopolysaccharide biosynthesis protein wzzE,lipopolysaccharide biosynthesis protein WzzE,Chain length determinant protein
CS17_04258	uroporphyrinogen III synthase,uroporphyrinogen-III synthase,Uroporphyrinogen-III synthase,Uroporphyrinogen-III synthase HemD
CS17_04259	porphobilinogen deaminase,Porphobilinogen deaminase,porphobilinogen deaminase,Uroporphyrinogen-III synthase,porphobilinogen deaminase,Porphobilinogen deaminase, dipyromethane cofactor binding domain
CS17_04263	diaminopimelate epimerase,Diaminopimelate epimerase,diaminopimelate epimerase,Diaminopimelate epimerase,diaminopimelate epimerase,Diaminopimelate epimerase
CS17_04271	inner membrane protein,Inner membrane protein yigG,hypothetical protein
CS17_04278	lysophospholipase L2,lysophospholipase L2,Esterase/lipase,alpha/beta hydrolase fold
CS17_04284	uridine phosphorylase,Uridine phosphorylase,uridine phosphorylase,uridine phosphorylase,Phosphorylase superfamily
CS17_04286	ubiquinone/menaquinone biosynthesis methyltransferase,Ubiquinone/menaquinone biosynthesis methyltransferase ubiE,ubiquinone/menaquinone biosynthesis methyltransferase,Predicted methyltransferase,ubiquinone/menaquinone biosynthesis methyltransferase,ubiE/COQ5 methyltransferase family
CS17_04288	ubiquinone biosynthesis protein,Probable ubiquinone biosynthesis protein UbiB,putative ubiquinone biosynthesis protein UbiB,2-polyprenylphenol 6-hydroxylase,ABC1 family
CS17_04290	sec-independent translocase,Sec-independent protein translocase protein TatB,sec-independent translocase,twin arginine-targeting protein translocase TatB
CS17_04291	Sec-independent protein translocase protein,Sec-independent protein translocase protein TatC,twin-arginine protein translocation system subunit TatC,twin arginine-targeting protein translocase TatC,Sec-independent protein translocase protein (TatC)
CS17_04294	3-octaprenyl-4-hydroxybenzoate carboxy-lyase,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,3-octaprenyl-4-hydroxybenzoate decarboxylase,3-polyprenyl-4-hydroxybenzoate decarboxylase and related decarboxylases,UbiD family decarboxylase,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
CS17_04298	Xaa-Pro dipeptidase,Xaa-Pro dipeptidase,proline dipeptidase,Xaa-Pro aminopeptidase,Metallopeptidase family M24
CS17_04301	protoporphyrinogen oxidase,Protoporphyrinogen IX dehydrogenase [menaquinone
CS17_04302	hypothetical protein
CS17_04310	thiol:disulfide interchange protein,Thiol:disulfide interchange protein DsbA precursor,periplasmic protein disulfide isomerase I,Uncharacterized protein conserved in bacteria,DSBA-like thioredoxin domain
CS17_04313	DNA polymerase I,DNA polymerase I,DNA polymerase I,DNA polymerase I - 3'-5' exonuclease and polymerase domains,DNA polymerase I,DNA polymerase family A
CS17_04315	GTP-binding protein,Probable GTP-binding protein EngB,GTP-binding protein YsxC,Predicted GTPase,ribosome biogenesis GTP-binding protein YsxC,GTPase of unknown function
CS17_04329	outer membrane porin L,Porin ompL precursor,outer membrane porin L,Oligogalacturonate-specific porin protein (KdgM)
CS17_04343	hypothetical protein
CS17_04344	CopG-family DNA-binding protein,Ribbon-helix-helix protein, copG family
CS17_04346	IS621, transposase,Transposase IS116/IS110/IS902 family
CS17_04368	transcriptional regulatory protein CpxR,Transcriptional regulatory protein walR,DNA-binding transcriptional regulator CpxR,Response regulator of citrate/malate metabolism,phosphate regulon transcriptional regulatory protein PhoB,Response regulator receiver domain
CS17_04369	repressor CpxP,Periplasmic protein CpxP precursor,periplasmic repressor CpxP,P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein,LTXXQ motif
CS17_04378	conserved protein, UPF0381 family,hypothetical protein,hypothetical protein,conserved hypothetical protein,Protein of unknown function (DUF406)
CS17_04379	universal stress protein D,Universal stress protein A,universal stress protein UspD,Universal stress protein family
CS17_04384	cell division factor ZapB,Cell division protein ZapB,septal ring assembly protein ZapB,Uncharacterized protein conserved in bacteria,Protein of unknown function (DUF904)
CS17_04388	ATP-dependent hslVU protease peptidase subunit HslV,ATP-dependent protease subunit HslV,ATP-dependent protease subunit HslV,ATP-dependent protease HslVU (ClpYQ), peptidase subunit,ATP-dependent protease HslVU, peptidase subunit,Proteasome subunit
CS17_04391	primosome assembly protein PriA,Primosomal protein N',primosome assembly protein PriA,ATP-dependent protease HslVU (ClpYQ), peptidase subunit,primosomal protein N',DEAD/DEAH box helicase
CS17_04394	hypothetical protein
CS17_04426	inner membrane protein,Inner membrane protein yijD,hypothetical protein,Protein of unknown function (DUF1422)
CS17_04430	glutamate racemase,Glutamate racemase,glutamate racemase,Xanthosine triphosphate pyrophosphatase,glutamate racemase,Asp/Glu/Hydantoin racemase
CS17_04431	hypothetical protein
CS17_04434	UDP-N-acetylenolpyruvoylglucosamine reductase,UDP-N-acetylenolpyruvoylglucosamine reductase,UDP-N-acetylenolpyruvoylglucosamine reductase,UDP-N-acetylmuramate dehydrogenase,UDP-N-acetylenolpyruvoylglucosamine reductase,UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain
CS17_04435	bifunctional protein [includes: biotin operon repressor; biotin-[acetyl-CoA-carboxylase
CS17_04436	pantothenate kinase,Pantothenate kinase,pantothenate kinase,pantothenate kinase,Phosphoribulokinase / Uridine kinase family
CS17_04441	protein chain elongation factor EF-Tu,P-43,elongation factor Tu,GTPases - translation elongation factors,translation elongation factor Tu,Elongation factor Tu GTP binding domain
CS17_04442	preprotein translocase subunit SecE,Preprotein translocase subunit SecE,preprotein translocase subunit SecE,preprotein translocase, SecE subunit,SecE/Sec61-gamma subunits of protein translocation complex
CS17_04443	transcription antitermination protein NusG,Transcription antitermination protein nusG,transcription antitermination protein NusG,transcription termination/antitermination factor NusG,Transcription termination factor nusG
CS17_04444	50S ribosomal protein L11,50S ribosomal protein L11,50S ribosomal protein L11,ribosomal protein L11,Ribosomal protein L11, N-terminal domain
CS17_04446	50S ribosomal protein L10,50S ribosomal protein L8,50S ribosomal protein L10,Ribosomal protein L10,Ribosomal protein L10
CS17_04447	50S ribosomal protein L7/L12,L8,50S ribosomal protein L7/L12,ribosomal protein L7/L12,Ribosomal protein L7/L12 C-terminal domain
CS17_04449	DNA-directed RNA polymerase subunit beta,DNA-directed RNA polymerase subunit beta,DNA-directed RNA polymerase subunit beta,DNA-directed RNA polymerase, beta subunit,RNA polymerase Rpb2, domain 6
CS17_04450	DNA-directed RNA polymerase subunit beta,DNA-directed RNA polymerase subunit beta',DNA-directed RNA polymerase subunit beta',DNA-directed RNA polymerase, beta' subunit/160 kD subunit,DNA-directed RNA polymerase, beta' subunit,RNA polymerase Rpb1, domain 1
CS17_04462	uroporphyrinogen decarboxylase,Uroporphyrinogen decarboxylase,uroporphyrinogen decarboxylase,Uroporphyrinogen-III decarboxylase,uroporphyrinogen decarboxylase,Uroporphyrinogen decarboxylase (URO-D)
CS17_04465	DNA-binding protein HU-alpha,NS2,transcriptional regulator HU subunit alpha,integration host factor, beta subunit,Bacterial DNA-binding protein
CS17_04466	membrane protein,Protein of unknown function (DUF1481)
CS17_04473	hypothetical protein
CS17_04476	conserved stress-induced protein,hypothetical protein
CS17_04478	homoserine O-succinyltransferase,Homoserine O-succinyltransferase,homoserine O-succinyltransferase,homoserine O-succinyltransferase,Homoserine O-succinyltransferase
CS17_04482	T3SS effector-like protein EspL,ShET2 enterotoxin, N-terminal region
CS17_04491	sorbose-specific PTS system EIIA component,EIIAB-Man,PTS system mannose-specific transporter subunits IIAB,Transcriptional antiterminator,PTS system, mannose/fructose/sorbose family, IIA component,PTS system fructose IIA component
CS17_04498	zeta toxin; poison-antidote element,UDP-N-acetylglucosamine kinase,Uncharacterized protein conserved in bacteria,Zeta toxin
CS17_04517	putative type III effector protein,hypothetical protein
CS17_04518	putative type III effector protein,E3 ubiquitin-protein ligase SopA,hypothetical protein,Uncharacterized protein conserved in bacteria
CS17_04520	4-hydroxybenzoate octaprenyltransferase,4-hydroxybenzoate octaprenyltransferase,4-hydroxybenzoate octaprenyltransferase,Polyprenyltransferase (cytochrome oxidase assembly factor),4-hydroxybenzoate polyprenyl transferase,UbiA prenyltransferase family
CS17_04521	glycerol-3-phosphate acyltransferase,Glycerol-3-phosphate acyltransferase,glycerol-3-phosphate acyltransferase,Glycerol-3-phosphate O-acyltransferase,glycerol-3-phosphate O-acyltransferase,Acyltransferase
CS17_04523	LexA repressor,LexA repressor,LexA repressor,repressor LexA,LexA DNA binding domain
CS17_04527	yjbL
CS17_04528	Protein of unknown function (DUF2713)
CS17_04532	replicative DNA helicase,Replicative DNA helicase,replicative DNA helicase,Replicative DNA helicase,replicative DNA helicase,DnaB-like helicase C terminal domain
CS17_04535	hypothetical protein
CS17_04540	single-strand binding protein,Helix-destabilizing protein,single-stranded DNA-binding protein,single-stranded DNA-binding protein,Single-strand binding protein family
CS17_04541	inner membrane protein
CS17_04547	pentapeptide repeat-containing protein,secreted effector protein PipB2,Uncharacterized protein conserved in bacteria,Pentapeptide repeats (8 copies)
CS17_04548	pentapeptide repeat-containing protein
CS17_04566	formate dehydrogenase H
CS17_04588	proline/glycine betaine transporter,Proline porter II,proline/glycine betaine transporter,Arabinose efflux permease,MFS transporter, metabolite:H  symporter (MHS) family protein,Sugar (and other) transporter
CS17_04603	Uncharacterized conserved protein,Protein of unknown function (DUF1271)
