EMBL_ACC	LEN_(MB)	LEN_(BPs)	NUM_GENES	GC_CONTENT	NCBI_TAXONOMY	SPECIES_NAME	DESCRIPTION
AP012337.1	5.1MB	5144873	1507993	0.59	Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae;Caldilinea.	Caldilinea aerophila DSM 14535 = NBRC 104270	Caldilinea aerophila DSM 14535 = NBRC 104270 DNA, complete genome.
AP012338.1	3.8MB	3803225	1395901	0.73	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae;Phycisphaera.	Phycisphaera mikurensis NBRC 102666	Phycisphaera mikurensis NBRC 102666 DNA, complete genome.
AP012340.1	4.4MB	4392353	1436491	0.66	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium tuberculosis complex.	Mycobacterium tuberculosis str. Erdman = ATCC 35801	Mycobacterium tuberculosis str. Erdman = ATCC 35801 DNA, complete genome.
AP012342.1	2.6MB	2559538	637398	0.50	Bacteria; Nitrospirae; Nitrospirales; Nitrospiraceae; Leptospirillum.	Leptospirillum ferrooxidans C2-3	Leptospirillum ferrooxidans C2-3 DNA, complete genome.
AP012344.1	2.1MB	2078348	400463	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter cinaedi PAGU611	Helicobacter cinaedi PAGU611 DNA, complete genome.
AP012491.2	1.8MB	1831128	352868	0.39	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus pyogenes M1 476	Streptococcus pyogenes M1 476 DNA, complete genome.
AP012492.1	2.2MB	2240130	430092	0.38	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847	Helicobacter cinaedi ATCC BAA-847 DNA, complete genome.
AP012495.1	7.6MB	7585470	1736001	0.46	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;	Bacillus subtilis BEST7613	Bacillus subtilis BEST7613 DNA, complete genome.
AP012496.1	4.0MB	4043042	886898	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus subtilis BEST7003	Bacillus subtilis BEST7003 DNA, complete genome.
AP012541.1	3.0MB	2995875	696385	0.47	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus paracasei subsp. paracasei JCM 8130	Lactobacillus paracasei subsp. paracasei JCM 8130 DNA, complete genome.
AP012544.1	2.9MB	2924929	698415	0.48	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus casei subsp. casei ATCC 393	Lactobacillus casei subsp. casei ATCC 393 DNA, complete genome.
AP012547.1	3.8MB	3802648	1196510	0.63	Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales;Rhodocyclaceae; Sulfuritalea.	Sulfuritalea hydrogenivorans sk43H	Sulfuritalea hydrogenivorans sk43H DNA, complete genome.
AP012548.1	0.6MB	632490	81229	0.26	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Blattabacteriaceae; Blattabacterium.	Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA	Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA DNA,
AP012549.1	2.8MB	2794318	466632	0.33	Bacteria; Cyanobacteria.	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	Cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko
AP012551.1	4.0MB	4035456	1150927	0.57	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae.	Plautia stali symbiont	Plautia stali symbiont DNA, complete genome.
AP012554.1	1.2MB	1151074	177691	0.31	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Pantoea.	Candidatus Pantoea carbekii	Halyomorpha halys symbiont DNA, complete genome.
AP012555.1	5.0MB	4951217	1718144	0.69	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium avium complex (MAC).	Mycobacterium avium subsp. hominissuis TH135	Mycobacterium avium subsp. hominissuis TH135 chromosomal DNA, complete
AP012600.1	1.6MB	1616617	311702	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori OK113	Helicobacter pylori OK113 DNA, complete genome.
AP012601.1	1.6MB	1591278	307035	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori OK310	Helicobacter pylori OK310 DNA, complete genome.
AP012603.1	8.3MB	8264165	2693414	0.65	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Bradyrhizobiaceae; Bradyrhizobium.	Bradyrhizobium oligotrophicum S58	Bradyrhizobium oligotrophicum S58 DNA, complete genome.
AP012976.1	2.1MB	2076397	409910	0.40	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus dysgalactiae subsp. equisimilis 167	Streptococcus dysgalactiae subsp. equisimilis 167 DNA, complete genome.
AP012978.1	2.6MB	2597759	843217	0.65	Bacteria; Proteobacteria; Gammaproteobacteria.	endosymbiont of unidentified scaly snail isolate Monju	Endosymbiont of unidentified scaly snail isolate Monju DNA, complete
AP013028.1	1.3MB	1250060	230311	0.36	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Anaplasmataceae; Wolbachieae; Wolbachia.	Wolbachia endosymbiont of Cimex lectularius	Wolbachia endosymbiont of Cimex lectularius DNA, complete genome.
AP013044.1	3.4MB	3350939	788005	0.47	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae;Tannerella.	Tannerella forsythia 3313	Tannerella forsythia 3313 DNA, complete genome.
AP013045.1	3.4MB	3393002	811054	0.47	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae;Tannerella.	Tannerella forsythia KS16	Tannerella forsythia KS16 DNA, complete genome.
AP013058.1	3.0MB	3013410	956653	0.64	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia.	Burkholderia sp. RPE64	Burkholderia sp. RPE64 DNA, chromosome 1, complete genome.
AP013059.1	1.5MB	1465356	464077	0.63	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia.	Burkholderia sp. RPE64	Burkholderia sp. RPE64 DNA, chromosome 2, complete genome.
AP013060.1	0.9MB	900830	282530	0.63	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia.	Burkholderia sp. RPE64	Burkholderia sp. RPE64 DNA, chromosome 3, complete genome.
AP013063.1	5.2MB	5225577	1559636	0.60	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Serratia.	Serratia marcescens SM39	Serratia marcescens SM39 DNA, complete genome.
AP013066.1	3.1MB	3130594	872257	0.56	Bacteria; Proteobacteria; Betaproteobacteria; Sulfuricellales;Sulfuricellaceae; Sulfuricella.	Sulfuricella denitrificans skB26	Sulfuricella denitrificans skB26 DNA, complete genome.
AP013070.1	6.2MB	6156701	1917018	0.62	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas putida NBRC 14164	Pseudomonas putida NBRC 14164 DNA, complete genome.
AP013072.1	2.1MB	2122284	400392	0.38	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus; Streptococcus anginosus group.	Streptococcus anginosus subsp. whileyi MAS624	Streptococcus anginosus subsp. whileyi MAS624 DNA, complete genome.
AP013105.1	2.9MB	2862526	909705	0.63	Bacteria; Actinobacteria; Coriobacteriia; Eggerthellales; Eggerthellaceae;Adlercreutzia.	Adlercreutzia equolifaciens DSM 19450	Adlercreutzia equolifaciens DSM 19450 DNA, complete genome.
AP013293.1	0.3MB	285352	30813	0.21	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Candidatus Sulcia.	Candidatus Sulcia muelleri PSPU	Candidatus Sulcia muelleri PSPU DNA, complete genome.
AP013294.1	3.6MB	3594618	856810	0.48	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus sp. OxB-1	Bacillus sp. OxB-1 DNA, complete genome.
AP013353.1	0.8MB	799088	121525	0.31	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	Mycoplasma californicum HAZ160_1	Mycoplasma californicum HAZ160_1 DNA, complete genome.
AP013354.1	1.7MB	1667638	321244	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori 26695-1	Helicobacter pylori 26695-1 DNA, complete genome.
AP013355.1	1.7MB	1667302	321187	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori 26695-1CH	Helicobacter pylori 26695-1CH DNA, complete genome.
AP013356.1	1.7MB	1667239	321173	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori 26695-1CL	Helicobacter pylori 26695-1CL DNA, complete genome.
AP013357.1	4.0MB	4021920	786085	0.39	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Moraxellaceae; Acinetobacter;	Acinetobacter baumannii NCGM 237	Acinetobacter baumannii NCGM 237 DNA, complete genome.
AP014507.1	2.2MB	2169860	421010	0.39	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Pseudothermotoga.	Pseudothermotoga elfii DSM 9442 = NBRC 107921	Thermotoga elfii NBRC 107921 DNA, complete genome.
AP014508.1	2.2MB	2165165	539172	0.49	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Pseudothermotoga.	Pseudothermotoga hypogea DSM 11164 = NBRC 106472	Thermotoga hypogea NBRC 106472 DNA, complete genome.
AP014509.1	2.0MB	2014912	516231	0.51	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga.	Thermotoga caldifontis AZM44c09	Thermotoga caldifontis AZM44c09 DNA, complete genome.
AP014510.1	2.2MB	2187612	424781	0.39	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga.	Thermotoga profunda AZM34c06	Thermotoga profunda AZM34c06 DNA, complete genome.
AP014521.1	0.7MB	708439	89551	0.25	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Candidatus Tachikawaea.	Candidatus Tachikawaea gelatinosa	Symbiont bacterium UwTKB of Urostylis westwoodii DNA, complete genome.
AP014522.1	6.8MB	6827892	2155539	0.63	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas protegens Cab57	Pseudomonas protegens Cab57 DNA, complete genome.
AP014523.1	1.7MB	1696917	328380	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori NY40	Helicobacter pylori NY40 DNA, complete genome.
AP014524.1	2.9MB	2936971	700599	0.48	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae;Vibrio.	Vibrio cholerae MS6	Vibrio cholerae MS6 DNA, complete genome, chromosome 1.
AP014525.1	1.1MB	1093973	258713	0.47	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae;Vibrio.	Vibrio cholerae MS6	Vibrio cholerae MS6 DNA, complete genome, chromosome 2.
AP014547.1	5.0MB	4978382	1591954	0.64	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium abscessus.	Mycobacterium abscessus subsp. bolletii CCUG 48898 = JCM 15300	Mycobacterium abscessus subsp. bolletii CCUG 48898 = JCM 15300 DNA,
AP014565.1	5.1MB	5051841	1315398	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553	Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553 DNA,
AP014568.1	2.6MB	2574013	847867	0.66	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Comamonadaceae.	Comamonadaceae bacterium A1	Comamonadaceae bacterium A1 DNA, complete genome.
AP014569.1	2.6MB	2606868	863436	0.66	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Comamonadaceae.	Comamonadaceae bacterium B1	Comamonadaceae bacterium B1 DNA, complete genome.
AP014576.1	3.1MB	3090091	981268	0.64	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia.	Burkholderia sp. RPE67	Burkholderia sp. RPE67 DNA, complete genome, chromosome: 1.
AP014577.1	1.8MB	1787110	568319	0.64	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia.	Burkholderia sp. RPE67	Burkholderia sp. RPE67 DNA, complete genome, chromosome: 2.
AP014578.1	1.7MB	1680600	536900	0.64	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia.	Burkholderia sp. RPE67	Burkholderia sp. RPE67 DNA, complete genome, chromosome: 3.
AP014582.1	5.2MB	5191712	1776957	0.68	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Alcaligenaceae; Bordetella.	Bordetella bronchiseptica	Bordetella bronchiseptica DNA, complete genome, strain: S798.
AP014583.1	3.8MB	3811479	610912	0.32	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Winogradskyella.	Winogradskyella sp. PG-2	Winogradskyella sp. PG-2 DNA, complete genome.
AP014584.1	0.7MB	727289	91207	0.26	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Ureaplasma.	Ureaplasma parvum serovar 3	Ureaplasma parvum serovar 3 DNA, complete genome, strain: SV3F4.
AP014595.1	1.2MB	1190853	217623	0.36	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae;Candidatus Liberibacter.	Candidatus Liberibacter asiaticus str. Ishi-1	Candidatus Liberibacter asiaticus str. Ishi-1 DNA, complete genome.
AP014613.1	3.1MB	3095417	846982	0.55	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;Alcanivoracaceae; Alcanivorax.	Alcanivorax sp. NBRC 101098	Alcanivorax sp. NBRC 101098 DNA, complete genome.
AP014622.1	6.8MB	6814936	2246588	0.66	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas aeruginosa	Pseudomonas aeruginosa DNA, complete genome, strain: NCGM 1900.
AP014624.1	5.5MB	5503743	971603	0.36	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Chryseobacterium.	Chryseobacterium sp. StRB126	Chryseobacterium sp. StRB126 DNA, complete genome.
AP014627.1	6.9MB	6885464	2178154	0.63	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas sp. Os17	Pseudomonas sp. Os17 DNA, complete genome.
AP014628.1	6.8MB	6833117	2157958	0.63	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas sp. St29	Pseudomonas sp. St29 DNA, complete genome.
AP014633.1	4.8MB	4810005	990236	0.41	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Thiotrichaceae; Thioploca.	Thioploca ingrica	Thioploca ingrica DNA, complete genome.
AP014637.1	6.3MB	6332373	1925869	0.61	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas sp. StFLB209	Pseudomonas sp. StFLB209 DNA, complete genome.
AP014638.1	6.2MB	6176364	1447589	0.47	Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;Leptolyngbya.	Leptolyngbya boryana	Leptolyngbya boryana DNA, complete genome, strain: IAM M-101.
AP014642.1	6.2MB	6176365	1447591	0.47	Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;Leptolyngbya.	Leptolyngbya boryana	Leptolyngbya boryana DNA, complete genome, strain: dg5.
AP014646.1	6.9MB	6850954	2257002	0.66	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas aeruginosa	Pseudomonas aeruginosa DNA, complete genome, strain: NCGM 1984.
AP014648.1	3.4MB	3424964	1071497	0.63	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Methyloceanibacter.	Methyloceanibacter caenitepidi	Methyloceanibacter caenitepidi DNA, complete genome, strain: Gela4.
AP014649.1	4.0MB	4000970	782073	0.39	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Moraxellaceae; Acinetobacter;	Acinetobacter baumannii	Acinetobacter baumannii DNA, complete genome, strain: IOMTU 433.
AP014652.1	2.8MB	2770164	455743	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus DNA, complete genome, strain: TMUS2126.
AP014653.1	2.8MB	2770164	455743	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus DNA, complete genome, strain: TMUS2134.
AP014658.1	2.3MB	2290145	687668	0.60	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae;Bifidobacterium.	Bifidobacterium longum	Bifidobacterium longum DNA, complete genome, strain: 105-A.
AP014680.1	2.3MB	2277985	431103	0.38	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus hokkaidonensis	Lactobacillus hokkaidonensis DNA, complete genome.
AP014685.1	9.8MB	9780023	3119364	0.64	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Bradyrhizobiaceae; Bradyrhizobium.	Bradyrhizobium diazoefficiens	Bradyrhizobium diazoefficiens DNA, complete genome, strain: NK6.
AP014696.1	3.9MB	3901300	543625	0.28	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;Clostridium.	Clostridium botulinum	Clostridium botulinum DNA, complete genome, strain: 111.
AP014710.1	1.6MB	1629815	317328	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori	Helicobacter pylori DNA, complete genome, strain: ML1.
AP014711.1	1.6MB	1562125	305162	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori	Helicobacter pylori DNA, complete genome, strain: ML2.
AP014712.1	1.6MB	1629114	316132	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori	Helicobacter pylori DNA, complete genome, strain: ML3.
AP014722.1	1.5MB	1473548	345116	0.47	Bacteria; Chloroflexi; Dehalococcoidia; Dehalococcoidales;Dehalococcoidaceae; Dehalococcoides.	Dehalococcoides sp. UCH007	Dehalococcoides sp. UCH007 DNA, complete genome.
AP014723.1	2.6MB	2606563	490953	0.38	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Sulfurospirillum.	Sulfurospirillum sp. UCH001	Sulfurospirillum sp. UCH001 DNA, complete genome.
AP014724.1	2.7MB	2698323	590568	0.44	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Sulfurospirillum.	Sulfurospirillum cavolei	Sulfurospirillum cavolei DNA, complete genome.
AP014800.1	4.5MB	4454432	1486945	0.67	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales;Rhodobacteraceae; Rhodovulum.	Rhodovulum sulfidophilum	Rhodovulum sulfidophilum DNA, complete genome, strain: DSM 2351.
AP014808.1	1.7MB	1704859	316988	0.37	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus acetotolerans	Lactobacillus acetotolerans DNA, complete genome, strain: NBRC 13120.
AP014815.1	3.9MB	3883409	624483	0.32	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;Geminocystis.	Geminocystis sp. NIES-3708	Geminocystis sp. NIES-3708 DNA, complete genome.
AP014821.1	4.2MB	4150181	691027	0.33	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;Geminocystis.	Geminocystis sp. NIES-3709	Geminocystis sp. NIES-3709 DNA, complete genome.
BA000003.2	0.6MB	640681	84757	0.26	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Buchnera.	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	Buchnera aphidicola str. APS (Acyrthosiphon pisum) genomic DNA, complete
BA000004.3	4.2MB	4202352	925612	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus halodurans C-125	Bacillus halodurans C-125 DNA, complete genome.
BA000007.2	5.5MB	5498450	1392518	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Escherichia.	Escherichia coli O157:H7 str. Sakai	Escherichia coli O157:H7 str. Sakai DNA, complete genome.
BA000008.3	1.2MB	1226565	248454	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydophila pneumoniae J138	Chlamydophila pneumoniae J138 genomic DNA, complete sequence.
BA000012.4	7.0MB	7036071	2190091	0.63	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Phyllobacteriaceae; Mesorhizobium.	Mesorhizobium loti MAFF303099	Mesorhizobium loti MAFF303099 DNA, complete genome.
BA000016.3	3.0MB	3031430	419228	0.29	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;Clostridium.	Clostridium perfringens str. 13	Clostridium perfringens str. 13 DNA, complete genome.
BA000017.4	2.9MB	2878529	474631	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus subsp. aureus Mu50	Staphylococcus aureus subsp. aureus Mu50 DNA, complete genome.
