Gene	Product	log(ii/essentiality_threshold)														Locus tag														Number of copies of gene in the genome														path_id	path_name
		Enterobacter.cloacae.NCTC.9394	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655	Enterobacter.cloacae.NCTC.9394	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655	Enterobacter.cloacae.NCTC.9394	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655		
prs	ribose-phosphate pyrophosphokinase	-4.5	-0.7890031956	-4.5	-1.6230858323	-1.9107734895	-1.2895045012	-1.2711571467	-4.5	-1.5737769852	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_07550	BN373_28321	ERS227112_04430	ROD_18061	SL1344_1708	SL3261_1708	STMMW_17721	STM_MW17721	SEN1259	t1096	EC958_1475	NCTC13441_02635	BW25113_1207	b1207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01200	Carbon metabolism 
rpiA	ribose 5-phosphate isomerase	1.9518005784	1.6165362	-1.5057629549	1.4229880801	-0.8963198796	-1.2767550432	0.8688065354	-0.3677491859	0.1302107411	-1.8022173381	0.4974311091	1.9714897883	1.3255999939	4.5	ENC_31530	BN373_40131	ERS227112_01316	ROD_49161	SL1344_3039	SL3261_3039	STMMW_30231	STM_MW30231	SEN2906	t2981	EC958_3194	NCTC13441_00841	BW25113_2914	b2914	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01200	Carbon metabolism 
sucA	2-oxoglutarate dehydrogenase E1 component	0.0405202214	1.3347492219	0.8800014659	1.3339850689	1.9094557589	1.3778558487	1.0270709132	0.6538368577	1.347248963	-1.3619047841	0.9881780534	0.8212862788	0.7278105644	4.5	ENC_20130	BN373_13051	ERS227112_03175	ROD_07231	SL1344_0718	SL3261_0718	STMMW_07931	STM_MW07931	SEN0686	t2140	EC958_0840	NCTC13441_03270	BW25113_0726	b0726	1	1	1	1	1	1	1	1	1	1	2	2	1	1	eco01200	Carbon metabolism 
sucB	2-oxoglutarate dehydrogenase E2 component	-2.3489032612	0.5829721443	0.9100561076	0.8034404187	1.466121871	1.2590553488	0.4583945079	-0.3014833051	1.039070445	-4.5	0.905361541	1.1770911777	0.5683076613	4.5	ENC_20120	BN373_13061	ERS227112_03176	ROD_07241	SL1344_0719	SL3261_0719	STMMW_07941	STM_MW07941	SEN0687	t2139	EC958_0841	NCTC13441_03269	BW25113_0727	b0727	1	3	1	1	1	1	1	1	1	1	2	2	1	1	eco01200	Carbon metabolism 
tktA	transketolase	1.0618405801	1.9858802308	1.64530687	2.0041488423	2.0606476469	1.6503095755	1.8017013499	1.1872829884	1.4627508166	-1.8516259556	1.5751694551	0.9303221118	1.9140807742	4.5	ENC_31720	BN373_40211	ERS227112_01308	ROD_50511	SL1344_3052	SL3261_3052	STMMW_30371	STM_MW30371	SEN2919	t2996	EC958_3220	NCTC13441_00816	BW25113_2935	b2935	2	3	2	3	2	2	2	2	2	2	3	3	2	2	eco01200	Carbon metabolism 
acrA	acriflavine resistance protein A	X	2.4547459247	-4.5	2.4841393351	1.3940436639	2.7025071793	2.4471681459	1.8167132263	1.9980365437	2.1686121094	1.4359518273	2.1765952402	2.2126261364	4.5	X	BN373_09321	ERS227112_02797	ROD_05181	SL1344_0469	SL3261_0469	STMMW_05461	STM_MW05461	SEN0457	t2384	EC958_0602	NCTC13441_03515	BW25113_0463	b0463	4	6	6	3	4	4	4	4	4	2	5	5	4	4	eco01503	Cationic antimicrobial peptide (CAMP) resistance 
acrB	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family	2.4712323722	2.5720722282	-4.5	2.2491501829	1.6149189161	2.5160652036	2.0631361827	1.5403672966	2.0007982741	2.1639071306	1.3722519411	2.0700217649	2.6042114086	4.5	ENC_22660	BN373_09311	ERS227112_02796	ROD_05171	SL1344_0468	SL3261_0468	STMMW_05451	STM_MW05451	SEN0456	t2385	EC958_0601	NCTC13441_03516	BW25113_0462	b0462	5	12	12	5	6	6	6	6	6	4	8	8	7	7	eco01503	Cationic antimicrobial peptide (CAMP) resistance 
arnF	putative membrane protein	X	2.2215089428	-0.7587428892	X	2.5908173755	2.6426516746	2.5803007118	1.9736541639	1.970567859	1.4893173096	2.1531348041	2.0729709278	1.1453200005	4.5	X	BN373_44761	ERS227112_00744	X	SL1344_2272	SL3261_2272	STMMW_23271	STM_MW23271	SEN2285	t0560	EC958_2597	NCTC13441_01449	BW25113_2258	b2258	0	1	1	0	1	1	1	1	1	1	1	1	1	1	eco01503	Cationic antimicrobial peptide (CAMP) resistance 
lpxA	Acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.7697660145	-4.5	-1.096570311	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_583added	BN373_06861	ERS227112_02536	ROD_01841	SL1344_0229	SL3261_0229	STMMW_02341	STM_MW02341	SEN0235	t0229	EC958_0327	NCTC13441_03795	BW25113_0181	b0181	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01503	Cationic antimicrobial peptide (CAMP) resistance 
tolC	type I secretion outer membrane protein, TolC family	2.7466111639	2.6182513639	-2.4728287684	2.2600198166	1.7161808379	2.6878047071	2.3161031907	1.5698703908	2.1027623971	2.1650216852	2.0224312653	2.1898770442	2.2987666698	4.5	ENC_32790	BN373_41011	ERS227112_01159	ROD_35821	SL1344_3160	SL3261_3160	STMMW_31461	STM_MW31461	SEN3029	t3107	EC958_3438	NCTC13441_00660	BW25113_3035	b3035	1	1	1	2	1	1	1	1	1	1	1	1	1	1	eco01503	Cationic antimicrobial peptide (CAMP) resistance 
aceE	pyruvate dehydrogenase E1 component, homodimeric type	1.2696037409	2.0437983264	0.2521806314	1.5864429927	0.110527517	0.9327913785	0.9535114205	-0.313692292	0.7746859797	-1.6050684544	0.8767102889	-0.3220568791	1.6059941799	4.5	ENC_46270	BN373_06081	ERS227112_02456	ROD_01201	SL1344_0152	SL3261_0152	STMMW_01581	STM_MW01581	SEN0156	t0158	EC958_0256	NCTC13441_03867	BW25113_0114	b0114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00020	Citrate cycle (TCA cycle) 
aceF	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase, long form	0.9133373207	1.9203138271	-0.2331814339	1.2239036763	0	-0.0910065042	0.399763648	-0.30496167	0.3627593102	-2.6393038246	0.7595260314	-0.671923976	0.2989506555	4.5	ENC_46280	BN373_06091	ERS227112_02457	ROD_01211	SL1344_0153	SL3261_0153	STMMW_01591	STM_MW01591	SEN0157	t0159	EC958_0257	NCTC13441_03866	BW25113_0115	b0115	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00020	Citrate cycle (TCA cycle) 
acnB	aconitase	2.6081987806	1.9876938234	-0.176944007	1.9375338145	2.2372075442	2.041201891	1.9328987963	0.9487358422	1.5308715912	0.3601897732	1.091651065	1.3066494234	1.9978960016	4.5	ENC_46340	BN373_06141	ERS227112_02462	ROD_01251	SL1344_0159	SL3261_0159	STMMW_01641	STM_MW01641	SEN0162	t0164	EC958_0260	NCTC13441_03863	BW25113_0118	b0118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00020	Citrate cycle (TCA cycle) 
icd	isocitrate dehydrogenase (NADP)	0.8975770359	0.3598895999	-4.5	0.1892814784	1.5591340033	1.4511651275	1.5375133499	0.2458733579	1.0905579873	-0.3658515076	-1.4498838492	-0.7604474198	1.2507240753	4.5	ENC_14990	BN373_17611	ERS227112_03614	ROD_12261	SL1344_1176	SL3261_1176	STMMW_12481	STM_MW12481	SEN1811	t1682	EC958_1333	NCTC13441_02776	BW25113_1136	b1136	2	3	4	5	2	2	2	2	2	2	2	2	3	3	eco00020	Citrate cycle (TCA cycle) 
lpdA	dihydrolipoamide dehydrogenase	-1.3143918345	0.8016237362	-4.5	-0.6975769459	-0.7138162473	-2.5784884794	-0.2967405039	-1.6306134324	0.1672680032	-2.3528419954	-2.086324611	-4.5	0.6791219417	4.5	ENC_46290	BN373_06101	ERS227112_02458	ROD_01221	SL1344_0154	SL3261_0154	STMMW_01601	STM_MW01601	SEN0158	t0160	EC958_0258	NCTC13441_03865	BW25113_0116	b0116	3	4	5	3	4	4	4	4	4	4	5	5	4	4	eco00020	Citrate cycle (TCA cycle) 
sucA	2-oxoglutarate dehydrogenase E1 component	0.0405202214	1.3347492219	0.8800014659	1.3339850689	1.9094557589	1.3778558487	1.0270709132	0.6538368577	1.347248963	-1.3619047841	0.9881780534	0.8212862788	0.7278105644	4.5	ENC_20130	BN373_13051	ERS227112_03175	ROD_07231	SL1344_0718	SL3261_0718	STMMW_07931	STM_MW07931	SEN0686	t2140	EC958_0840	NCTC13441_03270	BW25113_0726	b0726	1	1	1	1	1	1	1	1	1	1	2	2	1	1	eco00020	Citrate cycle (TCA cycle) 
sucB	2-oxoglutarate dehydrogenase E2 component	-2.3489032612	0.5829721443	0.9100561076	0.8034404187	1.466121871	1.2590553488	0.4583945079	-0.3014833051	1.039070445	-4.5	0.905361541	1.1770911777	0.5683076613	4.5	ENC_20120	BN373_13061	ERS227112_03176	ROD_07241	SL1344_0719	SL3261_0719	STMMW_07941	STM_MW07941	SEN0687	t2139	EC958_0841	NCTC13441_03269	BW25113_0727	b0727	1	3	1	1	1	1	1	1	1	1	2	2	1	1	eco00020	Citrate cycle (TCA cycle) 
glyA	serine hydroxymethyltransferase	-1.5695471202	-1.3466417536	-4.5	1.6585957606	0.5563811839	1.5967618923	-4.5	0.4159777824	-1.2462443696	-0.154086078	-1.6046028481	-4.5	-4.5	4.5	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	BW25113_2551	b2551	1	1	1	1	1	1	1	1	2	2	1	1	1	1	eco00460	Cyanoamino acid metabolism 
asd	aspartate semialdehyde dehydrogenase	-2.6006232359	-1.0642164269	-4.5	-2.027308961	-2.7761227572	-2.8055279822	-2.6650798484	-4.5	-0.8980355883	-4.5	-2.0591453467	-4.5	-4.5	-4.5	ENC_26270	BN373_44371	ERS227112_00786	ROD_43921	SL1344_3506	SL3261_3506	STMMW_35281	STM_MW35281	SEN3363	t3981	EC958_3827	NCTC13441_00266	BW25113_3433	b3433	1	2	2	1	1	1	1	1	1	1	1	1	1	1	eco00270	Cysteine and methionine metabolism 
cysE	serine O-acetyltransferase	1.0837095836	0.6573880502	-4.5	1.314346542	-0.0609862357	1.208573829	0.6949488336	-4.5	0.0564886806	1.3664611489	-0.259906167	-0.09312706	0.1859459267	4.5	ENC_02250	BN373_45931	ERS227112_00627	ROD_42091	SL1344_3665	SL3261_3665	STMMW_36871	STM_MW36871	SEN3521	t3820	EC958_4015	NCTC13441_00076	BW25113_3607	b3607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00270	Cysteine and methionine metabolism 
metK	S-adenosylmethionine synthetase	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-2.4170879356	-4.5	-1.5732397931	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_31920	BN373_40281	ERS227112_01288	ROD_50471	SL1344_3065	SL3261_3065	STMMW_30511	STM_MW30511	SEN2933	t3002	EC958_5057	NCTC13441_00810	BW25113_2942	b2942	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00270	Cysteine and methionine metabolism 
glsA	L-glutaminase	1.662864954	1.924274131	1.5341912034	2.0697236627	2.0500824944	2.2045693215	1.6260301677	1.8410925636	1.2880602833	0.8039099171	2.3631648734	2.0328401183	-0.0540864247	4.5	ENC_10670	BN373_22121	ERS227112_05036	ROD_15191	SL1344_1455	SL3261_1455	STMMW_15251	STM_MW15251	SEN1526	t1446	EC958_1780	NCTC13441_02322	BW25113_1524	b1524	1	1	1	1	1	1	1	1	1	1	2	2	2	2	eco00471	D-Glutamine and D-glutamate metabolism 
murC	UDP-N-acetylmuramate--L-alanine ligase	-2.441684286	-4.5	-4.5	-1.4761140315	-2.7267278596	-4.5	-1.8632167986	-1.694033252	-1.6272159687	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_46030	BN373_05841	ERS227112_02432	ROD_00971	SL1344_0129	SL3261_0129	STMMW_01351	STM_MW01351	SEN0130	t0133	EC958_0231	NCTC13441_03894	BW25113_0091	b0091	2	2	2	2	2	2	2	2	2	2	2	2	2	2	eco00471	D-Glutamine and D-glutamate metabolism 
murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	-4.5	-1.6433913581	-4.5	-2.0608378829	-4.5	-4.5	-2.4460244759	-4.5	-2.208728297	-4.5	-4.5	-4.5	-0.0398833824	-4.5	ENC_46000	BN373_05811	ERS227112_02429	ROD_00941	SL1344_0126	SL3261_0126	STMMW_01321	STM_MW01321	SEN0127	t0130	EC958_0228	NCTC13441_03897	BW25113_0088	b0088	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00471	D-Glutamine and D-glutamate metabolism 
murI	Glutamate racemase	-1.5133882625	-1.5740196373	-2.3304677895	-1.104096039	-0.9248237366	-1.4702536154	-4.5	-0.7415903711	-0.8097798105	-0.5683576376	-1.4272734702	-2.0771609574	-1.7066702323	-4.5	ENC_11added	BN373_48901	ERS227112_00325	ROD_37781	SL1344_4080	SL3261_4080	STMMW_40951	STM_MW40951	SEN3925	t3494	EC958_4455	NCTC13441_04528	BW25113_3967	b3967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00471	D-Glutamine and D-glutamate metabolism 
dnaB	replicative DNA helicase	-2.9124161454	-4.5	-4.5	-0.6590560508	-4.5	-4.5	-2.0968417495	-4.5	-1.5140447432	-2.1662048143	-2.9299017835	-2.6060525853	-4.5	-4.5	ENC_04830	BN373_00461	ERS227112_01911	ROD_36391	SL1344_4182	SL3261_4182	STMMW_41961	STM_MW41961	SEN4015	t4152	EC958_4511	NCTC13441_04431	BW25113_4052	b4052	1	1	3	2	1	1	2	2	1	2	2	2	1	1	eco03030	DNA replication 
dnaE	DNA polymerase III, alpha subunit	-3.4188002012	-1.8034342907	-4.5	-2.9480867005	-3.4945953015	-4.5	-1.964627102	-4.5	-1.1348616836	-4.5	-2.8522112877	-3.1909592564	-2.654077532	-4.5	ENC_47070	BN373_06891	ERS227112_02539	ROD_01871	SL1344_0232	SL3261_0232	STMMW_02371	STM_MW02371	SEN0238	t0232	EC958_0330	NCTC13441_03792	BW25113_0184	b0184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03030	DNA replication 
dnaG	DNA primase	X	-2.1435263311	-4.5	-2.4791675033	-2.2681361576	-2.9792148057	-1.4258610895	-2.0834666494	-1.1589849444	-4.5	-4.5	-1.8823548959	-4.5	-4.5	X	BN373_41281	ERS227112_01132	ROD_36181	SL1344_3184	SL3261_3184	STMMW_31711	STM_MW31711	SEN3053	t3130	EC958_3472	NCTC13441_00626	BW25113_3066	b3066	0	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03030	DNA replication 
dnaN	DNA polymerase III, beta subunit	-4.5	-4.5	-1.926908783	-1.5703652445	-4.5	-4.5	-2.6959101474	-1.1302369152	-1.4867059604	-4.5	-4.5	-2.4737428643	-4.5	-4.5	ENC_03930	BN373_47481	ERS227112_00471	ROD_40261	SL1344_3804	SL3261_3804	STMMW_38221	STM_MW38221	SEN3654	t3682	EC958_4174	NCTC13441_04815	BW25113_3701	b3701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03030	DNA replication 
dnaQ	DNA polymerase III, epsilon subunit	-1.3704429924	-0.9365809859	-4.5	-4.5	-0.1221187606	-1.8242858188	-0.3960961882	-4.5	0.7794375273	-4.5	0.1824227856	-0.9624394916	-0.0441091825	4.5	ENC_24790	BN373_07151	ERS227112_02570	ROD_02201	SL1344_0259	SL3261_0259	STMMW_02631	STM_MW02631	SEN0266	t2601	EC958_0358	NCTC13441_03761	BW25113_0215	b0215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03030	DNA replication 
dnaX	DNA polymerase III, tau subunit	X	-4.5	-4.5	-4.5	-4.5	-2.6650808065	-2.3971176253	-4.5	-2.9866819648	-4.5	-1.6210362752	-4.5	-2.0791507575	-4.5	X	BN373_09401	ERS227112_02804A	ROD_05281	SL1344_0477	SL3261_0477	STMMW_05541	STM_MW05541	SEN0465	t2376	EC958_0609	NCTC13441_14added	BW25113_0470	b0470	0	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03030	DNA replication 
holA	DNA polymerase III, delta subunit	-4.5	-4.5	-1.5769120234	-4.5	-4.5	-1.9396110517	-4.5	-4.5	-1.719487311	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_20700	BN373_12521	ERS227112_03114	ROD_06601	SL1344_0634	SL3261_0634	STMMW_07111	STM_MW07111	SEN0615	t2221	EC958_0759	NCTC13441_03355	BW25113_0640	b0640	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03030	DNA replication 
holB	DNA polymerase III, delta prime subunit	-4.5	-4.5	-1.6136566404	-1.6734854293	-4.5	-0.9295435387	-1.5210699069	-4.5	-4.5	-4.5	-4.5	-1.6156914417	-0.3568020513	-4.5	ENC_15390	BN373_17111	ERS227112_03575	ROD_11611	SL1344_1138	SL3261_1138	STMMW_12101	STM_MW12101	SEN1848	t1719	EC958_1295	NCTC13441_02813	BW25113_1099	b1099	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03030	DNA replication 
holC	DNA polymerase III, chi subunit	-0.8144192811	0.8078819414	-4.5	-0.4049521631	1.5422724438	1.1613204379	-0.130104186	-4.5	1.5783937053	0.6239753478	1.6628569495	1.8149259946	-0.2627922671	4.5	ENC_34510	BN373_02811	ERS227112_02146	ROD_33251	SL1344_4406	SL3261_4406	STMMW_44221	STM_MW44221	SEN4229	t4511	EC958_4753	NCTC13441_04189	BW25113_4259	b4259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03030	DNA replication 
holD	DNA polymerase III, psi subunit	X	0.0701138563	-4.5	-4.5	0.3493217236	0.2036223814	-4.5	-0.7236449449	0.8085526143	-1.4210198041	-1.0218826613	-4.5	-0.7334523527	4.5	X	BN373_04531	ERS227112_02306	ROD_48731	SL1344_4485	SL3261_4485	STMMW_45001	STM_MW45001	SEN4319	t4600	EC958_0100	NCTC13441_04023	BW25113_4372	b4372	0	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03030	DNA replication 
ligA	DNA ligase	-4.5	-1.8978812435	-4.5	-1.6655786484	-2.9193136466	-4.5	-1.8187412283	-1.5667557362	-1.7460126263	-4.5	-4.5	-2.2510425643	-2.2527592049	-4.5	ENC_464added	BN373_34161	ERS227112_03821	ROD_23701	SL1344_2390	SL3261_2390	STMMW_24461	STM_MW24461	SEN2408	t0431	EC958_5024	NCTC13441_01307	BW25113_2411	b2411	1	0	0	0	0	0	0	0	0	0	0	0	0	0	eco03030	DNA replication 
polA	DNA polymerase I	-1.9714971959	1.5166048373	-4.5	1.4818580185	0.1911740947	1.0835943715	-1.2622244056	-0.8398417362	-1.4205652563	-2.4851800505	1.0619313131	0.4679792727	-0.3795897634	-4.5	ENC_1added	BN373_48041	ERS227112_00414	ROD_38971	SL1344_3947	SL3261_3947	STMMW_39641	STM_MW39641	SEN3788	t3621	EC958_4341	NCTC13441_04638	BW25113_3863	b3863	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03030	DNA replication 
rnhA	RNase HI	2.0813606369	2.2822149523	1.9965474247	2.1427734257	2.4237617917	2.1769255743	2.2472795125	-0.6510242908	2.0361884309	0.8252519895	2.0571818916	2.2029848538	0.4034255141	4.5	ENC_24800	BN373_07141	ERS227112_02569	ROD_02191	SL1344_0258	SL3261_0258	STMMW_02621	STM_MW02621	SEN0265	t2602	EC958_0357	NCTC13441_03762	BW25113_0214	b0214	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03030	DNA replication 
ssb	single-strand binding protein	-4.5	-4.5	0.4537390173	-4.5	-1.8934201136	-4.5	-0.3964468893	-0.0044851363	-1.4481193473	-4.5	-4.5	-1.6358572386	-4.5	-4.5	ENC_04900	BN373_00531	ERS227112_01918	ROD_36301	SL1344_4192	SL3261_4192	STMMW_42061	STM_MW42061	SEN4025	t4161	EC958_4529	NCTC13441_04413	BW25113_4059	b4059	1	1	3	1	1	1	1	1	1	2	1	1	1	1	eco03030	DNA replication 
accA	acetyl-CoA carboxylase carboxyltransferase subunit alpha	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-2.0611159024	-4.5	-1.2947620187	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_47080	BN373_06901	ERS227112_02540	ROD_01881	SL1344_0233	SL3261_0233	STMMW_02381	STM_MW02381	SEN0239	t0233	EC958_0331	NCTC13441_03791	BW25113_0185	b0185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00061	Fatty acid biosynthesis 
accB	biotin carboxyl carrier protein	-1.5570538888	-0.8371673697	-4.5	-4.5	-1.7106580789	-4.5	-4.5	X	-1.3214113017	-4.5	-4.5	-4.5	-0.8840421093	-4.5	ENC_35030	BN373_43051	ERS227112_00942	ROD_45591	SL1344_3352	SL3261_3352	STMMW_33771	X	SEN3213	t3294	EC958_3647	NCTC13441_00446	BW25113_3255	b3255	1	2	1	1	1	1	1	0	1	1	1	1	1	1	eco00061	Fatty acid biosynthesis 
accC	Biotin carboxylase	-2.1002628673	-4.5	-4.5	-1.5313932766	-2.6929607146	-2.7560792555	-1.2522391353	-4.5	-3.0661120384	-4.5	-2.1037791903	-4.5	-4.5	-4.5	ENC_35050	BN373_43061	ERS227112_00941	ROD_45581	SL1344_3353	SL3261_3353	STMMW_33781	STM_MW33781	SEN3214	t3295	EC958_3648	NCTC13441_00445	BW25113_3256	b3256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	eco00061	Fatty acid biosynthesis 
accD	acetyl-CoA carboxylase carboxyltransferase subunit alpha	-4.5	-4.5	-4.5	-1.6843217266	-4.5	-4.5	-1.710090881	-4.5	-4.5	-4.5	-2.0109132603	-4.5	-4.5	-4.5	ENC_38910	BN373_33161	ERS227112_03873	ROD_27281	SL1344_2335	SL3261_2335	STMMW_23881	STM_MW23881	SEN2348	t0498	EC958_2651	NCTC13441_01395	BW25113_2316	b2316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00061	Fatty acid biosynthesis 
fabA	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA	X	-4.5	-4.5	-4.5	-4.5	-4.5	-1.1693522582	-4.5	-1.809451603	-4.5	0.0364092767	-1.1260268547	-4.5	-4.5	X	BN373_15951	ERS227112_03467	ROD_10151	SL1344_1007	SL3261_1007	STMMW_10801	STM_MW10801	SEN0932	t1853	EC958_1158	NCTC13441_02942	BW25113_0954	b0954	0	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00061	Fatty acid biosynthesis 
fabB	3-oxoacyl-[acyl-carrier-protein] synthase I	-2.1974257369	-4.5	-4.5	-1.9637433377	-1.7330882303	-1.3856405014	-1.3034211333	-4.5	-1.4844598565	-4.5	-4.5	-4.5	-1.5738499117	-4.5	ENC_38840	BN373_33231	ERS227112_03866	ROD_27351	SL1344_2347	SL3261_2347	STMMW_24001	STM_MW24001	SEN2360	t0486	EC958_2658	NCTC13441_01388	BW25113_2323	b2323	4	3	3	5	2	2	2	2	2	2	2	2	2	2	eco00061	Fatty acid biosynthesis 
fabD	[Acyl-carrier-protein] S-malonyltransferase	-4.5	-4.5	-1.5222817451	-4.5	-4.5	-4.5	-4.5	-4.5	-0.6852413483	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_15470	BN373_17041	ERS227112_03568	ROD_11541	SL1344_1131	SL3261_1131	STMMW_12031	STM_MW12031	SEN1855	t1726	EC958_1288	NCTC13441_02820	BW25113_1092	b1092	2	2	2	2	1	1	1	1	1	1	1	1	1	1	eco00061	Fatty acid biosynthesis 
fabG	3-oxoacyl-[acyl-carrier-protein] reductase	-4.5	-0.502209631	-4.5	-4.5	-4.5	-4.5	-0.5287455691	-4.5	-2.0592301275	-4.5	-0.9501952372	-4.5	-4.5	-4.5	ENC_15460	BN373_17051	ERS227112_03569	ROD_11551	SL1344_1132	SL3261_1132	STMMW_12041	STM_MW12041	SEN1854	t1725	EC958_1289	NCTC13441_02819	BW25113_1093	b1093	20	35	32	18	11	11	11	11	12	10	17	17	14	14	eco00061	Fatty acid biosynthesis 
fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	X	-4.5	-4.5	-4.5	-0.4796419851	-1.5862813201	-4.5	-4.5	-0.9362186318	-1.7694918009	-4.5	-4.5	-1.0158964178	4.5	X	BN373_17031	ERS227112_03567	ROD_11531	SL1344_1130	SL3261_1130	STMMW_12021	STM_MW12021	SEN1856	t1727	EC958_1287	NCTC13441_02821	BW25113_1091	b1091	0	1	1	1	1	1	1	1	1	1	2	2	1	1	eco00061	Fatty acid biosynthesis 
fabI	Enoyl-[acyl-carrier-protein] reductase [NADH]	-4.5	-0.5847567964	-4.5	-4.5	-4.5	-4.5	-1.001055435	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_08530	BN373_19101	ERS227112_05444	ROD_17111	SL1344_1631	SL3261_1631	STMMW_16961	STM_MW16961	SEN1332	t1613	EC958_1622	NCTC13441_02474	BW25113_1288	b1288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00061	Fatty acid biosynthesis 
fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.5862022603	-1.2418083234	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_582added	BN373_06851	ERS227112_02535	ROD_01831	SL1344_0228	SL3261_0228	STMMW_02331	STM_MW02331	SEN0234	t0228	EC958_0326	NCTC13441_03796	BW25113_0180	b0180	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00061	Fatty acid biosynthesis 
accA	acetyl-CoA carboxylase carboxyltransferase subunit alpha	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-2.0611159024	-4.5	-1.2947620187	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_47080	BN373_06901	ERS227112_02540	ROD_01881	SL1344_0233	SL3261_0233	STMMW_02381	STM_MW02381	SEN0239	t0233	EC958_0331	NCTC13441_03791	BW25113_0185	b0185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01212	Fatty acid metabolism 
