STM_MW00581	citrate carrier protein
STMMW_12551	membrAne
STMMW_12561	Lysozyme inhibitor
STMMW_12581	Heat shock protein
STMMW_12591	Inherit from proNOG: BNR Asp-box repeat protein
STMMW_12601	cytochrome b561
STMMW_12611	NA
STMMW_12631	(ABC) transporter
STMMW_12681	Inherit from COG: 4Fe-4S ferredoxin, iron-sulfur binding
STMMW_12721	Transcriptional regulator
STMMW_12751	Catalyzes the Claisen rearrangement of chorismate to prephenate (By similarity)
STMMW_12761	Leucine export protein LeuE
STMMW_12771	cytoplasmic protein
STMMW_12881	YbaK prolyl-tRNA synthetase associated
STMMW_12891	Diguanylate cyclase
STMMW_12971	Catalyzes the NAD-dependent conversion of D-erythrose 4- phosphate to 4-phosphoerythronate (By similarity)
STMMW_13081	Pyrimidine (Deoxy)nucleoside triphosphate pyrophosphohydrolase
STMMW_13091	iii (ec 3.1.11.2)
STMMW_13131	Catalyzes the hydrolysis of N(2)-succinylarginine into N(2)-succinylornithine, ammonia and CO(2) (By similarity)
STMMW_13151	Periplasmic protein
STMMW_13171	NH3-dependent NAD( ) synthetase
STMMW_13191	PTS system N,N'-diacetylchitobiose-specific transporter subunit IIB
STMMW_13201	PTS system N,N'-diacetylchitobiose-specific transporter subunit IIC
STMMW_13221	transcriptional regulator ChbR
STMMW_13321	Uncharacterized protein ydiZ
STMMW_13341	Salt-induced outer membrane protein
STMMW_13351	Uncharacterized protein conserved in bacteria (DUF2219)
STMMW_13371	DNA RNA non-specific endonuclease
STMMW_13391	May link the O-antigen tetrasaccharide units into long chains, giving rise to typical smooth LPS
STMMW_13401	threonyl-tRNA synthetase
STMMW_13411	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins (By similarity)
STMMW_13421	50s ribosomal protein l35
STMMW_13431	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit (By similarity)
STMMW_13441	Phenylalanyl-tRNA synthetase alpha subunit
STMMW_13451	phenylalanyl-tRNA synthetase beta subunit
STMMW_13511	Diguanylate phosphodiesterase
STMMW_13531	Hemin uptake protein
STMMW_13571	Amp-dependent synthetase and ligase
STMMW_13581	Inherit from proNOG: ferredoxin like protein
STMMW_13611	YdiO, YdiQ, YdiR, YdiS, and YdiT may play a role in electron transport between the anaerobic fatty acid oxidation pathway and the respiratory chain
STMMW_13631	acyl-CoA dehydrogenase
STMMW_13661	NAD-dependent shikimate 5-dehydrogenase 2
STMMW_13681	Inner membrane transport protein ydiM
STMMW_13741	Sodium:dicarboxylate symporter family
STMMW_13771	FeS assembly ATPase SufC
STMMW_13851	Proline imino-peptidase
STMMW_13951	Transcriptional regulator
STMMW_13961	regulatoR
STMMW_13971	Two-component sensor
STMMW_13991	type iii secretion
STMMW_14011	NA
STMMW_14031	EspA family secreted protein
STMMW_14061	pathogenicity island effector protein
STMMW_14071	NA
STMMW_14081	type iii secretion
STMMW_14091	NA
STMMW_14141	type iii secretion
STMMW_14161	type III secretion system apparatus protein
STMMW_14171	type iii secretion
STMMW_14231	Type III secretion system protein
STMMW_14261	type iii secretion
STMMW_14281	Multidrug efflux pump that functions probably as a Na( ) drug antiporter (By similarity)
STMMW_14291	riboflavin synthase, subunit alpha
STMMW_14321	Transcriptional regulator
STMMW_14461	Protein of unknown function (DUF1656)
STMMW_14481	Outer membrane lipoprotein
STMMW_14521	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr) (By similarity)
STMMW_14541	Glutathione S-transferase
STMMW_14631	inner membrane protein ydgK
STMMW_14741	membrAne
STMMW_14761	membrAne
STMMW_14801	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane (By similarity)
STMMW_14811	transport protein
STMMW_14821	Catalyzes the excretion of spermidine (By similarity)
STMMW_14841	peptidase S1 and S6, chymotrypsin Hap
STMMW_14911	(ABC) transporter
STMMW_14921	(ABC) transporter
STMMW_15141	Competence damage-inducible protein A
STMMW_15191	May be a transcriptional activator of genes involved in the multiple antibiotic resistance (Mar) phenotype. It can also activate genes such as sodA, zwf and micF
STMMW_15231	Transcriptional regulator
STMMW_15281	Calcium/calmodulin dependent protein kinase II Association
STMMW_15291	membrAne
STMMW_15301	Probably plays a role in a hydrogenase nickel cofactor insertion step (By similarity)
STMMW_15401	GntR Family Transcriptional Regulator
STMMW_15431	PhoPQ-activated pathogenicity-related protein
STMMW_15461	transcriptional regulator
STMMW_15571	Acid-resistance protein
STMMW_15581	Osmotically inducible protein
STMMW_15591	biofilm-dependent modulation protein
STMMW_15601	Although this protein associates with the 30S subunit of the ribosome it is not considered to be a bona fide ribosomal protein
STMMW_15661	Inner membrane protein YddG
STMMW_15701	transcriptional regulator
STMMW_15781	NA
STMMW_15801	(Lipo)protein
STMMW_15831	Transcriptional regulator
STMMW_15861	Inner membrane protein ydcZ
STMMW_15871	Protein of unknown function (DUF2526)
STMMW_15881	Virulence effector protein
STMMW_15981	Protein of unknown function (DUF2554)
STMMW_16031	tellurite resistance protein tehB
STMMW_16081	The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane (By similarity)
STMMW_16121	3-epimerase
STMMW_16151	L-lactate dehydrogenase
STMMW_16161	YceI
STMMW_16251	NA
STMMW_16271	cold-shock DNA-binding domain protein
STMMW_16291	Amino acid ABC transporter, permease
STMMW_16301	(ABC) transporter
STMMW_16311	amino acid ABC transporter
STMMW_16321	membrAne
STMMW_16331	sam-dependent methyltransferase
STMMW_16341	cytochrome b561
STMMW_16391	Conserved protein
STMMW_16441	cytoplasmic protein
STMMW_16481	multidrug resistance protein
STMMW_16491	Phage integrase family
STMMW_16531	methyl-accepting chemotaxis
STMMW_16541	Smr protein MutS2
STMMW_16581	membrAne
STMMW_16591	Mechanosensitive ion channel
STMMW_16641	Protein of unknown function (DUF3442)
STMMW_16651	NA
STMMW_16661	AraC_E_bind
STMMW_16691	Transcriptional regulator
STMMW_16711	reductase
STMMW_16811	phage shock protein E
STMMW_16841	phage shock protein B
STMMW_16931	NA
STMMW_16961	Enoyl- acyl-carrier-protein reductase NADH
STMMW_17001	Transcriptional regulator
STMMW_17031	Tetratricopeptide repeat protein
STMMW_17041	inner membrane protein yciS
STMMW_17061	Catalyzes the conversion of GTP to 2,5-diamino-6- ribosylamino-4(3H)-pyrimidinone 5'-phosphate (DARP), formate and pyrophosphate (By similarity)
STMMW_17081	Transcriptional regulator
STMMW_17101	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity)
STMMW_17261	catalase
STMMW_17291	UPF0259 membrane protein
STMMW_17301	probably involved in intracellular septation (By similarity)
STMMW_17331	YciI-like protein
STMMW_17391	Permease protein
STMMW_17411	Periplasmic oligopeptide-binding protein
STMMW_17431	Multiple antibiotic resistance (MarC)-related protein
STMMW_17461	DNA-binding protein H-ns
STMMW_17471	Nucleotidyl transferase
STMMW_17481	response regulator
STMMW_17501	SEC-C motif
STMMW_17581	Nitrate nitrite sensor protein
STMMW_17631	Calcium sodium proton antiporter
STMMW_17641	Phospho-2-dehydro-3-deoxyoctonate aldolase
STMMW_17681	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA (By similarity)
STMMW_17691	Catalyzes the NADPH-dependent reduction of glutamyl- tRNA(Glu) to glutamate 1-semialdehyde (GSA) (By similarity)
STMMW_17701	Plays a critical role in the incorporation of lipoproteins in the outer membrane after they are released by the LolA protein (By similarity)
STMMW_17711	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol (By similarity)
STMMW_17721	Phosphoribosyl pyrophosphate synthase
STMMW_17751	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis (By similarity)
STMMW_17771	NA
STMMW_18011	Overexpression increases levels of unsaturated fatty acids and suppresses both the temperature-sensitive fabA6 mutation and cold-sensitive secG null mutation
STMMW_18061	Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization (By similarity)
STMMW_18081	Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell (By similarity)
STMMW_18121	Peptidase M22 Glycoprotease
STMMW_18141	endoribonuclease L-PSP
STMMW_18251	UPF0266 membrane protein
STMMW_18291	Cold shock protein
STMMW_18301	NA
STMMW_18401	Protein of unknown function (DUF1480)
STMMW_18411	uncharacterized protein yebW
STMMW_18451	Uncharacterized protein YcgX
STMMW_18471	NA
STMMW_18481	acetyltransferase
STMMW_18581	nitrilase cyanide hydratase and apolipoprotein n-acyltransferase
STMMW_18591	exodeoxyribonuclease X
STMMW_18621	secreted protein
STMMW_18631	DNA damage-inducible protein
STMMW_18701	lipid A biosynthesis (Kdo)2-(Lauroyl)-lipid IVA acyltransferase
STMMW_18731	Part of the ABC transporter complex ZnuABC involved in zinc import. Responsible for energy coupling to the transport system (By similarity)
STMMW_18751	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing (By similarity)
STMMW_18801	Repressor protein MetJ
STMMW_18811	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group (By similarity)
STMMW_18841	Aspartyl-tRNA synthetase
STMMW_18921	arginyl-tRNa synthetase
STMMW_19171	ferritin
STMMW_19191	tyrosine-specific transport protein
STMMW_19241	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
STMMW_19281	cytoplasmic protein
STMMW_19291	Transcriptional
STMMW_19361	pct identical to residues 1 to 169 of 169 from GenPept gb AAC82673.1 (AF074611) transposase Yersinia pestis
STMMW_19381	Flagellin
STMMW_19451	membrAne
STMMW_19461	Redox protein
STMMW_19531	flagellar
STMMW_19551	Flagellar basal body-associated protein FliL
STMMW_19561	FliM is one of three proteins (FliG, FliN, FliM) that forms the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation (By similarity)
STMMW_19581	flagellar biosynthesis protein, FliO
STMMW_19591	Flagellar biosynthetic protein FliP
STMMW_19601	Flagellar biosynthetic protein fliq
STMMW_19621	colanic acid capsular biosynthesis activation protein A
STMMW_19651	Mannosyl-3-phosphoglycerate phosphatase
STMMW_19711	cytosine-specific methyltransferase
STMMW_19721	Phosphohydrolase
STMMW_19731	Inner membrane protein YedR
STMMW_19811	Resolvase domain-containing protein
STMMW_19812	NA
STMMW_19831	Tail Fiber Assembly protein
STMMW_19841	tail fiber protein
STMMW_19951	Tail sheath protein
STMMW_20011	Phage prohead protease, HK97 family
STMMW_20021	portal protein
STMMW_20031	Terminase
STMMW_20051	HNH endonuclease
STMMW_20061	NA
STMMW_20121	NA
STMMW_20241	phage repressor
STMMW_20271	nucleotidase activity
STMMW_20511	Cobalt transporter ATP-binding subunit
STMMW_20591	cobalamin biosynthesis protein, CbiG
STMMW_20641	Precorrin-8X methylmutase
STMMW_20671	Transcriptional regulator (AraC family)
STMMW_20691	Microcompartments protein
STMMW_21111	UDP-glucose 6-dehydrogenase
STMMW_21131	transferase
STMMW_21141	phosphomannomutase
STMMW_21151	mannose-1-phosphate guanylyltransferase
