STM_MW00581	citrate carrier protein
BN373_45411	Major Facilitator Superfamily
BN373_45421	Putative lipase
BN373_45431	Dna-3-methyladenine glycosylase i
BN373_45441	acetyltransferase
BN373_45451	reductase
BN373_45461	OmpA MotB domain protein
BN373_45471	Transcriptional regulator
BN373_45481	Xylose Isomerase Domain-Containing protein
BN373_45491	domain-containing protein
BN373_45501	Major Facilitator Superfamily
BN373_45511	Catalyzes the NADPH-dependent reduction of glyoxylate and hydroxypyruvate into glycolate and glycerate, respectively (By similarity)
BN373_45521	uncharacterized protein yiaF
BN373_45531	transporter
BN373_45541	Transcriptional regulator
BN373_45551	Cold shock protein
BN373_45561	(ABC) transporter
BN373_45571	Hok gef cell toxic protein
BN373_45581	Integrase core domain protein
BN373_45591	Integrase core domain protein
BN373_45601	Gcn5-related n-acetyltransferase
BN373_45611	Protein of unknown function (DUF1778)
BN373_45621	Glutathione-dependent formaldehyde-activating GFA
BN373_45631	Transposase
BN373_45641	IS150 protein InsA
BN373_45671	lipoprotein ysaB
BN373_45681	Inner membrane protein yiaH
BN373_45691	Inner membrane protein YiaA
BN373_45701	Inner membrane protein yiaB
BN373_45711	xylulokinase (EC 2.7.1.17)
BN373_45721	Xylose Isomerase
BN373_45731	D-xylose transporter subunit XylF
BN373_45741	Part of the ABC transporter complex XylFGH involved in xylose import. Responsible for energy coupling to the transport system
BN373_45751	transport system permease protein
BN373_45761	Transcriptional Regulator AraC Family
BN373_45771	BAX protein
BN373_45781	Periplasmic alpha-amylase
BN373_45791	valine-pyruvate transaminase
BN373_45801	4Fe-4S ferredoxin iron-sulfur binding domain protein
BN373_45811	Elongation factor
BN373_45821	Converts seryl-tRNA(Sec) to selenocysteinyl-tRNA(Sec) required for selenoprotein biosynthesis (By similarity)
BN373_45831	Glutathione S-transferase
BN373_45841	PTS system mannitol-specific transporter subunit
BN373_45851	mannitol-1-phosphate 5-dehydrogenase
BN373_45861	Mannitol repressor
BN373_45871	LF82 chromosome, complete sequence
BN373_45881	Protein of unknown function (DUF2810)
BN373_45891	l-lactate permease
BN373_45901	DNA-binding transcriptional repressor LldR
BN373_45911	L-lactate dehydrogenase
BN373_45921	Methylates the ribose at the nucleotide 34 wobble position in the two leucyl isoacceptors tRNA(Leu)(CmAA) and tRNA(Leu)(cmnm5UmAA). Catalyzes the methyl transfer from S- adenosyl-L-methionine to the 2'-OH of the wobble nucleotide (By similarity)
BN373_45931	serine acetyltransferase
BN373_45941	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
BN373_45961	glutaredoxin 3
BN373_45971	Rhodanese domain protein
BN373_45981	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity)
BN373_45991	peptidase
BN373_46001	Polysaccharide deacetylase
BN373_46011	Glycosyl transferase family 2
BN373_46021	l-threonine 3-dehydrogenase
BN373_46031	Catalyzes the decarboxylative condensation of pimeloyl- acyl-carrier protein and L-alanine to produce 8-amino-7- oxononanoate (AON), acyl-carrier protein , and carbon dioxide (By similarity)
BN373_46071	glycosyl transferase group 1
BN373_46081	surface polymer ligase WaaL
BN373_46091	Glycosyl transferase
BN373_46101	WalW protein
BN373_46111	lipopolysaccharide
BN373_46131	glycosyl transferase group 1
BN373_46141	Glycosyl Transferase
BN373_46181	Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP (apurinic apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates (By similarity)
BN373_46191	50S ribosomal protein L33
BN373_46211	DNA repair protein radc
BN373_46241	Required for nucleoid occlusion (NO) phenomenon, which prevents Z-ring formation and cell division over the nucleoid. Acts as a DNA-associated cell division inhibitor that binds simultaneously chromosomal DNA and FtsZ, and disrupts the assembly of FtsZ polymers. SlmA-DNA-binding sequences (SBS) are dispersed on non-Ter regions of the chromosome, preventing FtsZ polymerization at these regions (By similarity)
BN373_46251	gluconolactonase (EC 3.1.1.17)
BN373_46261	Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP) (By similarity)
BN373_46271	Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates (By similarity)
BN373_46281	ABC transporter
BN373_46291	(ABC) transporter
BN373_46301	secretion protein
BN373_46311	Phospholipid Glycerol Acyltransferase
BN373_46321	YicC domain protein
BN373_46331	Inherit from proNOG: pep phosphonomutase
BN373_46341	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) in DNA. Repairs alkylated guanine in DNA by stoichiometrically transferring the alkyl group at the O-6 position to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated (By similarity)
BN373_46351	Chloride channel
BN373_46361	membrane
BN373_46371	Catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction (By similarity)
BN373_46391	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits (By similarity)
BN373_46401	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance (By similarity)
BN373_46411	tRNA (Guanosine-2'-O-)-methyltransferase
BN373_46421	ATP-dependent DNA helicase RecG
BN373_46431	Fructose-1,6-bisphosphatase
BN373_46441	ferredoxin-NADP reductase
BN373_46451	membrAne
BN373_46461	exported protein
BN373_46471	Triose-phosphate isomerase
BN373_46481	sodium sulfate symporter
BN373_46491	cdp-diacylglycerol pyrophosphatase
BN373_46501	Sulfate ABC transporter periplasmic sulfate-binding protein
BN373_46511	Non-essential, abundant cell division factor that is required for proper Z-ring formation. It is recruited early to the divisome by direct interaction with FtsZ, stimulating Z-ring assembly and thereby promoting cell division earlier in the cell cycle. Its recruitment to the Z-ring requires functional FtsA or ZipA (By similarity)
BN373_46521	glycerol uptake facilitator protein
BN373_46531	Key enzyme in the regulation of glycerol uptake and metabolism (By similarity)
BN373_46541	sodium glutamate symporter
BN373_46551	permease
BN373_46561	AsmA family
BN373_46571	PTS system maltose- and glucose-specific
BN373_46581	6-phospho-beta-glucosidase
BN373_46591	rpiR family transcriptional regulator
BN373_46601	the transfer of alpha-xylosyl residue from alpha-xyloside to xylose, glucose, mannose, fructose, maltose, isomaltose, nigerose, kojibiose, sucrose, and trehalose
BN373_46611	transporter
BN373_46621	NA
BN373_46631	Protein of unknown function (DUF3237)
BN373_46641	alcohol dehydrogenase
BN373_46651	Antibiotic biosynthesis monooxygenase
BN373_46661	NA
BN373_46671	alcohol dehydrogenase
BN373_46681	transcriptional regulator
BN373_46691	Beta-lactamase-like protein
BN373_46701	NUDIX domain
BN373_46711	permease
BN373_46721	(Lipo)protein
BN373_46731	Transcriptional regulator
BN373_46741	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity (By similarity)
BN373_46751	Protein of unknown function (DUF1348)
BN373_46761	pyridoxamine 5-phosphate
BN373_46771	Transcriptional regulator, LysR family
BN373_46781	drug resistance transporter EmrB QacA
BN373_46791	Tet-R family transcriptional regulator
BN373_46801	acetyltransferase
BN373_46811	RND Family Efflux Transporter MFP Subunit
BN373_46821	Resistance protein
BN373_46831	RND efflux system, outer membrane lipoprotein
BN373_46841	drug resistance transporter, Bcr CflA
BN373_46851	Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6- phosphate and D-lactate. Together with AnmK, is also required for the utilization of anhydro-N-acetylmuramic acid (anhMurNAc) either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling (By similarity)
BN373_46861	The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in N-acetylmuramic acid (MurNAc) transport, yielding cytoplasmic MurNAc-6-P. Is also able to take up anhydro-N-acetylmuramic acid (anhMurNAc), but cannot phosphorylate the carbon 6, probably because of the 1,6-anhydro ring (By similarity)
BN373_46871	inner membrane transporter YicL
BN373_46881	Uncharacterized protein YicS
BN373_46891	Dehydrogenase
BN373_46901	AcnD-accessory protein PrpF
BN373_46911	4-carboxy-4-hydroxy-2-oxoadipate aldolase oxaloacetate decarboxylase
BN373_46921	LmbE family
BN373_46931	transcriptional regulator
BN373_46941	Protocatechuate 4,5-dioxygenase
BN373_46951	transporter
BN373_46961	Transcriptional regulator
BN373_46971	Phosphotransferase system, lactose cellobiose-specific IIB subunit
BN373_46981	PTS system, lactose cellobiose family IIC
BN373_46991	phosphotransferase system PTS, lactose cellobiose-specific IIA subunit
BN373_47001	Maltoporin
BN373_47021	2-aminoethylphosphonate transport system
BN373_47031	2-aminoethylphosphonate transport system permease
BN373_47041	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system (By similarity)
BN373_47051	(ABC) transporter
BN373_47061	Transcriptional regulator
BN373_47071	Involved in phosphonate degradation (By similarity)
BN373_47081	Involved in phosphonate degradation (By similarity)
BN373_47091	Involved in the efflux of purine ribonucleosides, such as guanosine, adenosine and especially inosine. Involved in the resistance to 6-mercaptopurine (By similarity)
BN373_47101	Protein of unknown function (DUF1044)
BN373_47111	Xre family transcriptional regulator
BN373_47121	Protein of unknown function (DUF1198)
BN373_47131	sugar phosphate antiporter
BN373_47141	transporter
BN373_47151	sensory histidine kinase UhpB
BN373_47161	response regulator
BN373_47171	Acetolactate synthase, small subunit
BN373_47181	acetolactate synthase
BN373_47201	Gcn5-related n-acetyltransferase
BN373_47211	membrAne
BN373_47221	Multidrug resistance protein D
BN373_47231	DNA-binding transcriptional regulator DsdC
BN373_47241	Gluconate transporter
BN373_47251	D-serine deaminase
BN373_47261	transcriptional regulator
BN373_47271	Inner membrane protein yidG
BN373_47281	Inner membrane protein YidH
BN373_47291	glycoside hydrolase family protein
BN373_47301	pts system
BN373_47311	GntR family transcriptional regulator
BN373_47321	transport protein
BN373_47331	DNA-damage-inducible protein d
BN373_47341	Associates with aggregated proteins, together with IbpA, to stabilize and protect them from irreversible denaturation and extensive proteolysis during heat shock and oxidative stress. Aggregated proteins bound to the IbpAB complex are more efficiently refolded and reactivated by the ATP-dependent chaperone systems ClpB and DnaK DnaJ GrpE. Its activity is ATP- independent (By similarity)
BN373_47351	Heat shock protein
BN373_47361	conserved outer membrane protein
BN373_47371	ATP GTP-binding protein
BN373_47381	transporter
BN373_47391	Catalyzes the dehydration of D-galactonate to 2-keto-3- deoxy-D-galactonate (By similarity)
BN373_47401	Aldolase
BN373_47411	2-oxo-3-deoxygalactonate kinase
BN373_47421	Transcriptional regulator
BN373_47431	membrAne
BN373_47441	NA
BN373_47451	hydrolase
BN373_47471	it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP (By similarity)
BN373_47521	Could be involved in insertion of integral membrane proteins into the membrane (By similarity)
BN373_47541	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34 (By similarity)
BN373_47551	Gcn5-related n-acetyltransferase
BN373_47561	Multidrug resistance protein MdtL
BN373_47571	transcriptional regulator yidZ
BN373_47581	phosphopantetheinyl transferase
BN373_47591	NAD(P)H-dependent FMN reductase
BN373_47601	Xanthine uracil
BN373_47611	HAD-superfamily hydrolase subfamily IA, variant 3
BN373_47621	6-phosphogluconolactonase
BN373_47631	Glycoside hydrolase family 13 domain protein
BN373_47641	Outer membrane porin
BN373_47651	Part of the phosphate (Pho) regulon, which plays a key role in phosphate homeostasis. Encoded together with proteins of the phosphate-specific transport (Pst) system in the polycistronic pstSCAB-phoU operon. PhoU is essential for the repression of the Pho regulon at high phosphate conditions. In this role, it may bind, possibly as a chaperone, to PhoR, PhoB or a PhoR-PhoB complex to promote dephosphorylation of phospho-PhoB, or inhibit formation of the PhoR-PhoB transitory complex (By similarity)
