Gene_EGGNOG	Gene_Keio	Pathway	DEG: Synechococcus elongatus PCC 7942	DEG: Mycobacterium tuberculosis H37Rv	DEG: Porphyromonas gingivalis ATCC 33277	DEG: Bacteroides thetaiotaomicron VPI-5482	DEG: Bacteroides fragilis 638R	DEG: Francisella novicida U112	DEG: Acinetobacter baumannii ATCC 17978	DEG: Pseudomonas aeruginosa PAO1	DEG: Shewanella oneidensis MR-1	TraDIS: Klebsiella pneumoniae Ecl8	TraDIS: Klebsiella pneumoniae RH201207	TraDIS: Escherichia coli ST131 EC958	TraDIS: Escherichia coli UPEC ST131 NCTC13441	Keio: Escherichia coli BW25113	TraDIS: Escherichia coli BW25113	TraDIS: Citrobacter rodentium ICC168	TraDIS: Salmonella Typhi Ty2	DEG: Salmonella enterica serovar Typhi	TraDIS: Salmonella Typhimurium A130	TraDIS: Salmonella Typhimurium D23580	TraDIS: Salmonella Typhimurium SL3261	TraDIS: Salmonella Typhimurium SL1344	TraDIS: Salmonella Enteritidis P125109	Symbiont: Secondary endosymbiont of Ctenarytaina eucalypti	Symbiont: Candidatus Moranella endobia PCIT	Symbiont: Secondary endosymbiont of Heteropsylla cubana	Symbiont: Candidatus Baumannia cicadellinicola strain BGSS	Symbiont: Candidatus Baumannia cicadellinicola strain B-GSS	Symbiont: Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	Symbiont: Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757	Symbiont: Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675	Symbiont: Candidatus Blochmannia vafer str. BVAF	Symbiont: Candidatus Blochmannia floridanus	Symbiont: Candidatus Blochmannia pennsylvanicus str. BPEN	Symbiont: Candidatus Blochmannia chromaiodes str. 640	Symbiont: Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	Symbiont: Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans	Symbiont: Buchnera aphidicola str. Sg (Schizaphis graminum)	Symbiont: Buchnera aphidicola str. G002 (Myzus persicae)	Symbiont: Buchnera aphidicola str. USDA (Myzus persicae)	Symbiont: Buchnera aphidicola str. F009 (Myzus persicae)	Symbiont: Buchnera aphidicola str. W106 (Myzus persicae)	Symbiont: Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	Symbiont: Buchnera aphidicola str. APS (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	Symbiont: Buchnera aphidicola str. Bp (Baizongia pistaciae)	Symbiont: Buchnera aphidicola BCc	Symbiont: Buchnera aphidicola (Cinara tujafilina)	Symbiont: Sodalis glossinidius str. morsitans	Symbiont: Sodalis praecaptivus strain HS1	Symbiont: Candidatus Sodalis pierantonius str. SOPE	DEG: Haemophilus influenzae Rd KW20	DEG: Vibrio cholerae N16961	DEG: Burkholderia pseudomallei K96243	DEG: Burkholderia thailandensis E264	DEG: Rhodopseudomonas palustris CGA009	DEG: Agrobacterium fabrum str. C58	DEG: Caulobacter crescentus	DEG: Brevundimonas subvibrioides ATCC 15264	DEG: Helicobacter pylori 26695	DEG: Mycoplasma genitalium G37	DEG: Mycoplasma pulmonis UAB CTIP	DEG: Streptococcus agalactiae A909	DEG: Streptococcus pyogenes NZ131	DEG: Streptococcus pyogenes MGAS5448	DEG: Staphylococcus aureus NCTC 8325	DEG: Staphylococcus aureus N315	DEG: Bacillus subtilis 168	Locus: Klebsiella pneumoniae Ecl8	Locus: Klebsiella pneumoniae RH201207	Locus: Escherichia coli ST131 EC958	Locus: Escherichia coli UPEC ST131 NCTC13441	Locus: Escherichia coli BW25113 (Keio)	Locus: Escherichia coli BW25113	Locus: Citrobacter rodentium ICC168	Locus: Salmonella Typhi Ty2	Locus: Salmonella Typhimurium A130	Locus: Salmonella Typhimurium D23580	Locus: Salmonella Typhimurium SL3261	Locus: Salmonella Typhimurium SL1344	Locus: Salmonella Enteritidis P125109	Enterobacteriaceae %essential	Endosymbiont %conserved	Gammaproteobacteria %essential	Gammaproteobacteria (excluding symbionts) %essential	Proteobacteria %essential	Proteobacteria (excluding symbionts) %essential	Bacteria %essential	Bacteria (excluding symbionts) %essential	Enterobacteriaceae: Ancestral essentiality	E. coli + Salmonella + Citrobacter: Ancestral essentiality	Salmonella + Citrobacter: Ancestral essentiality	Klebsiella: Ancestral essentiality	E. coli: Ancestral essentiality	Salmonella: Ancestral essentiality
yhhT	yhhT	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.40754923016257	2.47715065828763	2.50357279301847	2.31957103230912	N	2.46330519190831	2.61323133290516	2.43030182611492	A/N	2.34546172969529	2.17178433697545	2.45527225390448	1.99583788767689	2.2571488408864	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_44751	ERS227112_00745	EC958_3868	NCTC13441_00226	b3474	BW25113_3474	ROD_43431	t3940	STM_MW35711	STMMW_35711	SL3261_3547	SL1344_3547	SEN3405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
uhpA	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	2.33114578186811	A/N	2.17083308657328	2.0963500566537	2.38902488669155	2.30144405878526	1.97760069939944	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	-	t2935	STM_MW29861	STMMW_29861	SL3261_3003	SL1344_3003	SEN2868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
opuCC	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	2.15514514558334	1.68978297583176	A/N	1.43967899757641	1.85876701732501	2.27252499720763	2.33694546607564	1.86439601530968	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	ROD_14751	t1414	STM_MW14931	STMMW_14931	SL3261_1423	SL1344_1423	SEN1557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
yafJ	yafJ	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.62783868999911	2.39736333651724	1.9524782534179	2.19775165544001	N	2.28588563883356	2.31597555489492	2.62932598617876	A/N	2.16224662246708	2.85466538869207	2.95509191072057	2.85449170335504	2.29358954331301	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_07211	ERS227112_02577	EC958_0363	NCTC13441_03755	b0223	BW25113_0223	ROD_02241	t2539	STM_MW03221	STMMW_03221	SL3261_0307	SL1344_0307	SEN0294	0.0	5.9	5.6	5.0	4.9	3.7	4.1	2.5	0	0	0	0	0	0
menH	menH	Ubiquinone and other terpenoid-quinone biosynthesis / Metabolic pathways / Biosynthesis of secondary metabolites	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	1.76816135462237	1.65636689991794	2.10576605813495	1.87885322863811	N	1.78234632045447	1.53548181510408	1.30015224054807	A/N	1.56899380700472	2.12737961081429	2.17694389339683	1.99382412524375	1.47590208384335	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_32721	ERS227112_03917	EC958_2602	NCTC13441_01444	b2263	BW25113_2263	ROD_26701	t0555	STM_MW23321	STMMW_23321	SL3261_2277	SL1344_2277	SEN2290	0.0	5.9	5.6	5.0	4.9	3.7	4.1	2.5	0	0	0	0	0	0
opuCB	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	2.19980626707031	1.10628198388165	A/N	0.671643809289871	1.34325177877805	2.12222882583083	2.26294307714784	1.57904625345552	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	-	-	ROD_14741	t1413	STM_MW14921	STMMW_14921	SL3261_1422	SL1344_1422	SEN1558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
atoS	atoS	Two-component system	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	1.94398502499853	A	2.82283098110274	2.80548977150462	N	2.74115646749818	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	A/N	E	BN373_32451	-	EC958_2556	NCTC13441_01488	b2219	BW25113_2219	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	4.1	7.5	0	0	0	0	0	0
modA	modA	ABC transporters	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	1.83870439421573	2.24947438911569	2.15528736822547	2.31979915008392	N	1.96548229891763	1.87355351116874	1.9618962575158	A/N	1.9792579064922	2.09619262352606	2.36241770611975	2.06275580527575	1.56669371323185	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_13331	ERS227112_03210	EC958_0875	NCTC13441_03231	b0763	BW25113_0763	ROD_07591	t2106	STM_MW08331	STMMW_08331	SL3261_0758	SL1344_0758	SEN0726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
yciO	yciO	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.66048942644213	1.41395807177722	2.05639608493563	2.11377453157916	N	1.45932550947601	1.73168640381473	1.44088254543009	A/N	1.14165882549283	1.9948549349061	2.2417843105362	2.14672095004863	1.47640003828791	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	E	E	E	A/N	E	E	A/N	A/N	A/N	E	E	A/N	E	A/N	E	BN373_18851	ERS227112_05467	EC958_1595	NCTC13441_02501	b1267	BW25113_1267	ROD_17371	t1633	STM_MW17161	STMMW_17161	SL3261_1652	SL1344_1652	SEN1313	0.0	8.8	5.6	0.0	13.1	18.5	16.2	22.5	0	0	0	0	0	0
dnaB	dnaB	DNA replication	E	E	E	E	E	E	E	E	E	-4.5	-4.5	-2.92990178352833	-2.60605258528461	E	-4.5	-0.659056050786259	-2.16620481427095	E	-4.5	-2.09684174946444	-4.5	-4.5	-1.51404474324333	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	E	E	E	E	E	E	E	E	A/N	E	E	E	E	E	E	E	E	BN373_00461	ERS227112_01911	EC958_4511	NCTC13441_04431	b4052	BW25113_4052	ROD_36391	t4152	STM_MW41961	STMMW_41961	SL3261_4182	SL1344_4182	SEN4015	100.0	100.0	100.0	100.0	98.4	96.3	98.6	97.5	1	1	1	1	1	1
ptrB	ptrB	-	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.35929838793462	2.1163713377663	2.12848226488394	1.94260768514652	N	2.23063292656764	2.39687659268224	2.11103974293014	A/N	2.6772954202612	2.28381015726511	2.60458725325127	2.4274784715885	2.03594259890952	P	A	P	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_29471	ERS227112_04300	EC958_2065	NCTC13441_02040	b1845	BW25113_1845	ROD_18841	t0998	STM_MW18601	STMMW_18601	SL3261_1813	SL1344_1813	SEN1124	0.0	14.7	9.3	0.0	8.2	0.0	8.1	2.5	0	0	0	0	0	0
yabI	yabI	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.19382987060262	2.4649574067808	2.5914040329543	2.46446553710424	N	2.24219623427227	1.63144539260048	1.17754993737028	A/N	1.91946433568603	2.37680735348546	2.32676496515461	2.43577292629011	1.52903434088369	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A	P	A	P	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_05521	ERS227112_02400	EC958_0205	NCTC13441_03920	b0065	BW25113_0065	ROD_00721	t0109	STM_MW01111	STMMW_01111	SL3261_0105	SL1344_0105	SEN0106	0.0	50.0	31.5	0.0	27.9	0.0	23.0	0.0	0	0	0	0	0	0
osmC	osmC	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.23447145138455	1.59380916284714	2.82753494483418	2.34464847624291	N	3.0500164393098	2.53351866549808	2.835061224551	A/N	2.62466867325394	2.78891994997921	2.6949501198206	2.53034277985816	2.37074291022895	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_24101	ERS227112_04830	EC958_1750	NCTC13441_02347	b1482	BW25113_1482	ROD_15531	t1478	STM_MW15581	STMMW_15581	SL3261_1493	SL1344_1493	SEN1492	0.0	2.9	1.9	0.0	1.6	0.0	1.4	0.0	0	0	0	0	0	0
trmK	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	E	E	A/N	A/N	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	4.1	7.5	0	0	0	0	0	0
dnaE	dnaE	Purine metabolism / Pyrimidine metabolism / Metabolic pathways / DNA replication / Mismatch repair / Homologous recombination	E	E	E	E	E	E	A/N	E	E	-1.80343429072104	-4.5	-2.85221128771255	-3.19095925644166	E	-2.65407753200633	-2.94808670050994	-4.5	E	-4.5	-1.96462710201674	-4.5	-3.49459530154704	-1.13486168355195	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A	P	P	P	P	P	P	P	P	P	E	E	E	E	E	E	E	E	A/N	E	E	E	E	E	E	E	E	BN373_06891	ERS227112_02539	EC958_0330	NCTC13441_03792	b0184	BW25113_0184	ROD_01871	t0232	STM_MW02371	STMMW_02371	SL3261_0232	SL1344_0232	SEN0238	100.0	97.1	96.3	95.0	95.1	92.6	95.9	95.0	1	1	1	1	1	1
bglG	bglG	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.28708589582814	1.78037890731413	2.7678993467665	3.27702562394265	N	3.09744729147033	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	A/N	BN373_31811	ERS227112_04001	EC958_4196	NCTC13441_04794	b3723	BW25113_3723	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	1.4	2.5	0	0	0	0	0	0
mvaD	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	E	E	E	A/N	A/N	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	5.4	10.0	0	0	0	0	0	0
alr	alr	D-Alanine metabolism / Metabolic pathways / Vancomycin resistance	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.26010920187635	2.4092310476765	2.4810015200444	1.77677694533095	N	2.25605058881685	2.30746871156119	0.176544039000249	A/N	2.05129588211844	2.00563812156138	2.27633059559485	2.15968599870587	1.77383162002734	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_00471	ERS227112_01912	EC958_4512	NCTC13441_04430	b4053	BW25113_4053	ROD_36381	t4153	STM_MW41971	STMMW_41971	SL3261_4183	SL1344_4183	SEN4016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
dnaK	dnaK	RNA degradation	E	E	E	E	A/N	A/N	E	E	E	0.661670247771881	-2.57507391261917	1.41591748387005	-0.359015945355728	N	-0.546657038699926	-2.52661378088686	-2.14461131509969	E	-1.06100990645824	-0.727721196567646	-0.637630252359329	0.676429243220438	0.291062446665901	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A/N	A/N	A/N	E	E	A/N	E	E	E	E	E	E	E	E	E	E	E	BN373_04961	ERS227112_02349	EC958_0146	NCTC13441_03979	b0014	BW25113_0014	ROD_00101	t0012	STM_MW00111	STMMW_00111	SL3261_0012	SL1344_0012	SEN0011	64.3	100.0	85.2	60.0	83.6	63.0	85.1	72.5	1	1	1	0	1	1
yliF	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.77652973683969	3.17866647384271	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	A/N	A/N	BN373_25611	ERS227112_04694	-	-	-	-	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	1.4	2.5	0	0	0	0	0	0
rpsT	rpsT	Ribosome	A/N	A/N	A/N	A/N	E	E	A/N	A/N	E	-4.5	A	-1.19643182550977	-0.677229432783046	N	-4.5	-4.5	-4.5	A/N	-4.5	-0.921495253843075	-4.5	-4.5	-1.42810703125111	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A/N	E	A/N	E	E	A/N	E	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_05001	-	EC958_0156	NCTC13441_03968	b0023	BW25113_0023	ROD_00212	t0045	STM_MW00441	STMMW_00441	SL3261_0044	SL1344_0044	SEN0043	78.6	100.0	88.9	70.0	86.9	70.4	73.0	50.0	1	1	1	0	1	1
ybgE	ybgE	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.41395552768593	2.00273175686353	2.49604050621012	1.91055909037997	N	2.46565173467517	1.96748120200164	2.32733565403069	A/N	1.5500865234143	2.08189498262452	2.27215294216801	1.77676869958733	1.93216743491072	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_13121	ERS227112_03182	EC958_0852	NCTC13441_03259	b0735	BW25113_0735	ROD_07291	t2133	STM_MW08001	STMMW_08001	SL3261_0725	SL1344_0725	SEN0693	0.0	5.9	3.7	0.0	3.3	0.0	2.7	0.0	0	0	0	0	0	0
pyk	pykF	Glycolysis / Gluconeogenesis / Purine metabolism / Pyruvate metabolism / Metabolic pathways / Biosynthesis of secondary metabolites / Microbial metabolism in diverse environments / Biosynthesis of antibiotics / Carbon metabolism / Biosynthesis of amino acids	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.40705044336104	0.839418847361945	1.95677568289463	1.6360345653755	N	1.9077765590253	1.6203863864972	1.01196492046404	A/N	1.1993763008303	1.8474575667168	2.06114094624818	1.77111208004552	1.3532656618094	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_27181	ERS227112_04544	EC958_1896	NCTC13441_02205	b1676	BW25113_1676	ROD_13741	t1246	STM_MW13831	STMMW_13831	SL3261_1312	SL1344_1312	SEN1667	0.0	8.8	5.6	0.0	4.9	0.0	4.1	0.0	0	0	0	0	0	0
dnaX	dnaX	Purine metabolism / Pyrimidine metabolism / Metabolic pathways / DNA replication / Mismatch repair / Homologous recombination	E	E	E	E	A/N	A/N	E	E	E	-4.5	-4.5	-1.62103627523966	-4.5	E	-2.07915075746818	-4.5	-4.5	E	-4.5	-2.39711762528081	-2.66508080645177	-4.5	-2.98668196484546	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A/N	E	E	E	E	E	E	E	A/N	A/N	A/N	E	E	E	E	E	E	BN373_09401	ERS227112_02804A	EC958_0609	NCTC13441_14added	b0470	BW25113_0470	ROD_05281	t2376	STM_MW05541	STMMW_05541	SL3261_0477	SL1344_0477	SEN0465	100.0	100.0	96.3	90.0	95.1	88.9	91.9	85.0	1	1	1	1	1	1
rmf	rmf	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	1.58623831748883	A	2.04012495733124	1.2833809776616	N	1.16189597765249	1.21649044646348	0.860536265536112	A/N	2.45638284127454	1.05336915749464	1.69731743532804	1.52832197111255	1.26104075632601	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_15941	-	EC958_1157	NCTC13441_02943	b0953	BW25113_0953	ROD_10142	t1854	STM_MW10791	STMMW_10791	SL3261_1006	SL1344_1006	SEN0931	0.0	5.9	5.6	5.0	4.9	3.7	4.1	2.5	0	0	0	0	0	0
torA	torA	Two-component system	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	2.09187626412738	2.04123989239179	N	1.77083998872897	A	2.10139578290374	A/N	2.3390907493791	2.25369709675215	2.42764900994704	2.25801915588956	1.88490722046092	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	EC958_1195	NCTC13441_02907	b0997	BW25113_0997	-	t3696	STM_MW38061	STMMW_38061	SL3261_3788	SL1344_3788	SEN3638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
adiY	adiY	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	3.05351159466781	3.01706768042715	N	3.78421654254755	A	3.44901099474283	A/N	3.62630113263848	3.03677622911868	2.95404438271009	2.77071084582785	3.11413815126506	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	EC958_4596	NCTC13441_04348	b4116	BW25113_4116	-	t4202	STM_MW42461	STMMW_42461	SL3261_4232	SL1344_4232	SEN4066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
trmI	yjhP	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.18874471519786	2.03508435452805	2.09991918738576	2.39644655156105	N	2.01823476166636	2.58832296443167	2.08455714524949	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_07441	ERS227112_02600	EC958_0032	NCTC13441_04093	b4306	BW25113_4306	ROD_34051	t4343	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
dsbL	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	2.75469671061046	2.84003067100682	A	A	2.93342658673983	3.41753076339563	A/N	3.21921468148817	2.4264142952046	2.69118029025439	2.45410354626715	2.81502264805582	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	EC958_3442	NCTC13441_00656	-	-	ROD_35881	t3113	STM_MW31541	STMMW_31541	SL3261_3166	SL1344_3166	SEN3035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
